Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Eric Gill Artwork Collection,ark:/21198/zz002d2wdq/qr89d945,ark:/21198/zz002d2wdq,Page,eric_gill/image/CEG1409_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wdq%2Fqr89d945,
Eric Gill Artwork Collection,ark:/21198/zz002d2wdq/pq33b310,ark:/21198/zz002d2wdq,Page,eric_gill/image/CEG1409_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wdq%2Fpq33b310,
Eric Gill Artwork Collection,ark:/21198/zz002d2wk9/gv17nm9w,ark:/21198/zz002d2wk9,Page,eric_gill/image/CEG1415_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wk9%2Fgv17nm9w,
Eric Gill Artwork Collection,ark:/21198/zz002d2wk9/wd30rw04,ark:/21198/zz002d2wk9,Page,eric_gill/image/CEG1415_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wk9%2Fwd30rw04,
Eric Gill Artwork Collection,ark:/21198/zz002d2wk9/5597f82h,ark:/21198/zz002d2wk9,Page,eric_gill/image/CEG1415_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wk9%2F5597f82h,
Eric Gill Artwork Collection,ark:/21198/zz002d2wk9/8m03tz1c,ark:/21198/zz002d2wk9,Page,eric_gill/image/CEG1415_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wk9%2F8m03tz1c,
Eric Gill Artwork Collection,ark:/21198/zz002d2wk9/x895z55s,ark:/21198/zz002d2wk9,Page,eric_gill/image/CEG1415_e.tif,5,Item 5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wk9%2Fx895z55s,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/mk08v455,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fmk08v455,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/tc11j44k,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Ftc11j44k,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/4k16pr07,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2F4k16pr07,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/vd71s31r,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fvd71s31r,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/hp78kc0f,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_e.tif,5,Item 5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fhp78kc0f,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/z846fz9k,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_f.tif,6,Item 6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fz846fz9k,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/rd98bb3c,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_g.tif,7,Item 7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Frd98bb3c,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/t9116t90,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_h.tif,8,Item 8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Ft9116t90,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/6d586421,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_i.tif,9,Item 9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2F6d586421,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/f1367v21,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_j.tif,10,Item 10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Ff1367v21,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/dx60vv96,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_k.tif,11,Item 11,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fdx60vv96,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/vv21k01c,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_l.tif,12,Item 12,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fvv21k01c,
Eric Gill Artwork Collection,ark:/21198/zz002d2wmt/zp96xv38,ark:/21198/zz002d2wmt,Page,eric_gill/image/CEG1417_m.tif,13,Item 13,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wmt%2Fzp96xv38,
Eric Gill Artwork Collection,ark:/21198/zz002d2wnb/ct22h116,ark:/21198/zz002d2wnb,Page,eric_gill/image/CEG1420_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wnb%2Fct22h116,
Eric Gill Artwork Collection,ark:/21198/zz002d2wnb/ns79wq7c,ark:/21198/zz002d2wnb,Page,eric_gill/image/CEG1420_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wnb%2Fns79wq7c,
Eric Gill Artwork Collection,ark:/21198/zz002d2wnb/6z07693v,ark:/21198/zz002d2wnb,Page,eric_gill/image/CEG1420_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wnb%2F6z07693v,
Eric Gill Artwork Collection,ark:/21198/zz002d2wnb/j999cg80,ark:/21198/zz002d2wnb,Page,eric_gill/image/CEG1420_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wnb%2Fj999cg80,
Eric Gill Artwork Collection,ark:/21198/zz002d2wnb/4q35jw0s,ark:/21198/zz002d2wnb,Page,eric_gill/image/CEG1420_e.tif,5,Item 5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2wnb%2F4q35jw0s,
Eric Gill Artwork Collection,ark:/21198/zz002d2xcp/cx855w9j,ark:/21198/zz002d2xcp,Page,eric_gill/image/CEG1444.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2xcp%2Fcx855w9j,
Eric Gill Artwork Collection,ark:/21198/zz002d2xcp/8n19xr7f,ark:/21198/zz002d2xcp,Page,eric_gill/image/CEG1444_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2xcp%2F8n19xr7f,
Eric Gill Artwork Collection,ark:/21198/zz002d2z0g/3d15h245,ark:/21198/zz002d2z0g,Page,eric_gill/image/CEG1465_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2z0g%2F3d15h245,
Eric Gill Artwork Collection,ark:/21198/zz002d2z0g/k403fp5w,ark:/21198/zz002d2z0g,Page,eric_gill/image/CEG1465_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2z0g%2Fk403fp5w,
Eric Gill Artwork Collection,ark:/21198/zz002d2zdp/d906nr0f,ark:/21198/zz002d2zdp,Page,eric_gill/image/CEG1484_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2zdp%2Fd906nr0f,
Eric Gill Artwork Collection,ark:/21198/zz002d2zdp/xp60q930,ark:/21198/zz002d2zdp,Page,eric_gill/image/CEG1484_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2zdp%2Fxp60q930,
Eric Gill Artwork Collection,ark:/21198/zz002d2zn9/3w26wn91,ark:/21198/zz002d2zn9,Page,eric_gill/image/CEG1491_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2zn9%2F3w26wn91,
Eric Gill Artwork Collection,ark:/21198/zz002d2zn9/zd64r92r,ark:/21198/zz002d2zn9,Page,eric_gill/image/CEG1491_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d2zn9%2Fzd64r92r,
Eric Gill Artwork Collection,ark:/21198/zz002d301x/4f29gn3z,ark:/21198/zz002d301x,Page,eric_gill/image/CEG1501_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d301x%2F4f29gn3z,
Eric Gill Artwork Collection,ark:/21198/zz002d301x/4747w25b,ark:/21198/zz002d301x,Page,eric_gill/image/CEG1501_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d301x%2F4747w25b,
Eric Gill Artwork Collection,ark:/21198/zz002d30jp/2z928b5t,ark:/21198/zz002d30jp,Page,eric_gill/image/CEG1532_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d30jp%2F2z928b5t,
Eric Gill Artwork Collection,ark:/21198/zz002d30jp/v588v67z,ark:/21198/zz002d30jp,Page,eric_gill/image/CEG1532_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d30jp%2Fv588v67z,
Eric Gill Artwork Collection,ark:/21198/zz002d30jp/ht53vd99,ark:/21198/zz002d30jp,Page,eric_gill/image/CEG1532_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d30jp%2Fht53vd99,
Eric Gill Artwork Collection,ark:/21198/zz002d30jp/t083364v,ark:/21198/zz002d30jp,Page,eric_gill/image/CEG1532_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d30jp%2Ft083364v,
Eric Gill Artwork Collection,ark:/21198/zz002d32c2/r980rj9s,ark:/21198/zz002d32c2,Page,eric_gill/image/CEG1612_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d32c2%2Fr980rj9s,
Eric Gill Artwork Collection,ark:/21198/zz002d32c2/wn54x21x,ark:/21198/zz002d32c2,Page,eric_gill/image/CEG1612_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d32c2%2Fwn54x21x,
Eric Gill Artwork Collection,ark:/21198/zz002d32v9/42816x46,ark:/21198/zz002d32v9,Page,eric_gill/image/CEG1630_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d32v9%2F42816x46,
Eric Gill Artwork Collection,ark:/21198/zz002d32v9/4926989m,ark:/21198/zz002d32v9,Page,eric_gill/image/CEG1630_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d32v9%2F4926989m,
Eric Gill Artwork Collection,ark:/21198/zz002d332w/mf74j71c,ark:/21198/zz002d332w,Page,eric_gill/image/CEG1639_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d332w%2Fmf74j71c,
Eric Gill Artwork Collection,ark:/21198/zz002d332w/3f16p11k,ark:/21198/zz002d332w,Page,eric_gill/image/CEG1639_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d332w%2F3f16p11k,
Eric Gill Artwork Collection,ark:/21198/zz002d333d/d013zp8h,ark:/21198/zz002d333d,Page,eric_gill/image/CEG1640_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d333d%2Fd013zp8h,
Eric Gill Artwork Collection,ark:/21198/zz002d333d/rb21zd47,ark:/21198/zz002d333d,Page,eric_gill/image/CEG1640_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d333d%2Frb21zd47,
Eric Gill Artwork Collection,ark:/21198/zz002d337g/8h220n5m,ark:/21198/zz002d337g,Page,eric_gill/image/CEG1644_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d337g%2F8h220n5m,
Eric Gill Artwork Collection,ark:/21198/zz002d337g/r7628f91,ark:/21198/zz002d337g,Page,eric_gill/image/CEG1644_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d337g%2Fr7628f91,
Eric Gill Artwork Collection,ark:/21198/zz002d33b1/x188p90d,ark:/21198/zz002d33b1,Page,eric_gill/image/CEG1646_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33b1%2Fx188p90d,
Eric Gill Artwork Collection,ark:/21198/zz002d33b1/pp123g3x,ark:/21198/zz002d33b1,Page,eric_gill/image/CEG1646_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33b1%2Fpp123g3x,
Eric Gill Artwork Collection,ark:/21198/zz002d33cj/9w941w72,ark:/21198/zz002d33cj,Page,eric_gill/image/CEG1647.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33cj%2F9w941w72,
Eric Gill Artwork Collection,ark:/21198/zz002d33cj/sz18cm28,ark:/21198/zz002d33cj,Page,eric_gill/image/CEG1647_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33cj%2Fsz18cm28,
Eric Gill Artwork Collection,ark:/21198/zz002d33cj/df672t95,ark:/21198/zz002d33cj,Page,eric_gill/image/CEG1647_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33cj%2Fdf672t95,
Eric Gill Artwork Collection,ark:/21198/zz002d33d2/5p96xr71,ark:/21198/zz002d33d2,Page,eric_gill/image/CEG1648_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33d2%2F5p96xr71,
Eric Gill Artwork Collection,ark:/21198/zz002d33d2/2v15xx9h,ark:/21198/zz002d33d2,Page,eric_gill/image/CEG1648_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33d2%2F2v15xx9h,
Eric Gill Artwork Collection,ark:/21198/zz002d33g3/2978z921,ark:/21198/zz002d33g3,Page,eric_gill/image/CEG1650_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33g3%2F2978z921,
Eric Gill Artwork Collection,ark:/21198/zz002d33g3/6p297t7n,ark:/21198/zz002d33g3,Page,eric_gill/image/CEG1650_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33g3%2F6p297t7n,
Eric Gill Artwork Collection,ark:/21198/zz002d33j4/bc20dr6t,ark:/21198/zz002d33j4,Page,eric_gill/image/CEG1652_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33j4%2Fbc20dr6t,
Eric Gill Artwork Collection,ark:/21198/zz002d33j4/q552fw18,ark:/21198/zz002d33j4,Page,eric_gill/image/CEG1652_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33j4%2Fq552fw18,
Eric Gill Artwork Collection,ark:/21198/zz002d33kn/z815xf2x,ark:/21198/zz002d33kn,Page,eric_gill/image/CEG1653_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33kn%2Fz815xf2x,
Eric Gill Artwork Collection,ark:/21198/zz002d33kn/n789gq92,ark:/21198/zz002d33kn,Page,eric_gill/image/CEG1653_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33kn%2Fn789gq92,
Eric Gill Artwork Collection,ark:/21198/zz002d33m5/d255r30d,ark:/21198/zz002d33m5,Page,eric_gill/image/CEG1655_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33m5%2Fd255r30d,
Eric Gill Artwork Collection,ark:/21198/zz002d33m5/7k22hq0z,ark:/21198/zz002d33m5,Page,eric_gill/image/CEG1655_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33m5%2F7k22hq0z,
Eric Gill Artwork Collection,ark:/21198/zz002d33np/rx77h34x,ark:/21198/zz002d33np,Page,eric_gill/image/CEG1656_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33np%2Frx77h34x,
Eric Gill Artwork Collection,ark:/21198/zz002d33np/zj11r47r,ark:/21198/zz002d33np,Page,eric_gill/image/CEG1656_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33np%2Fzj11r47r,
Eric Gill Artwork Collection,ark:/21198/zz002d33p6/df394215,ark:/21198/zz002d33p6,Page,eric_gill/image/CEG1657_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33p6%2Fdf394215,
Eric Gill Artwork Collection,ark:/21198/zz002d33p6/k9359w5w,ark:/21198/zz002d33p6,Page,eric_gill/image/CEG1657_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33p6%2Fk9359w5w,
Eric Gill Artwork Collection,ark:/21198/zz002d33sr/gs275m51,ark:/21198/zz002d33sr,Page,eric_gill/image/CEG1660_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33sr%2Fgs275m51,
Eric Gill Artwork Collection,ark:/21198/zz002d33sr/5m44c454,ark:/21198/zz002d33sr,Page,eric_gill/image/CEG1660_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33sr%2F5m44c454,
Eric Gill Artwork Collection,ark:/21198/zz002d33vs/8911dj00,ark:/21198/zz002d33vs,Page,eric_gill/image/CEG1663_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33vs%2F8911dj00,
Eric Gill Artwork Collection,ark:/21198/zz002d33vs/8319rh32,ark:/21198/zz002d33vs,Page,eric_gill/image/CEG1663_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d33vs%2F8319rh32,
Eric Gill Artwork Collection,ark:/21198/zz002d343w/8673n10p,ark:/21198/zz002d343w,Page,eric_gill/image/CEG1669_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d343w%2F8673n10p,
Eric Gill Artwork Collection,ark:/21198/zz002d343w/1v51mw2w,ark:/21198/zz002d343w,Page,eric_gill/image/CEG1669_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d343w%2F1v51mw2w,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/2b060x3m,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2F2b060x3m,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/rx563b6x,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2Frx563b6x,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/gr95rm8r,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2Fgr95rm8r,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/6f062751,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675_d.tif,4,Item 4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2F6f062751,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/23093n02,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675_e.tif,5,Item 5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2F23093n02,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/qp885z8x,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675_f.tif,6,Item 6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2Fqp885z8x,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/0863zk0p,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675_g.tif,7,Item 7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2F0863zk0p,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/x899wk7v,ark:/21198/zz002d3490,Page,eric_gill/image/CEG1675_h.tif,8,Item 8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2Fx899wk7v,
Eric Gill Artwork Collection,ark:/21198/zz002d3490/4p951w80,ark:/21198/zz002d3490,Page,eric_gill/image/CEg1675_i.tif,9,Item 9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d3490%2F4p951w80,
Eric Gill Artwork Collection,ark:/21198/zz002d34bh/b579v328,ark:/21198/zz002d34bh,Page,eric_gill/image/CEG16762_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34bh%2Fb579v328,
Eric Gill Artwork Collection,ark:/21198/zz002d34bh/2p86m62b,ark:/21198/zz002d34bh,Page,eric_gill/image/CEG16762_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34bh%2F2p86m62b,
Eric Gill Artwork Collection,ark:/21198/zz002d34c1/1395gk4x,ark:/21198/zz002d34c1,Page,eric_gill/image/CEG1676_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34c1%2F1395gk4x,
Eric Gill Artwork Collection,ark:/21198/zz002d34c1/sg791h9f,ark:/21198/zz002d34c1,Page,eric_gill/image/CEG1676_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34c1%2Fsg791h9f,
Eric Gill Artwork Collection,ark:/21198/zz002d34c1/g2428m6v,ark:/21198/zz002d34c1,Page,eric_gill/image/CEG1676_c.tif,3,Item 3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34c1%2Fg2428m6v,
Eric Gill Artwork Collection,ark:/21198/zz002d34k4/9r81n57g,ark:/21198/zz002d34k4,Page,eric_gill/image/CEG1682_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34k4%2F9r81n57g,
Eric Gill Artwork Collection,ark:/21198/zz002d34k4/js54qf9b,ark:/21198/zz002d34k4,Page,eric_gill/image/CEG1682_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34k4%2Fjs54qf9b,
Eric Gill Artwork Collection,ark:/21198/zz002d34mn/sg78t946,ark:/21198/zz002d34mn,Page,eric_gill/image/CEG1683_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34mn%2Fsg78t946,
Eric Gill Artwork Collection,ark:/21198/zz002d34mn/2161jv8g,ark:/21198/zz002d34mn,Page,eric_gill/image/CEG1683_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34mn%2F2161jv8g,
Eric Gill Artwork Collection,ark:/21198/zz002d34tr/cx69vr29,ark:/21198/zz002d34tr,Page,eric_gill/image/CEG1689_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34tr%2Fcx69vr29,
Eric Gill Artwork Collection,ark:/21198/zz002d34tr/zv471355,ark:/21198/zz002d34tr,Page,eric_gill/image/CEG1689_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d34tr%2Fzv471355,
Eric Gill Artwork Collection,ark:/21198/zz002d351b/9v82np38,ark:/21198/zz002d351b,Page,eric_gill/image/CEG1695_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d351b%2F9v82np38,
Eric Gill Artwork Collection,ark:/21198/zz002d351b/dd689t8t,ark:/21198/zz002d351b,Page,eric_gill/image/CEG1695_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d351b%2Fdd689t8t,
Eric Gill Artwork Collection,ark:/21198/zz002d352v/8j32np2p,ark:/21198/zz002d352v,Page,eric_gill/image/CEG1696_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d352v%2F8j32np2p,
Eric Gill Artwork Collection,ark:/21198/zz002d352v/x619bx5q,ark:/21198/zz002d352v,Page,eric_gill/image/CEG1696_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d352v%2Fx619bx5q,
Eric Gill Artwork Collection,ark:/21198/zz002d355d/fg94s818,ark:/21198/zz002d355d,Page,eric_gill/image/CEG1699_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d355d%2Ffg94s818,
Eric Gill Artwork Collection,ark:/21198/zz002d355d/1r467t6v,ark:/21198/zz002d355d,Page,eric_gill/image/CEG1699_b.tif,2,Item 2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d355d%2F1r467t6v,
Eric Gill Artwork Collection,ark:/21198/zz002d356x/qk439k1m,ark:/21198/zz002d356x,Page,eric_gill/image/CEG1700_a.tif,1,Item 1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d356x%2Fqk439k1m,
