Project Name,Item ARK,Parent ARK,viewingHint,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.genre,Rights.publicationStatus,Rights.status,Rights.statementLocal,Name.repository,Name.subject,Name.creator,Rights.servicesContact,Format.medium,Description.note,Date.creation,Format.dimensions,Title,Alt ID.local,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Eric Gill Artwork Collection,ark:/21198/zz002d1t1m,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0030.tif,29,drawings (visual works)|~|self-portraits,unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Nude self-portrait drawing of the torso and legs while seated,1915 June 27,12.25 x 9 inches,Untitled,CEG30,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t1m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t1m/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t24,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0031.tif,30,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Sketch of two hands in a handshake.  Drawn on the wrist on the left are the initials “AF,” and drawn on the wrist on the right are the initials “LC.”",undated,9.5 x 12.5 inches,Untitled,CEG31,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t24,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t24/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t3n,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0032.tif,31,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of hands playing a flute,undated,8.75 x 6 inches,Untitled (21),CEG32,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t3n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t3n/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t45,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0033.tif,32,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of two hands in a handshake.,undated,7.5 x 10 inches,Untitled,CEG33,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t45,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t45/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t5p,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0034.tif,33,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,"Gill, Mary Ethel (1878-1961)","Gill, Eric, 1882-1940",,pencil on paper,Drawing of a hand bending downward from the wrist.  Drawing of woman’s profile on verso.,undated,7.5 x 10 inches,Untitled (Ethel),CEG34,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t5p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t5p/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t66,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0035.tif,34,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,"Gill, Mary Ethel (1878-1961)","Gill, Eric, 1882-1940",,pencil on paper,"Drawing of the side of a hand, bending downward from the wrist.",undated,7.5 x 10 inches,Untitled (Ethel),CEG35,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t66,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t66/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t7q,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0036.tif,35,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,"Gill, Mary Ethel (1878-1961)","Gill, Eric, 1882-1940",,pencil on paper,"Drawing of the side of a hand, bending downward from the wrist.",undated,7.5 x 10 inches,Untitled (Ethel),CEG36,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t7q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t7q/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t87,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0037.tif,36,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,"Gill, Mary Ethel (1878-1961)","Gill, Eric, 1882-1940",,pencil on paper,Drawing of the back of a hand with the fingers pointing downward.,undated,7.5 x 10 inches,Untitled (Ethel),CEG37,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t87,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t87/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1t9r,ark:/21198/zz002czw6v,,,,Work,eric_gill/image/CEG0038.tif,37,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,"Gill, Mary Ethel (1878-1961)","Gill, Eric, 1882-1940",,pencil on paper,"Drawing of a hand from the side, bent upwards from the wrist.",undated,7.5 x 10 inches,Untitled (Ethel),CEG38,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1t9r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1t9r/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tb8,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0039.tif,38,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Sketch of two hands and forearms, one above the other",undated,7 x 10 inches,Untitled,CEG39,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tb8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tb8/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tcs,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0040.tif,39,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of two hands making a fist,undated,8 x 10 inches,Untitled,CEG40,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tcs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tcs/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1td9,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0041.tif,40,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of a hand resting on top of a sphere.,undated,7.5 x 10 inches,Untitled,CEG41,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1td9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1td9/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tft,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0042.tif,41,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Drawing of a hand grasping a staff or rod,undated,7.5 x 10 inches,Untitled,CEG42,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tft,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tft/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tgb,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0043.tif,42,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Sketch of a hand, viewed from the side.",undated,8 x 9 inches,Untitled,CEG43,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tgb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tgb/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1thv,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0044.tif,43,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Sketch of a hand, viewed from the side, bent downward from the wrist.",undated,6 x 9.5 inches,Untitled,CEG44,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1thv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1thv/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tjc,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0045.tif,44,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of the back of a hand with the fingers pointing downward.,undated,6 x 9.5 inches,Untitled,CEG45,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tjc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tjc/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tkw,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0046.tif,45,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of a hand resting on what may be a knee. The hand has a ring on the fourth finger.  Sketch of similarly resting hand on verso.,undated,7 x 5.25 inches,Untitled,CEG46,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tkw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tkw/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tmd,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0047.tif,46,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Sketch of an extended hand, lightly shaded.  Reverse has numbers and shapes drawn on it.",undated,4.5 x 6.5 inches,Untitled,CEG47,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tmd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tmd/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tnx,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0048.tif,47,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Sketch of a child at a woman’s breast, with a hand drawn to the left.",undated,10 x 7 inches,Untitled,CEG48,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tnx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tnx/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tpf,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0049.tif,48,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,ink on paper,"Drawing of a hand bent downward at the wrist, with two fingers and thumb extended.  Light pencil sketch on verso.",undated,7.5 x 10 inches,Untitled,CEG49,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tpf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tpf/manifest
Eric Gill Artwork Collection,ark:/21198/n12g86,ark:/21198/zz002czw6v,individuals,2,Completed,Work,,49,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on tracing paper,"Two gridded drawings of a hand holding a tool, perhaps a chisel.  The same drawings are traced on the reverse, with text in Gill’s hand explaining how the tool is used.",undated,7.5 x 10.75 inches,Untitled,CEG50,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fn12g86/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1trg,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0051.tif,50,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Drawing of a hand holding what appears to be a partial human figure.  Also within the composition is a rectangular surface with two candlesticks on it.,undated,7.5 x 9 inches,Untitled,CEG51,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1trg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1trg/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1ts0,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0052.tif,51,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Sketch of two hands, palms facing downward.",undated,10 x 14 inches,Untitled,CEG52,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1ts0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1ts0/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tth,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0053.tif,52,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,"Gill, Mary Ethel (1878-1961)","Gill, Eric, 1882-1940",,pencil on paper,Two sketches on one page of a hand holding a breast.,1909,8.5 x 11.25 inches,Untitled (Ethel),CEG53,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tth,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tth/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tv1,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0054.tif,53,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of 3 hands in various positions,1913 August 22,10 x 7 inches,Untitled,CEG54,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tv1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tv1/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1twj,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0055.tif,54,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Drawing of a hand from the side, overlapping a female face seen from a three-quarter view.  Initialed and dated in Gill’s hand, along with the phrase “from Geering” [or “from Seering?”].",1913 August 22,7 x 10 inches,Untitled,CEG55,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1twj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1twj/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tx2,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0056.tif,55,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Drawing of a hand grasping pieces of thread, fabric or rope.  Initialed and dated in Gill’s hand, along with the phrase “from Geering” [or “from Seering?”].",1913 November,7 x 10 inches,Untitled,CEG56,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tx2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tx2/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1tzk,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0057.tif,56,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Drawing of two hands grasping what appears to be a rod or staff.  Initialed and dated in Gill’s hand, along with the phrase “from Geering” [or “from Seering?”].",1913 November,7 x 10 inches,Untitled,CEG57,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1tzk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1tzk/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v0k,ark:/21198/zz002czw6v,individuals,2,Completed,Work,,57,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,"Drawing of a hand making a fist.  Initialed and dated in Gill’s hand, along with the phrase “from Geering” [or “from Seering?”]. On verso is a rough sketch of the back of a hand.",1914 June 10,7 x 10 inches,Untitled,CEG58,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v0k/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v13,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0059.tif,58,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,"Gill, Mary Ethel (1878-1961)","Gill, Eric, 1882-1940",,pencil on paper,"Two hands drawn in the process of knitting. Annotated in Gill’s hand: “Ethel, Knitting”",1916,10 x 14 inches,"Ethel, Knitting",CEG59,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v13/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v2m,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0060.tif,59,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Sketch of an elbow and forearm to the wrist.,1915 April,10 x 14 inches,Untitled,CEG60,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v2m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v2m/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v34,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0062.tif,60,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Tegetmeier, Petra, 1906-1999|~|Gill, Eric, 1882-1940",,pencil on paper,Drawing of a hand from the mid-forearm down.  Annotated in Gill’s hand saying “from Petra” which indicates that this may be a drawing from Petra to her father.,1923 February 19,8 x 10 inches,Untitled,CEG62,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v34,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v34/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v4n,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0063.tif,61,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Drawing of two hands.,1928 May 5,9 x 12 inches,Untitled,CEG63,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v4n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v4n/manifest
Eric Gill Artwork Collection,ark:/21198/zz002d1v55,ark:/21198/zz002czw6v,,2,Completed,Work,eric_gill/image/CEG0064.tif,62,drawings (visual works),unknown,,"Copyright has not been assigned to the William Andrews Clark Memorial Library. All requests for permission to publish or quote from manuscripts must be submitted in writing to the Librarian. Permission for publication is given on behalf of the William Andrews Clark Memorial Library as the owner of the physical items and is not intended to include or imply permission of the copyright holder, which must also be obtained.",William Andrews Clark Memorial Library,,"Gill, Eric, 1882-1940",,pencil on paper,Drawing of hands in three poses.,1928 May 7,9 x 12 inches,Untitled,CEG64,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002d1v55,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002d1v55/manifest
