Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.statementLocal,Rights.permission,Name.repository,Publisher.publisherName,Rights.rightsHolderContact,Name.photographer,Name.subject,Name.donor,Name.manufacturer,Name.contributor,Name.designer,Title,Format.medium,Description.note,Alt ID.local,Relation.isPartOf,Format.extent,Date.creation,Format.dimensions,Description.physicalDescription,Date.normalized,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valverde (Richard) Collection,ark:/21198/zz0026wdb6,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdb6_1794801_master.tif,388,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,"Lowrider with rims outlined in green with red ""imperials""",CSRC_RichardValverde_0388_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdb6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdb6/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdcq,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdcq_1794804_master.tif,389,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,"Lowrider with rims outlined in blue with pink, purple and green lines",CSRC_RichardValverde_0389_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdcq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdcq/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdd7,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdd7_1794807_master.tif,390,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,"""Imperials"" written in red with car outlined in yellow",CSRC_RichardValverde_0390_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdd7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdd7/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdfr,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdfr_1794810_master.tif,391,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,"""El Primera"" with various gang references",CSRC_RichardValverde_0391_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdfr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdfr/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdg8,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdg8_1794813_master.tif,392,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,New Car,Mixed Media and Photograph,,CSRC_RichardValverde_0392_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdg8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdg8/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdhs,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdhs_1794816_master.tif,393,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,,,"Valverde, Esperanza","UCLA Chicano Studies Research Center Library & Archive|~|Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Impala with yellow background,CSRC_RichardValverde_0393_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdhs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdhs/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdj9,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdj9_1794819_master.tif,394,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Imperial with burgundy and yellow rays,CSRC_RichardValverde_0394_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdj9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdj9/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdkt,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdkt_1794822_master.tif,395,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Lowrider with rims; colored squiggles and blue man,CSRC_RichardValverde_0395_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdkt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdkt/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdmb,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdmb_1794825_master.tif,396,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,,,"Valverde, Esperanza",,,"Valverde, Esperanza",,,,Lowrider en Colores,Mixed Media and Photograph,,CSRC_RichardValverde_0396_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdmb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdmb/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdnv,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdnv_1794828_master.tif,397,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Imperials rear with Mexico City Metro Ticket,CSRC_RichardValverde_0397_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdnv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdnv/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdpc,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdpc_1794831_master.tif,398,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Imperials rear with Fish pin,CSRC_RichardValverde_0398_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdpc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdpc/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdqw,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdqw_1794834_master.tif,399,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,,,"Valverde, Esperanza",,,"Valverde, Esperanza",,,,Amazing Grace (Black),Mixed Media and Photograph,,CSRC_RichardValverde_0399_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdqw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdqw/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdrd,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdrd_1794837_master.tif,400,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Imperials rear with Mexico Loteria Ticket,CSRC_RichardValverde_0400_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdrd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdrd/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdsx,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdsx_1794840_master.tif,401,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Red and Yellow Impala,CSRC_RichardValverde_0401_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdsx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdsx/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdtf,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdtf_1794843_master.tif,402,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Colored Impala,CSRC_RichardValverde_0402_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdtf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdtf/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdvz,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdvz_1794846_master.tif,403,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Imperial rear end of car,CSRC_RichardValverde_0403_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdvz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdvz/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdwg,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdwg_1794849_master.tif,404,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Lowrider with Rims,CSRC_RichardValverde_0404_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdwg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdwg/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdx0,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdx0_1794852_master.tif,405,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Impala in normal color,CSRC_RichardValverde_0405_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdx0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdx0/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wdzh,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wdzh_1794855_master.tif,406,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Lowrider with Rims outline in white,CSRC_RichardValverde_0406_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wdzh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wdzh/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf0h,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf0h_1794858_master.tif,407,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Lowrider with Rims scratched surface,CSRC_RichardValverde_0407_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf0h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf0h/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf11,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf11_1794861_master.tif,408,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Imperial rear in green and yellow,CSRC_RichardValverde_0408_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf11,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf11/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf2j,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf2j_1794864_master.tif,412,,,,private,,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Imperial rear end of car with red and yellow rays,CSRC_RichardValverde_0412_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf2j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf2j/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf32,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf32_1794867_master.tif,414,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Mixed Media and Photograph,Tombstone with flowers in foreground,CSRC_RichardValverde_0414_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1977,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf32,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf32/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf4k,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf4k_1794870_master.tif,415,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Silver Gelatin Photograph and Mixed Media,Young child stands along a fence,CSRC_RichardValverde_0415_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf4k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf4k/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf53,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf53_1794873_master.tif,416,,,,private,still image,black-and-white photograph,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Color Photograph,Smiling woman in front of stick figure drawn on window,CSRC_RichardValverde_0416_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1970,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf53,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf53/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf6m,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf6m_1794876_master.tif,417,,,,private,still image,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,"Reflections, Mazatlan, Mexico",Color Photograph,,CSRC_RichardValverde_0417_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1974,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf6m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf6m/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf74,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf74_1794879_master.tif,418,,,,private,still image,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Carolyn,Color Photograph,,CSRC_RichardValverde_0418_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1974,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf74,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf74/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf8n,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf8n_1794882_master.tif,419,,,,private,still image,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Mouse,Color Photograph,,CSRC_RichardValverde_0419_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1974,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf8n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf8n/manifest
Valverde (Richard) Collection,ark:/21198/zz0026wf95,ark:/21198/zz002311v6,1,In progress,Work,valve/image/21198-zz0026wf95_1794885_master.tif,420,,,,private,still image,color photographs,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valverde, Esperanza","Valverde, Ricardo, 1946-1998",,"Valverde, Esperanza",,,,Untitled,Color Photograph and Mixed Media,"Father, son and flowered machete",CSRC_RichardValverde_0420_300.tif,Ricardo Valverde Digital Image Collection,1 photograph,1990,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026wf95,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0026wf95/manifest
