Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.permission,Name.subject,Name.photographer,Rights.statementLocal,Rights.copyrightStatus,Alt ID.local,Relation.isPartOf,Title,Date.creation,Date.normalized,Format.dimensions,Format.extent,Name.repository,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hmk,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hmk_2376356_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp091,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Near East Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hmk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hmk/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hn3,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hn3_2376344_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp087,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Jazz Orchestra,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hn3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hn3/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hpm,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hpm_2376359_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp095,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Unidentified Guest Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hpm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hpm/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hq4,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hq4_2376338_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp085,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Latin Jazz Ensemble,"June 3, 2008",2008-06-03,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hq4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hq4/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hrn,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hrn_2376362_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp092,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Unidentified Guest Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hrn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hrn/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hs5,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hs5_2376332_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp083,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",UCLA Jazz Combo,"June 2, 2008",2008-06-02,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hs5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hs5/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2htp,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2htp_2376425_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp114,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2htp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2htp/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hv6,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hv6_2376401_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp106,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Sri Lanka - Unidentified Performers at Fowler Museum,,,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hv6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hv6/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hwq,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hwq_2376428_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp115,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hwq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hwq/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hx7,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hx7_2376407_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp108,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Sri Lanka - Unidentified Performers at Fowler Museum,,,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hx7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hx7/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2hzr,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2hzr_2376431_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp116,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2hzr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2hzr/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j0r,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j0r_2376395_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp104,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Sri Lanka - Unidentified Performers at Fowler Museum,,,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j0r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j0r/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j18,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j18_2376434_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp117,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j18/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j2s,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j2s_2376398_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp105,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Sri Lanka - Unidentified Performers at Fowler Museum,,,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j2s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j2s/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j39,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j39_2376437_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp118,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j39/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j4t,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j4t_2376410_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp109,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Sri Lanka - Unidentified Performers at Fowler Museum,,,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j4t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j4t/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j5b,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j5b_2376443_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp120,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j5b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j5b/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j6v,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j6v_2376413_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp110,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Sri Lanka - Unidentified Performers at Fowler Museum,,,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j6v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j6v/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j7c,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j7c_2376446_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp121,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Native Americans - Unidentified Ensemble,,,3 1/2 x 5 in.,1 photograph: color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j7c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j7c/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j8w,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j8w_2376416_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp111,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j8w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j8w/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2j9d,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2j9d_2376440_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp119,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2j9d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2j9d/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jbx,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jbx_2376419_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp112,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jbx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jbx/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jcf,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jcf_2376389_master.tif,,,,still image,color photographs,,"Khan, Shujaat","Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp102,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jcf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jcf/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jdz,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jdz_2376404_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp107,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Sri Lanka - Unidentified Performers at Fowler Museum,,,4 x 6 in.,1 photograph: color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jdz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jdz/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jfg,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jfg_2376392_master.tif,,,,still image,color photographs,,"Khan, Shujaat","Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp103,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Ustad Shujaat Khan,March 1997,1997-03,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jfg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jfg/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jg0,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jg0_2376422_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp113,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Korean Dancers and Musicians,February 1997,1997-02,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jg0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jg0/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jhh,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jhh_2376449_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp122,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Native Americans - Unidentified Ensemble,,,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jhh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jhh/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jj1,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jj1_2376464_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp127,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Indian Musicians,,,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jj1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jj1/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jkj,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jkj_2376452_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp123,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Native Americans - Unidentified Ensemble,,,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jkj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jkj/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jm2,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jm2_2376482_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp128,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Indian Musicians,,,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jm2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jm2/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jnk,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jnk_2376455_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp124,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Native Americans - Unidentified Ensemble,,,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jnk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jnk/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002k2jp3,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002k2jp3_2376491_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp130,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Bulgarian Musicians,October 1998,1998-10,5 x 7 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002k2jp3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002k2jp3/manifest
