Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.permission,Name.subject,Name.photographer,Rights.statementLocal,Rights.copyrightStatus,Alt ID.local,Relation.isPartOf,Title,Date.creation,Date.normalized,Format.dimensions,Format.extent,Name.repository,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz029,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz029_2367531_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp031,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",African American Ensemble,"May 18, 2008",2008-05-18,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz029,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz029/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz03t,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz03t_2367492_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp027,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",African American Ensemble,"May 18, 2008",2008-05-18,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz03t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz03t/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz04b,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz04b_2367576_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp033,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Afro-Cuban Music Ensemble,"May 18, 2008",2008-05-18,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz04b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz04b/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz05v,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz05v_2367519_master.tif,,,,still image,black-and-white photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp029,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of West Africa Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : b&w,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz05v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz05v/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz06c,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz06c_2367543_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp032,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Afro-Cuban Music Ensemble,"May 18, 2008",2008-05-18,3 1/2 x 5 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz06c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz06c/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz7xm,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz7xm_2368146_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp045,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz7xm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz7xm/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz7z4,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz7z4_2368128_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp039,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of West Africa Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : b&w,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz7z4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz7z4/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz804,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz804_2368137_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp042,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz804,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz804/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz81n,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz81n_2368143_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp044,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz81n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz81n/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz825,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz825_2368158_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp049,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz825,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz825/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz83p,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz83p_2368161_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp050,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz83p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz83p/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz846,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz846_2368131_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp40,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz846,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz846/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz85q,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz85q_2368125_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp038,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of West Africa Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz85q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz85q/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz867,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz867_2368155_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp048,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz867,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz867/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz87r,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz87r_2368152_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp047,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz87r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz87r/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz888,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz888_2368164_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp051,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Bali Ensemble,"May 17, 2008",2008-05-17,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz888,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz888/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz89s,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz89s_2368134_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp041,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz89s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz89s/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8b9,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8b9_2368122_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp037,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of West Africa Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8b9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8b9/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8ct,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8ct_2368149_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp046,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8ct,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8ct/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8db,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8db_2368140_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp043,,Blue Grass and Old Time String Band Ensemble,"May 29, 2008",2008-05-29,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8db,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8db/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8fv,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8fv_2368172_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp053,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8fv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8fv/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8gc,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8gc_2368283_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp060,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8gc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8gc/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8hw,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8hw_2368168_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp052,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8hw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8hw/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8jd,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8jd_2368180_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp055,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8jd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8jd/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8kx,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8kx_2368176_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp054,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8kx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8kx/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8mf,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8mf_2368194_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp059,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8mf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8mf/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8nz,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8nz_2368286_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp061,,Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8nz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8nz/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8pg,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8pg_2368183_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp056,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8pg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8pg/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8q0,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8q0_2368191_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp058,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of Korea Ensemble,"May 30, 2008",2008-05-30,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8q0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8q0/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8rh,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8rh_2368188_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp057,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Music of China Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8rh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8rh/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8s1,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8s1_2376242_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp076,"James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles",Near East Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,1 photograph : color,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8s1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8s1/manifest
Ethnomusicology Archive: James Arkatov World Music Photographs,ark:/21198/zz002jz8tj,ark:/21198/zz002jnqk5,1,Completed,Work,JamesArkatov/image/srgb/21198-zz002jz8tj_2368502_master.tif,,,,still image,color photographs,,,"Arkatov, James, 1920-",Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.,copyrighted,cleth_201501_amp071,,Music of China Ensemble,"May 31, 2008",2008-05-31,4 x 6 in.,,"University of California, Los Angeles. Ethnomusicology Archive",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jz8tj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jz8tj/manifest
