"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz001hhzdc","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzdc-1-master.tif","","","143","","","text","","","","","","page 100","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzdc",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzfw","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzfw-1-master.tif","","","144","","","text","","","","","","page 101","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzfw",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzgd","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzgd-1-master.tif","","","145","","","text","","","","","","page 102","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzgd",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzhx","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzhx-1-master.tif","","","146","","","text","","","","","","page 103","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzhx",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzjf","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzjf-1-master.tif","","","147","","","text","","","","","","page 104","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzjf",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzkz","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzkz-1-master.tif","","","148","","","text","","","","","","page 105","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzkz",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzmg","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzmg-1-master.tif","","","149","","","text","","","","","","page 106","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzmg",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzn0","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzn0-1-master.tif","","","150","","","text","","","","","","page 107","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzn0",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzph","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzph-1-master.tif","","","151","","","text","","","","","","page 108","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzph",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzq1","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzq1-1-master.tif","","","152","","","still image","","","","","","A. ORNEMENS HIEROGLYPHIQUES des Isulaires des MOLUQUES. B. ABRAXAS des Basilidiens semblables à ces ORNEMENS.  2.2.3. MAMAKURS, ou BRACELETS qui ont du raport aux COLLIERS du CANADA.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzq1",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzrj","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzrj-1-master.tif","","","153","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzrj",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzs2","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzs2-1-master.tif","","","154","","","text","","","","","","page 109","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzs2",""
"Picart (Bernard) Collection","ark:/21198/zz001hhztk","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhztk-1-master.tif","","","155","","","text","","","","","","page 110","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhztk",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzv3","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzv3-1-master.tif","","","156","","","text","","","","","","page 111","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzv3",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzwm","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzwm-1-master.tif","","","157","","","text","","","","","","page 112","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzwm",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzx4","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzx4-1-master.tif","","","158","","","still image","","","","","","MOLUQUOIS jouant du RABANA. Diver Instrumens de MUSIQUE des MOLUQUOIS.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzx4",""
"Picart (Bernard) Collection","ark:/21198/zz001hhzzn","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hhzzn-1-master.tif","","","159","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hhzzn",""
"Picart (Bernard) Collection","ark:/21198/zz001hj003","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj003-1-master.tif","","","160","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj003",""
"Picart (Bernard) Collection","ark:/21198/zz001hj01m","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj01m-1-master.tif","","","161","","","still image","","","","","","Premiere CEREMONIE NUPTIALE, des PEUPLES de JAVA. Le MARIÉ va chercher la MARIÉE. Seconde CEREMONIE NUPTIALE des PEUPLES de JAVA, le MARIÉ conduit la MARIÉE chez lui.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj01m",""
"Picart (Bernard) Collection","ark:/21198/zz001hj024","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj024-1-master.tif","","","162","","","text","","","","","","page 113","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj024",""
"Picart (Bernard) Collection","ark:/21198/zz001hj03n","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj03n-1-master.tif","","","163","","","text","","","","","","page 114","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj03n",""
"Picart (Bernard) Collection","ark:/21198/zz001hj045","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj045-1-master.tif","","","164","","","still image","","","","","","La DIVINITÉ qui selon les CHINGULAIS, donne la Sagesse, la Santé & les biens &c. Le DIEU TUTELAIRE de l'Ile de CEYLAN.","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj045",""
"Picart (Bernard) Collection","ark:/21198/zz001hj05p","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj05p-1-master.tif","","","165","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj05p",""
"Picart (Bernard) Collection","ark:/21198/zz001hj066","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj066-1-master.tif","","","166","","","text","","","","","","page 115","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj066",""
"Picart (Bernard) Collection","ark:/21198/zz001hj07q","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj07q-1-master.tif","","","167","","","text","","","","","","page 116","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj07q",""
"Picart (Bernard) Collection","ark:/21198/zz001hj087","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj087-1-master.tif","","","168","","","text","","","","","","page 117","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj087",""
"Picart (Bernard) Collection","ark:/21198/zz001hj09r","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj09r-1-master.tif","","","169","","","text","","","","","","page 118","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj09r",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0b8","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0b8-1-master.tif","","","170","","","text","","","","","","page 119","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0b8",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0cs","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0cs-1-master.tif","","","171","","","text","","","","","","page 120","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0cs",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0d9","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0d9-1-master.tif","","","172","","","text","","","","","","page 121","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0d9",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0ft","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0ft-1-master.tif","","","173","","","text","","","","","","page 122","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0ft",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0gb","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0gb-1-master.tif","","","174","","","text","","","","","","page 123","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0gb",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0hv","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0hv-1-master.tif","","","175","","","text","","","","","","page 124","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0hv",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0jc","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0jc-1-master.tif","","","176","","","text","","","","","","page 125","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0jc",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0kw","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0kw-1-master.tif","","","177","","","text","","","","","","page 126","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0kw",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0md","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0md-1-master.tif","","","178","","","text","","","","","","page 127","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0md",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0nx","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0nx-1-master.tif","","","179","","","text","","","","","","page 128","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0nx",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0pf","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0pf-1-master.tif","","","180","","","text","","","","","","page 129","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0pf",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0qz","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0qz-1-master.tif","","","181","","","text","","","","","","page 130","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0qz",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0rg","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0rg-1-master.tif","","","182","","","text","","","","","","page 131","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0rg",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0s0","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0s0-1-master.tif","","","183","","","text","","","","","","page 132","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0s0",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0th","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0th-1-master.tif","","","184","","","text","","","","","","page 133","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0th",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0v1","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0v1-1-master.tif","","","185","","","text","","","","","","page 134","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0v1",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0wj","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0wj-1-master.tif","","","186","","","text","","","","","","page 135","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0wj",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0x2","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0x2-1-master.tif","","","187","","","text","","","","","","page 136","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0x2",""
"Picart (Bernard) Collection","ark:/21198/zz001hj0zk","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj0zk-1-master.tif","","","188","","","text","","","","","","page 137","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj0zk",""
"Picart (Bernard) Collection","ark:/21198/zz001hj10k","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj10k-1-master.tif","","","189","","","text","","","","","","page 138","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj10k",""
"Picart (Bernard) Collection","ark:/21198/zz001hj113","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj113-1-master.tif","","","190","","","text","","","","","","page 139","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj113",""
"Picart (Bernard) Collection","ark:/21198/zz001hj12m","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj12m-1-master.tif","","","191","","","text","","","","","","page 140","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj12m",""
"Picart (Bernard) Collection","ark:/21198/zz001hj134","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj134-1-master.tif","","","192","","","text","","","","","","page 141","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj134",""
"Picart (Bernard) Collection","ark:/21198/zz001hj14n","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj14n-1-master.tif","","","193","","","text","","","","","","page 142","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj14n",""
"Picart (Bernard) Collection","ark:/21198/zz001hj155","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj155-1-master.tif","","","194","","","text","","","","","","page 143","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj155",""
"Picart (Bernard) Collection","ark:/21198/zz001hj16p","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj16p-1-master.tif","","","195","","","text","","","","","","page 144","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj16p",""
"Picart (Bernard) Collection","ark:/21198/zz001hj176","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj176-1-master.tif","","","196","","","text","","","","","","page 145","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj176",""
"Picart (Bernard) Collection","ark:/21198/zz001hj18q","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj18q-1-master.tif","","","197","","","text","","","","","","page 146","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj18q",""
"Picart (Bernard) Collection","ark:/21198/zz001hj197","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj197-1-master.tif","","","198","","","text","","","","","","page 147","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj197",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1br","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1br-1-master.tif","","","199","","","text","","","","","","page 148","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1br",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1c8","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1c8-1-master.tif","","","200","","","text","","","","","","page 149","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1c8",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1ds","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1ds-1-master.tif","","","201","","","text","","","","","","page 150","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1ds",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1f9","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1f9-1-master.tif","","","202","","","text","","","","","","page 151","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1f9",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1gt","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1gt-1-master.tif","","","203","","","text","","","","","","page 152","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1gt",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1hb","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1hb-1-master.tif","","","204","","","text","","","","","","page 153","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1hb",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1jv","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1jv-1-master.tif","","","205","","","text|~|still image","","","","","","page 154","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1jv",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1kc","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1kc-1-master.tif","","","206","","","text","","","","","","page 155","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1kc",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1mw","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1mw-1-master.tif","","","207","","","text","","","","","","page 156","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1mw",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1nd","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1nd-1-master.tif","","","208","","","text","","","","","","page 157","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1nd",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1px","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1px-1-master.tif","","","209","","","text","","","","","","page 158","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1px",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1qf","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1qf-1-master.tif","","","210","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1qf",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1rz","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1rz-1-master.tif","","","211","","","still image","","","","","","IDOLE XEKIA. Autre representation de XEKIA.","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1rz",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1sg","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1sg-1-master.tif","","","212","","","text","","","","","","page 159","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1sg",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1t0","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1t0-1-master.tif","","","213","","","text","","","","","","page 160","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1t0",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1vh","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1vh-1-master.tif","","","214","","","text","","","","","","page 161","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1vh",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1w1","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1w1-1-master.tif","","","215","","","text","","","","","","page 162","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1w1",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1xj","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1xj-1-master.tif","","","216","","","text","","","","","","page 163","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1xj",""
"Picart (Bernard) Collection","ark:/21198/zz001hj1z2","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj1z2-1-master.tif","","","217","","","text","","","","","","page 164","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj1z2",""
"Picart (Bernard) Collection","ark:/21198/zz001hj202","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj202-1-master.tif","","","218","","","text","","","","","","page 165","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj202",""
"Picart (Bernard) Collection","ark:/21198/zz001hj21k","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj21k-1-master.tif","","","219","","","text","","","","","","page 166","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj21k",""
"Picart (Bernard) Collection","ark:/21198/zz001hj223","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj223-1-master.tif","","","220","","","text","","","","","","page 167","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj223",""
"Picart (Bernard) Collection","ark:/21198/zz001hj23m","ark:/21198/zz001hhsg0","2","Completed","Page","picart/masters/21198-zz001hj23m-1-master.tif","","","221","","","text","","","","","","page 168","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hj23m",""
