Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Subject,Name.donor,Name.photographer,Name.artist,Alt ID.local,AltTitle.uniform,Format.extent,Relation.isPartOf,Rights.copyrightStatus,Title,AltTitle.other,Description.note,Date.creation,Format.medium,Date.normalized,Description.abstract,Rights.notice,Format.dimensions,Description.physicalDescription,Opac url,Finding Aid URL,Rights.servicesContact,Name.copyrightHolder,Name.repository,Name.manufacturer,Name.designer,Name.contributor,Publisher.publisherName,Name.subject,Name.architect,Name.printer,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t597,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t597_1946092_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Castillo, Oscar R.|~|Chicano artists--California--Los Angeles County|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_005,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)LACMA exhibit of Los Four program,,"Photograph taken in Los Angeles, CA",1974,Chromogentic photograph,1970/1979,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t597,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t597/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t5hb,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t5hb_1946223_master.tif,,private,,,still image,posters|~|color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Chicano artists--California--Los Angeles County|~|Castillo, Oscar R.|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_033,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)Invitation for Los Four Retrospective Exhibit,,"Photograph taken in Los Angeles, CA",1994,Chromogentic photograph,1990/1999,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t5hb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t5hb/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t5kc,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t5kc_1946113_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Castillo, Oscar R.|~|Chicano artists--California--Los Angeles County|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_023,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)short story by Beto de la Rocha,,"Photograph taken in Los Angeles, CA",circa 1970s,Chromogentic photograph,1970/1979,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t5kc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t5kc/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t5mw,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t5mw_1946089_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Castillo, Oscar R.|~|Chicano artists--California--Los Angeles County|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_004,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)LACMA exhibit of Los Four program,,"Photograph taken in Los Angeles, CA",1974,Chromogentic photograph,1970/1979,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t5mw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t5mw/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t5rz,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t5rz_1946116_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Chicano artists--California--Los Angeles County|~|Castillo, Oscar R.|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_024,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","(ROTATE)""Yo Soy"" cartoon by Carlos Almaraz",,"Photograph taken in Los Angeles, CA",circa 1970s,Chromogentic photograph,,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t5rz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t5rz/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t5vh,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t5vh_1946095_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Chicano artists--California--Los Angeles County|~|Castillo, Oscar R.|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_006,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)LACMA exhibit of Los Four program,,"Photograph taken in Los Angeles, CA",1974,Chromogentic photograph,1970/1979,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t5vh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t5vh/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t623,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t623_1946104_master.tif,,private,,,still image,Black-and-white photographs|~|drawings (visual works),"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Castillo, Oscar R.|~|Chicano artists--California--Los Angeles County|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_012,Oscar Castillo Photograph Collection,1 Drawing,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)Drawing by Beto de la Rocha,,,n.d.,Gelatin Silver photograph,n.d.,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t623,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t623/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t63m,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t63m_1946119_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Chicano artists--California--Los Angeles County|~|Castillo, Oscar R.|~|documentary photography|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_025,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","(ROTATE)""Yo Soy"" cartoon by Carlos Almaraz",,"Photograph taken in Los Angeles, CA",circa 1970s,Chromogentic photograph,1970/1979,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t63m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t63m/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t665,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t665_1946098_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Castillo, Oscar R.|~|documentary photography|~|Chicano artists--California--Los Angeles County|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_007,Oscar Castillo Photograph Collection,1 Photograph,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)lACMA exhibit of Los Four program,,"Photograph taken in Los Angeles, CA",1974,Chromogentic photograph,1970/1979,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t665,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t665/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t6jb,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t6jb_1946101_master.tif,,private,,,still image,color photographs,"photography -- Chicano|~|photography -- Mexican American|~|Photographers--California, Southern--Archival resources|~|Castillo, Oscar R.|~|documentary photography|~|Chicano artists--California--Los Angeles County|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_008,Oscar Castillo Photograph Collection,1 Letter,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)Letter,,,September 1993,Chromogentic photograph,1990/1999,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t6jb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t6jb/manifest
Castillo (Oscar R.) Photograph Collection,ark:/21198/zz0028t6kv,ark:/21198/zz0002wfmd,1,In progress,Work,castillo/masters/21198-zz0028t6kv_1946107_master.tif,,private,,,still image,Black-and-white photographs|~|drawings (visual works),"photography -- Chicano|~|photography -- Mexican American|~|Chicano artists--California--Los Angeles County|~|documentary photography|~|Castillo, Oscar R.|~|Chicano archives",Oscar Castillo,"Castillo, Oscar R., 1945 -","Castillo, Oscar R., 1945 -",csrc_ocpc_ephemeral_013,Oscar Castillo Photograph Collection,1 Drawing,Oscar Castillo Papers,"Copyright has not been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library. Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",(new)Drawing by Beto de la Rocha,,,n.d.,Gelatin silver photograph,n.d.,,,,,,,,Oscar Castillo,UCLA Chicano Studies Research Center Library & Archive,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0028t6kv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0028t6kv/manifest
