"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.publication","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Picart (Bernard) Collection","ark:/21198/zz0009fq85","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fq85-1-master.tif","130","","","text","","","","","","page 084","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fq85",""
"Picart (Bernard) Collection","ark:/21198/zz0009fq9p","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fq9p-1-master.tif","131","","","text","","","","","","page 085","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fq9p",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqb6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqb6-1-master.tif","132","","","text","","","","","","page 086","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqb6",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqcq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqcq-1-master.tif","133","","","text","","","","","","page 087","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqcq",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqd7","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqd7-1-master.tif","134","","","text","","","","","","page 088","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqd7",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqfr","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqfr-1-master.tif","135","","","text","","","","","","page 089","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqfr",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqrd","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqrd-1-master.tif","136","","","text","","","","","","page 090","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqrd",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqsx","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqsx-1-master.tif","137","","","text","","","","","","page 091","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqsx",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqtf","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqtf-1-master.tif","138","","","text","","","","","","page 092","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqtf",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqvz","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqvz-1-master.tif","139","","","text","","","","","","page 093","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqvz",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqwg","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqwg-1-master.tif","140","","","text","","","","","","page 094","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqwg",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqx0","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqx0-1-master.tif","141","","","text","","","","","","page 095","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqx0",""
"Picart (Bernard) Collection","ark:/21198/zz0009fqzh","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fqzh-1-master.tif","142","","","text","","","","","","page 096","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fqzh",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr0h","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr0h-1-master.tif","143","","","text","","","","","","page 097","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr0h",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr11","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr11-1-master.tif","144","","","text","","","","","","page 098","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr11",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr2j","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr2j-1-master.tif","145","","","text","","","","","","page 099","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr2j",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr32","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr32-1-master.tif","146","","","text","","","","","","page 100","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr32",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr4k","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr4k-1-master.tif","147","","","text","","","","","","page 101","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr4k",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr53","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr53-1-master.tif","148","","","text","","","","","","page 102","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr53",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr6m","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr6m-1-master.tif","149","","","text","","","","","","page 103","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr6m",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr74","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr74-1-master.tif","150","","","text","","","","","","page 104","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr74",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr8n","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr8n-1-master.tif","151","","","text","","","","","","page 105","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr8n",""
"Picart (Bernard) Collection","ark:/21198/zz0009fr95","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fr95-1-master.tif","152","","","text","","","","","","page 106","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fr95",""
"Picart (Bernard) Collection","ark:/21198/zz0009frbp","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009frbp-1-master.tif","153","","","text","","","","","","page 107","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009frbp",""
"Picart (Bernard) Collection","ark:/21198/zz0009frc6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009frc6-1-master.tif","154","","","text","","","","","","page 108","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009frc6",""
"Picart (Bernard) Collection","ark:/21198/zz0009frdq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009frdq-1-master.tif","155","","","text","","","","","","page 109","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009frdq",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsb5","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsb5-1-master.tif","156","","","text","","","","","","page 110","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsb5",""
"Picart (Bernard) Collection","ark:/21198/zz0009fscp","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fscp-1-master.tif","157","","","text","","","","","","page 111","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fscp",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsd6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsd6-1-master.tif","158","","","text","","","","","","page 112","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsd6",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsfq","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsfq-1-master.tif","159","","","text","","","","","","page 113","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsfq",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsg7","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsg7-1-master.tif","160","","","text","","","","","","page 114","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsg7",""
"Picart (Bernard) Collection","ark:/21198/zz0009fshr","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fshr-1-master.tif","161","","","text","","","","","","page 115","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fshr",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsj8","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsj8-1-master.tif","162","","","text","","","","","","page 116","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsj8",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsks","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsks-1-master.tif","163","","","text","","","","","","blank page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsks",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsm9","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsm9-1-master.tif","164","","","still image","","","","","","THE POMPOUS FUNERALS of the KINGS of TUNQUIN. (verso)","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsm9",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsnt","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsnt-1-master.tif","165","","","still image","","","","","","THE POMPOUS FUNERALS of the KINGS of TUNQUIN.","r","","THE POMPOUS FUNERALS of the KINGS of TUNQUIN.1. Two Sergeants carrying their maces.2. Twelve officers draw the mausoleum inscribed with the deceased Kings name.3. Twelve elephants.4. The master of the horse and two pages on horseback followed by twelve led horse which march sometimes before the elephants.5. The Kings corpse drawn by eight stags.6. The reigning King and his Brethren.7. Princesses and Ladies of honour carring viduals for the deceased.8. The Princes of the blood attended with musick.9. Four governors of the four principal Provinces.10. Two Waggins and eight horses loaded with gold silks &c.11. The Kings officers and nobility some mounted others afoot according to their different rank and quality.A. A galley with the Kings body in it.B. Another with the nobles who are to be enterr’d alive with the King.C. Another galley of Ladies destin’d to the same fate.D. Two galleys laden with treasures that are to be buried with the King.POMPE FUNEBRE des ROIS de TUNQUIN.1. Deux Huissiers portant des masses.2. Douze Officiers trainant le Mausolée ou est cerit le nom du Roi defunt.3. Douze Elephants.4. Le Grand Ecuier, et deux Pages a cheval suivi de douze Chevaux de main, lesquels precedent qyuelque fois les Elephans.5. Le corps du Roi tiré par 8 Cerfs.6. Le vouveau Roi et ses freres.7. Les Princesses et Dams d'honneur portant a manger pour le defunt.8. Les Princes du Sang envirennez de joueurs d'instrumens.9. Quatre Gouverneurs des 4 principales Provinces.10. Deux Chariots a huit chevaux remplis d'or étofes de soye &c.11.Une foule d'officions du Roi, et de la Noblesse, les uns a cheval les autres à pied salon leur rangs et qualitiz.A. Galere ou est le corps du Roi.B. Galere ou sont les Seigneurx qui vont se faire enterrer vifsavecte Roi.C. Galore avec les Dames qui vont se faire enterrer vives avec le Roi.D. Deux Galores qui portent les tresors qu'on vâ enterrer avec le Roi.","page 116c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsnt",""
"Picart (Bernard) Collection","ark:/21198/zz0009fspb","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fspb-1-master.tif","166","","","still image","","","","","","THE POMPOUS FUNERALS of the KINGS of TUNQUIN. (recto)","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fspb",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsqv","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsqv-1-master.tif","167","","","text","","","","","","blank page","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsqv",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsrc","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsrc-1-master.tif","168","","","text","","","","","","page 117","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsrc",""
"Picart (Bernard) Collection","ark:/21198/zz0009fssw","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fssw-1-master.tif","169","","","text","","","","","","page 118","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fssw",""
"Picart (Bernard) Collection","ark:/21198/zz0009fstd","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fstd-1-master.tif","170","","","text","","","","","","page 119","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fstd",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsvx","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsvx-1-master.tif","171","","","text","","","","","","page 120","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsvx",""
"Picart (Bernard) Collection","ark:/21198/zz0009fswf","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fswf-1-master.tif","172","","","text","","","","","","page 121","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fswf",""
"Picart (Bernard) Collection","ark:/21198/zz0009fsxz","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fsxz-1-master.tif","173","","","text","","","","","","page 122","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fsxz",""
"Picart (Bernard) Collection","ark:/21198/zz0009fszg","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009fszg-1-master.tif","174","","","text","","","","","","page 123","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fszg",""
"Picart (Bernard) Collection","ark:/21198/zz0009ft0g","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009ft0g-1-master.tif","175","","","text","","","","","","page 124","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009ft0g",""
"Picart (Bernard) Collection","ark:/21198/zz0009gxrr","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gxrr-1-master.tif","176","","","text","","","","","","page 125","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gxrr",""
"Picart (Bernard) Collection","ark:/21198/zz0009gxs8","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gxs8-1-master.tif","177","","","text","","","","","","page 126","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gxs8",""
"Picart (Bernard) Collection","ark:/21198/zz0009gxts","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gxts-1-master.tif","178","","","text","","","","","","page 127","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gxts",""
"Picart (Bernard) Collection","ark:/21198/zz0009gxv9","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gxv9-1-master.tif","179","","","text","","","","","","page 128","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gxv9",""
"Picart (Bernard) Collection","ark:/21198/zz0009gxwt","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gxwt-1-master.tif","180","","","text","","","","","","page 129","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gxwt",""
"Picart (Bernard) Collection","ark:/21198/zz0009gxxb","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gxxb-1-master.tif","181","","","text","","","","","","page 130","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gxxb",""
"Picart (Bernard) Collection","ark:/21198/zz0009gxzv","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gxzv-1-master.tif","182","","","still image","","","","","","Hieroglyphic ornaments of the Moluquan Islanders.","r","","A. Hieroglyphic ornaments of the Moluquan Islanders. B. A Braxus of the Basilidins resembling these ornaments. 1. 2. 3. MA Makurs or necklaces which bear some analogy with the collar of Canada.","page 130a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gxzv",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz0v","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz0v-1-master.tif","183","","","text","","","","","","page 130b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz0v",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz1c","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz1c-1-master.tif","184","","","text","","","","","","page 131","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz1c",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz2w","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz2w-1-master.tif","185","","","text","","","","","","page 132","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz2w",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz3d","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz3d-1-master.tif","186","","","text","","","","","","page 133","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz3d",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz4x","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz4x-1-master.tif","187","","","text","","","","","","page 133 [134]","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz4x",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz5f","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz5f-1-master.tif","188","","","still image","","","","","","Moluquans playing on the Rabana.","r","","Moluquans playing on the Rabana. Diverse musical instruments of the Molusuese.","page 133 [134]a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz5f",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz6z","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz6z-1-master.tif","189","","","text","","","","","","page 133 [134]b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz6z",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz7g","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz7g-1-master.tif","190","","","text","","","","","","page 134 [135]","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz7g",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz80","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz80-1-master.tif","191","","","text","","","","","","page 136","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz80",""
"Picart (Bernard) Collection","ark:/21198/zz0009gz9h","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gz9h-1-master.tif","192","","","text","","","","","","page 136a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gz9h",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzb1","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzb1-1-master.tif","193","","","still image","","","","","","The 1st nuptial ceremony in use at Java.  The Bridegroom goes to fetch his Bride.","v","","The 1st nuptial ceremony in use at Java.  The Bridegroom goes to fetch his Bride.  The second nuptial ceremony observ’d at Java.  The Bridegroom conveys his Bride home.","page 136b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzb1",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzcj","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzcj-1-master.tif","194","","","text","","","","","","page 137","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzcj",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzd2","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzd2-1-master.tif","195","","","text","","","","","","page 138","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzd2",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzfk","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzfk-1-master.tif","196","","","still image","","","","","","The deity which according to the belief of the Chingulais confers health, wisdom & plenty, &c.","r","","The deity which according to the belief of the Chingulais confers health, wisdom & plenty, &c. The guardian deity of the Isle of Ceylan.","page 138a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzfk",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzg3","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzg3-1-master.tif","197","","","text","","","","","","page 138b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzg3",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzhm","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzhm-1-master.tif","198","","","text","","","","","","page 139","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzhm",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzj4","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzj4-1-master.tif","199","","","text","","","","","","page 140","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzj4",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzkn","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzkn-1-master.tif","200","","","text","","","","","","page 141","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzkn",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzm5","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzm5-1-master.tif","201","","","text","","","","","","page 142","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzm5",""
"Picart (Bernard) Collection","ark:/21198/zz0009gznp","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gznp-1-master.tif","202","","","text","","","","","","page 143","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gznp",""
"Picart (Bernard) Collection","ark:/21198/zz0009gzp6","ark:/21198/zz0002hb4s","2","Completed","Page","picart/masters/21198-zz0009gzp6-1-master.tif","203","","","text","","","","","","page 144","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009gzp6",""
