Project Name,Item ARK,Parent ARK,Object Type,File Name,viewingHint,Item Sequence,Type.typeOfResource,Rights.copyrightStatus,Name.repository,Subject.conceptTopic,Language,Type.manuscript,Rights.servicesContact,Title,Description.note,Summary,Date.normalized,AltIdentifier.oclc,Relation.isPartOf,Opac url,Format.extent,AltTitle.other,Format.dimensions,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Conoximent de las Orines,ark:/21198/zz0008jsfn,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz0008jsfn-1-master.tif,,79,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"78v, 79r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0008jsfn,
Conoximent de las Orines,ark:/21198/zz00022b4z,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b4z-1-master.tif,,80,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"79v, 80r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b4z,
Conoximent de las Orines,ark:/21198/zz00022b60,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b60-1-master.tif,,81,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"80v, 81r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b60,
Conoximent de las Orines,ark:/21198/zz00022b7h,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b7h-1-master.tif,,82,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"81v, 82r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b7h,
Conoximent de las Orines,ark:/21198/zz00022b81,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b81-1-master.tif,,83,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"82v, 83r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b81,
Conoximent de las Orines,ark:/21198/zz00022b9j,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022b9j-1-master.tif,,84,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"83v, 84r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022b9j,
Conoximent de las Orines,ark:/21198/zz00022bck,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bck-1-master.tif,,85,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"84v, 85r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bck,
Conoximent de las Orines,ark:/21198/zz00022bd3,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bd3-1-master.tif,,86,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"85v, 86r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bd3,
Conoximent de las Orines,ark:/21198/zz00022bfm,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bfm-1-master.tif,,87,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"86v, 87r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bfm,
Conoximent de las Orines,ark:/21198/zz00022bg4,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bg4-1-master.tif,,88,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"87v,88r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bg4,
Conoximent de las Orines,ark:/21198/zz00022bhn,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bhn-1-master.tif,,89,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"88v, 89r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bhn,
Conoximent de las Orines,ark:/21198/zz00022bj5,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bj5-1-master.tif,,90,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"89v, 90r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bj5,
Conoximent de las Orines,ark:/21198/zz00022bm6,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bm6-1-master.tif,,91,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"90v, 91r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bm6,
Conoximent de las Orines,ark:/21198/zz00022bp7,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bp7-1-master.tif,,92,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"91v, 92r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bp7,
Conoximent de las Orines,ark:/21198/zz00022bqr,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bqr-1-master.tif,,93,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"92v, 93r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bqr,
Conoximent de las Orines,ark:/21198/zz00022br8,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022br8-1-master.tif,,94,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"93v, 94r",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022br8,
Conoximent de las Orines,ark:/21198/zz00022bss,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022bss-1-master.tif,,95,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,"94v, inside cover",,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022bss,
Conoximent de las Orines,ark:/21198/zz00022cf3,ark:/21198/zz0002267k,Page,conoximent/masters/21198-zz00022cf3-1-master.tif,,96,text,pd,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,,,,cover,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00022cf3,
