Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.countryCreation,Rights.permission,Rights.rightsHolderContact,Language,Name.subject,Name.repository,Name.creator,Subject,Title,Date.creation,AltTitle.other,Description.note,Date.normalized
Network Measurement Center Collection,ark:/21198/z15t564w,ark:/21198/zz002djgg7,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1224fbk,ark:/21198/zz002djgg7,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1x93xvw,ark:/21198/zz002djgg7,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1sj365d,ark:/21198/zz002djgg7,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgg7-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1ns2fhk,ark:/21198/zz002djghr,,,Page,network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1j11ptm,ark:/21198/zz002djghr,,,Page,network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1db9ngm,ark:/21198/zz002djghr,,,Page,network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z18k8wqf,ark:/21198/zz002djghr,,,Page,network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z14t84zn,ark:/21198/zz002djghr,,,Page,network_measurement_center/image/pdf_images/21198-zz002djghr-1-master_005.tif,5,,,,,,,,,,,,,,Page 5,,,,
Network Measurement Center Collection,ark:/21198/z1127d66,ark:/21198/zz002djgj8,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgj8-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1w96wrz,ark:/21198/zz002djgj8,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgj8-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1rj652g,ark:/21198/zz002djgj8,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgj8-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1ms5ddn,ark:/21198/zz002djgj8,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgj8-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1h43c2h,ark:/21198/zz002djgks,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgks-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1cc2mbs,ark:/21198/zz002djgks,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgks-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z17m1vhq,ark:/21198/zz002djgks,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgks-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z13v13sc,ark:/21198/zz002djgks,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgks-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1030c3t,ark:/21198/zz002djgnt,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgnt-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1v99vpg,ark:/21198/zz002djgnt,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgnt-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1qj93xp,ark:/21198/zz002djgnt,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgnt-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1kw72n4,ark:/21198/zz002djgpb,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgpb-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1g469xq,ark:/21198/zz002djgpb,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgpb-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1bc5k32,ark:/21198/zz002djgpb,,,Page,network_measurement_center/image/pdf_images/21198-zz002djgpb-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z16m4tcb,ark:/21198/zz002dwrbh,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrbh-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z12v42pf,ark:/21198/zz002dwrbh,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrbh-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1z33k9t,ark:/21198/zz002dwrbh,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrbh-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1tb2tk3,ark:/21198/zz002dwrbh,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrbh-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1pp0s83,ark:/21198/zz002dwrbh,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrbh-1-master_005.tif,5,,,,,,,,,,,,,,Page 5,,,,
Network Measurement Center Collection,ark:/21198/z1jx01h9,ark:/21198/zz002dwrbh,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrbh-1-master_006.tif,6,,,,,,,,,,,,,,Page 6,,,,
Network Measurement Center Collection,ark:/21198/z1f498qf,ark:/21198/zz002dwrbh,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrbh-1-master_007.tif,7,,,,,,,,,,,,,,Page 7,,,,
Network Measurement Center Collection,ark:/21198/z19c8hz8,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z15m7s8d,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z11v71kh,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1x36j3j,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1sf4gtk,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_005.tif,5,,,,,,,,,,,,,,Page 5,,,,
Network Measurement Center Collection,ark:/21198/z1np3r1c,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_006.tif,6,,,,,,,,,,,,,,Page 6,,,,
Network Measurement Center Collection,ark:/21198/z1hx3074,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_007.tif,7,,,,,,,,,,,,,,Page 7,,,,
Network Measurement Center Collection,ark:/21198/z1d527hq,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_008.tif,8,,,,,,,,,,,,,,Page 8,,,,
Network Measurement Center Collection,ark:/21198/z18d1gtf,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_009.tif,9,,,,,,,,,,,,,,Page 9,,,,
Network Measurement Center Collection,ark:/21198/z14n0r6g,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_010.tif,10,,,,,,,,,,,,,,Page 10,,,,
Network Measurement Center Collection,ark:/21198/z10z8pwh,ark:/21198/zz002dwrc1,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrc1-1-master_011.tif,11,,,,,,,,,,,,,,Page 11,,,,
Network Measurement Center Collection,ark:/21198/z1w686dx,ark:/21198/zz002dwrdj,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrdj-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1rf7fp6,ark:/21198/zz002dwrdj,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrdj-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1mp6pv4,ark:/21198/zz002dwrdj,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrdj-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1gx5z4t,ark:/21198/zz002dwrdj,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrdj-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1c556f7,ark:/21198/zz002dwrf2,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrf2-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z17d4ftv,ark:/21198/zz002dwrf2,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrf2-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z13r2dfz,ark:/21198/zz002dwrf2,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrf2-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1001nr0,ark:/21198/zz002dwrgk,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1v71566,ark:/21198/zz002dwrgk,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1qg0df1,ark:/21198/zz002dwrgk,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1kp9nqr,ark:/21198/zz002dwrgk,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1fx8x2b,ark:/21198/zz002dwrgk,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_005.tif,5,,,,,,,,,,,,,,Page 5,,,,
Network Measurement Center Collection,ark:/21198/z1b585cr,ark:/21198/zz002dwrgk,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_006.tif,6,,,,,,,,,,,,,,Page 6,,,,
Network Measurement Center Collection,ark:/21198/z16h6419,ark:/21198/zz002dwrgk,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_007.tif,7,,,,,,,,,,,,,,Page 7,,,,
Network Measurement Center Collection,ark:/21198/z12r5cb1,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1z04vr9,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1t7440x,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1pg3c86,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1jq2mkx,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_005.tif,5,,,,,,,,,,,,,,Page 5,,,,
Network Measurement Center Collection,ark:/21198/z1dz1vzj,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_006.tif,6,,,,,,,,,,,,,,Page 6,,,,
Network Measurement Center Collection,ark:/21198/z1989tn9,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_007.tif,7,,,,,,,,,,,,,,Page 7,,,,
Network Measurement Center Collection,ark:/21198/z15h92xz,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_008.tif,8,,,,,,,,,,,,,,Page 8,,,,
Network Measurement Center Collection,ark:/21198/z11r8b4r,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_009.tif,9,,,,,,,,,,,,,,Page 9,,,,
Network Measurement Center Collection,ark:/21198/z1x07tmx,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_010.tif,10,,,,,,,,,,,,,,Page 10,,,,
Network Measurement Center Collection,ark:/21198/z1s772wk,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_011.tif,11,,,,,,,,,,,,,,Page 11,,,,
Network Measurement Center Collection,ark:/21198/z1ng6b75,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_012.tif,12,,,,,,,,,,,,,,Page 12,,,,
Network Measurement Center Collection,ark:/21198/z1hq5kkb,ark:/21198/zz002dwrh3,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_013.tif,13,,,,,,,,,,,,,,Page 13,,,,
Network Measurement Center Collection,ark:/21198/z1d23j76,ark:/21198/zz002dwrjm,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1892sjx,ark:/21198/zz002dwrjm,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z14j21q7,ark:/21198/zz002dwrjm,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z10s18z2,ark:/21198/zz002dwrjm,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1w10sg3,ark:/21198/zz002dwrjm,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_005.tif,5,,,,,,,,,,,,,,Page 5,,,,
Network Measurement Center Collection,ark:/21198/z1r801tn,ark:/21198/zz002dwrjm,,,Page,network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_006.tif,6,,,,,,,,,,,,,,Page 6,,,,
Network Measurement Center Collection,ark:/21198/z1mg9947,ark:/21198/zz002h28fs,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28fs-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1gt77sc,ark:/21198/zz002h28fs,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28fs-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1c26h2c,ark:/21198/zz002h28fs,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28fs-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1795r79,ark:/21198/zz002h28ht,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28ht-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z13j50hz,ark:/21198/zz002h28ht,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28ht-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1zs4h24,ark:/21198/zz002h28jb,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28jb-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1v13rc5,ark:/21198/zz002h28jb,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28jb-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1q830qq,ark:/21198/zz002h28nw,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28nw-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1km0zfs,ark:/21198/zz002h28nw,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28nw-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z1fv06p0,ark:/21198/zz002h28pd,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28pd-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1b29fw4,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_001.tif,1,,,,,,,,,,,,,,Page 1,,,,
Network Measurement Center Collection,ark:/21198/z1698q4c,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_002.tif,2,,,,,,,,,,,,,,Page 2,,,,
Network Measurement Center Collection,ark:/21198/z12j7zdn,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_003.tif,3,,,,,,,,,,,,,,Page 3,,,,
Network Measurement Center Collection,ark:/21198/z1xs7g0n,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_004.tif,4,,,,,,,,,,,,,,Page 4,,,,
Network Measurement Center Collection,ark:/21198/z1t16q9p,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_005.tif,5,,,,,,,,,,,,,,Page 5,,,,
Network Measurement Center Collection,ark:/21198/z1pc4p0p,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_006.tif,6,,,,,,,,,,,,,,Page 6,,,,
Network Measurement Center Collection,ark:/21198/z1jm3x8z,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_007.tif,7,,,,,,,,,,,,,,Page 7,,,,
Network Measurement Center Collection,ark:/21198/z1dv35f8,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_008.tif,8,,,,,,,,,,,,,,Page 8,,,,
Network Measurement Center Collection,ark:/21198/z1932dqv,ark:/21198/zz002h28qx,,,Page,network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_009.tif,9,,,,,,,,,,,,,,Page 9,,,,
