"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Rights.servicesContact","Name.subject","Relation.isPartOf","Subject","Name.collector","Name.repository","Description.contents","Relation.box","Relation.subseries","Relation.file","Relation.series","Alt ID.local","Title","Date.creation","Description.note","Description.condition","Format.extent","Language","AltTitle.other","Description.abstract","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctqp","ark:/21198/zz002hcpp7","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-033_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-033_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctqp"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctr6","ark:/21198/zz002hcpp7","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-033_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-033_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctr6"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctsq","ark:/21198/zz002hcpp7","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-033_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-033_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctsq"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctt7","ark:/21198/zz002hcpp7","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-033_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-033_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctt7"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctvr","ark:/21198/zz002hcpqr","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-034_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-034_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctvr"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctw8","ark:/21198/zz002hcpqr","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-034_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-034_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctw8"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctxs","ark:/21198/zz002hcpqr","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-034_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-034_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctxs"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hctz9","ark:/21198/zz002hcpqr","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-034_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-034_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hctz9"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv09","ark:/21198/zz002hcpr8","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-035_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-035_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv09"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv1t","ark:/21198/zz002hcpt9","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-037_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-037_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv1t"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv2b","ark:/21198/zz002hcpt9","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-037_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-037_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv2b"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv3v","ark:/21198/zz002hcpt9","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-037_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-037_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv3v"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv4c","ark:/21198/zz002hcpt9","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-037_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-037_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv4c"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv5w","ark:/21198/zz002hcpvt","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-038_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-038_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv5w"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv6d","ark:/21198/zz002hcpvt","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-038_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-038_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv6d"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv7x","ark:/21198/zz002hcpvt","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-038_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-038_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv7x"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv8f","ark:/21198/zz002hcpvt","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-038_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-038_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv8f"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcv9z","ark:/21198/zz002hcpwb","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-039_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-039_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcv9z"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvbg","ark:/21198/zz002hcpwb","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-039_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-039_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvbg"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvc0","ark:/21198/zz002hcpwb","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-039_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-039_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvc0"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvdh","ark:/21198/zz002hcpwb","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-039_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-039_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvdh"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvf1","ark:/21198/zz002hcpxv","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-041_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-041_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvf1"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvgj","ark:/21198/zz002hcpxv","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-041_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-041_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvgj"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvh2","ark:/21198/zz002hcpxv","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-041_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-041_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvh2"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvjk","ark:/21198/zz002hcpxv","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-041_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-041_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvjk"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvk3","ark:/21198/zz002hcpzc","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-043_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-043_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvk3"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvmm","ark:/21198/zz002hcpzc","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-043_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-043_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvmm"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvn4","ark:/21198/zz002hcpzc","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-043_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-043_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvn4"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvpn","ark:/21198/zz002hcpzc","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-043_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-043_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvpn"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvq5","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvq5"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvrp","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvrp"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvs6","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvs6"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvtq","ark:/21198/zz002hcq0c","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-044_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-044_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvtq"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvv7","ark:/21198/zz002hcq1w","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-045_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-045_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvv7"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvwr","ark:/21198/zz002hcq1w","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-045_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-045_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvwr"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvx8","ark:/21198/zz002hcq1w","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-045_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-045_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvx8"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcvzs","ark:/21198/zz002hcq1w","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-045_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-045_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcvzs"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw0s","ark:/21198/zz002hcq2d","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-046_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-046_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw0s"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw19","ark:/21198/zz002hcq2d","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-046_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-046_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw19"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw2t","ark:/21198/zz002hcq2d","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-046_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-046_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw2t"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw3b","ark:/21198/zz002hcq2d","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-046_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-046_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw3b"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw4v","ark:/21198/zz002hcq3x","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-047_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-047_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw4v"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw5c","ark:/21198/zz002hcq3x","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-047_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-047_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw5c"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw6w","ark:/21198/zz002hcq3x","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-047_03.tif","3","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-047_03","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw6w"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw7d","ark:/21198/zz002hcq3x","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-047_04.tif","4","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-047_04","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw7d"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw8x","ark:/21198/zz002hcq4f","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-048_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-048_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw8x"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcw9f","ark:/21198/zz002hcq5z","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-049_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-049_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcw9f"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcwbz","ark:/21198/zz002hcq6g","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-050_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-050_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwbz"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcwcg","ark:/21198/zz002hcq6g","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-050_02.tif","2","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-050_02","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwcg"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcwd0","ark:/21198/zz002hcq70","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-052_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-052_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwd0"
"Holtzman (Howard) Collection on Isadora Duncan. Collection 1729","ark:/21198/zz002hcwfh","ark:/21198/zz002hcq8h","10","Completed with minimal metadata","Page","holtzman/image/uclamss_1729_001-054_01.tif","1","","","","","","","","","","","","","","","","","","","","","","uclamss_1729_001-054_01","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812","https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcwfh"
