Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Rights.publicationStatus,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,Subject,Type.genre,Title,Alt ID.local,AltTitle.descriptive,Date.publication,Date.normalized,Format.extent,Description.note,Description.abstract,Publisher.publisherName,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vjw,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-04_1003.tif,6146,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1003, 1939 July 4, Morgen-Ausgabe",1939-07-04_1003,Deutsches Nachrichtenbüro|~|Morgen-Ausgabe,"July 4, 1939",1939-07-04,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vjw,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vjw/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vkd,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-04_1004.tif,6147,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1004, 1939 July 4, Vormittags-Ausgabe",1939-07-04_1004,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"July 4, 1939",1939-07-04,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vkd,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vkd/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vmx,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-04_1005.tif,6148,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1005, 1939 July 4, Mittags-Ausgabe",1939-07-04_1005,Deutsches Nachrichtenbüro|~|Mittags-Ausgabe,"July 4, 1939",1939-07-04,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vmx,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vmx/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vnf,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-04_1006.tif,6149,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1006, 1939 July 4, Nachmittags- und Abend-Ausgabe",1939-07-04_1006,Deutsches Nachrichtenbüro|~|Nachmittags- und Abend-Ausgabe,"July 4, 1939",1939-07-04,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vnf,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vnf/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vpz,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-05_1007.tif,6150,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1007, 1939 July 5, Morgen-Ausgabe",1939-07-05_1007,Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"July 5, 1939",1939-07-05,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vpz,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vpz/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vqg,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-05_1008.tif,6151,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1008, 1939 July 5, Vormittags-Ausgabe",1939-07-05_1008,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"July 5, 1939",1939-07-05,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vqg,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vqg/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vr0,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-08_1023.tif,6152,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1023, 1939 July 8, Mittags-Ausgabe",1939-07-08_1023,Mittags-Ausgabe|~|Deutsches Nachrichtenbüro,"July 8, 1939",1939-07-08,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vr0,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vr0/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vsh,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-08_1024.tif,6153,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1024, 1939 July 8, Nachmittags- und Abend-Ausgabe",1939-07-08_1024,Nachmittags- und Abend-Ausgabe|~|Deutsches Nachrichtenbüro,"July 8, 1939",1939-07-08,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vsh,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vsh/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vt1,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-10_1025.tif,6154,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1025, 1939 July 8, Erste Morgen-Ausgabe",1939-07-10_1025,Deutsches Nachrichtenbüro|~|Erste Morgen-Ausgabe,"July 10, 1939",1939-07-10,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vt1,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vt1/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vvj,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-10_1026.tif,6155,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1026, 1939 July 10, Zweite Morgen-Ausgabe",1939-07-10_1026,Deutsches Nachrichtenbüro|~|Zweite Morgen-Ausgabe,"July 10, 1939",1939-07-10,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vvj,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vvj/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vw2,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-10_1027.tif,6156,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1027, 1939 July 10, Vormittags- und Mittags-Ausgabe",1939-07-10_1027,Vormittags- und Mittags-Ausgabe|~|Deutsches Nachrichtenbüro,"July 10, 1939",1939-07-10,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vw2,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vw2/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vxk,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-11_1028.tif,6157,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1028, 1939 July 11, Morgen-Ausgabe",1939-07-11_1028,Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"July 11, 1939",1939-07-11,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vxk,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vxk/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2vz3,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-11_1029.tif,6158,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1029, 1939 July 11, Vormittags-Ausgabe",1939-07-11_1029,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"July 11, 1939",1939-07-11,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2vz3,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2vz3/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w03,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-11_1030.tif,6159,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1030, 1939 July 11, Erste Mittags-Ausgabe",1939-07-11_1030,Erste Mittags-Ausgabe|~|Deutsches Nachrichtenbüro,"July 11, 1939",1939-07-11,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w03,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w03/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w1m,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-11_1031.tif,6160,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1031, 1939 July 11, Zweite Mittags-Ausgabe",1939-07-11_1031,Deutsches Nachrichtenbüro|~|Zweite Mittags-Ausgabe,"July 11, 1939",1939-07-11,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w1m,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w1m/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w24,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-11_1032.tif,6161,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1032, 1939 July 11, Nachmittags- und Abend-Ausgabe",1939-07-11_1032,Deutsches Nachrichtenbüro|~|Nachmittags- und Abend-Ausgabe,"July 11, 1939",1939-07-11,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w24,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w24/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w3n,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-11_1033.tif,6162,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1033, 1939 July 11, Nacht-Ausgabe",1939-07-11_1033,Nacht-Ausgabe|~|Deutsches Nachrichtenbüro,"July 11, 1939",1939-07-11,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w3n,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w3n/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w45,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-12_1034.tif,6163,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1034, 1939 July 12, Morgen-Ausgabe",1939-07-12_1034,Deutsches Nachrichtenbüro|~|Morgen-Ausgabe,"July 12, 1939",1939-07-12,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w45,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w45/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w5p,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-12_1035.tif,6164,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1035, 1939 July 12, Vormittags-Ausgabe",1939-07-12_1035,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"July 12, 1939",1939-07-12,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w5p,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w5p/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w66,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-12_1036.tif,6165,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1036, 1939 July 12, Mittags-Ausgabe",1939-07-12_1036,Mittags-Ausgabe|~|Deutsches Nachrichtenbüro,"July 12, 1939",1939-07-12,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w66,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w66/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w7q,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-12_1037.tif,6166,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1037, 1939 July 12, Nachmittags- und Abend-Ausgabe",1939-07-12_1037,Nachmittags- und Abend-Ausgabe|~|Deutsches Nachrichtenbüro,"July 12, 1939",1939-07-12,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w7q,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w7q/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w87,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-13_1038.tif,6167,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1038, 1939 July 13, Morgen-Ausgabe",1939-07-13_1038,Deutsches Nachrichtenbüro|~|Morgen-Ausgabe,"July 13, 1939",1939-07-13,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w87,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w87/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2w9r,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-13_1039.tif,6168,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1039, 1939 July 13, Vormittags-Ausgabe",1939-07-13_1039,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"July 13, 1939",1939-07-13,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2w9r,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2w9r/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wb8,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-13_1040.tif,6169,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1040, 1939 July 13, Mittags- und Nachmittags-Ausgabe",1939-07-13_1040,Deutsches Nachrichtenbüro|~|Mittags- und Nachmittags-Ausgabe,"July 13, 1939",1939-07-13,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wb8,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wb8/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wcs,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-13_1041.tif,6170,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1041, 1939 July 13, Abend- und Nacht-Ausgabe",1939-07-13_1041,Abend- und Nacht-Ausgabe|~|Deutsches Nachrichtenbüro,"July 13, 1939",1939-07-13,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wcs,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wcs/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wd9,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-14_1042.tif,6171,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1042, 1939 July 14, Erste Morgen-Ausgabe",1939-07-14_1042,Deutsches Nachrichtenbüro|~|Erste Morgen-Ausgabe,"July 14, 1939",1939-07-14,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wd9,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wd9/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wft,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-14_1043.tif,6172,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1043, 1939 July 14, Zweite Morgen-Ausgabe",1939-07-14_1043,Deutsches Nachrichtenbüro|~|Zweite Morgen-Ausgabe,"July 14, 1939",1939-07-14,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wft,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wft/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wgb,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-14_1044.tif,6173,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1044, 1939 July 14, Vormittags-Ausgabe",1939-07-14_1044,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"July 14, 1939",1939-07-14,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wgb,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wgb/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2whv,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-14_1045.tif,6174,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1045, 1939 July 14, Mittags-Ausgabe",1939-07-14_1045,Deutsches Nachrichtenbüro|~|Mittags-Ausgabe,"July 14, 1939",1939-07-14,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2whv,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2whv/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wjc,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-14_1046.tif,6175,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1046, 1939 July 14, Nachmittags-Ausgabe",1939-07-14_1046,Nachmittags-Ausgabe|~|Deutsches Nachrichtenbüro,"July 14, 1939",1939-07-14,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wjc,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wjc/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wkw,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-14_1047.tif,6176,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1047, 1939 July 14, Abend-Ausgabe",1939-07-14_1047,Deutsches Nachrichtenbüro|~|Abend-Ausgabe,"July 14, 1939",1939-07-14,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wkw,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wkw/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wmd,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-14_1048.tif,6177,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1048, 1939 July 14, Nacht-Ausgabe",1939-07-14_1048,Deutsches Nachrichtenbüro|~|Nacht-Ausgabe,"July 14, 1939",1939-07-14,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wmd,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wmd/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wnx,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-15_1049.tif,6178,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1049, 1939 July 15, Morgen-Ausgabe",1939-07-15_1049,Deutsches Nachrichtenbüro|~|Morgen-Ausgabe,"July 15, 1939",1939-07-15,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wnx,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wnx/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wpf,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-15_1050.tif,6179,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1050, 1939 July 15, Vormittags-Ausgabe",1939-07-15_1050,Deutsches Nachrichtenbüro|~|Vormittags-Ausgabe,"July 15, 1939",1939-07-15,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wpf,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wpf/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wqz,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-15_1051.tif,6180,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1051, 1939 July 15, Mittags-Ausgabe",1939-07-15_1051,Deutsches Nachrichtenbüro|~|Mittags-Ausgabe,"July 15, 1939",1939-07-15,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wqz,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wqz/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wrg,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-15_1052.tif,6181,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1052, 1939 July 15, Nachmittags-Ausgabe",1939-07-15_1052,Nachmittags-Ausgabe|~|Deutsches Nachrichtenbüro,"July 15, 1939",1939-07-15,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wrg,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wrg/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2ws0,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-15_1053.tif,6182,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1053, 1939 July 15, Abend-Ausgabe",1939-07-15_1053,Deutsches Nachrichtenbüro|~|Abend-Ausgabe,"July 15, 1939",1939-07-15,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2ws0,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2ws0/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wth,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-15_1054.tif,6183,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1054, 1939 July 15, Nacht-Ausgabe",1939-07-15_1054,Deutsches Nachrichtenbüro|~|Nacht-Ausgabe,"July 15, 1939",1939-07-15,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wth,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wth/manifest
Deutsches Nachrichtenbüro,ark:/21198/zz002c2wv1,ark:/21198/zz00294nw7,10,Completed with minimal metadata,Work,nachrichtenburo/image/July_1939/1939-07-17_1055.tif,6184,text,unknown,unknown,,ger,"University of California, Los Angeles. $b Library Special Collections",,newspapers,"Deutsches Nachrichtenbüro. 6 Jahrg., Nr. 1055, 1939 July 17, Erste Morgen-Ausgabe",1939-07-17_1055,Erste Morgen-Ausgabe|~|Deutsches Nachrichtenbüro,"July 17, 1939",1939-07-17,1 p.,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2wv1,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2wv1/manifest
