Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Name.repository,Title,Alt ID.local,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Rainbow Bridge,ark:/21198/zz002j0j1z,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0063.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0063,fowler_a243_0063,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j1z,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j1z/manifest
Rainbow Bridge,ark:/21198/zz002j0j2g,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0064.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0064,fowler_a243_0064,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j2g,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j2g/manifest
Rainbow Bridge,ark:/21198/zz002j0j30,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0065.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0065,fowler_a243_0065,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j30,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j30/manifest
Rainbow Bridge,ark:/21198/zz002j0j4h,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0066.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0066,fowler_a243_0066,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j4h,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j4h/manifest
Rainbow Bridge,ark:/21198/zz002j0j51,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0067.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0067,fowler_a243_0067,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j51,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j51/manifest
Rainbow Bridge,ark:/21198/zz002j0j6j,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0068.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0068,fowler_a243_0068,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j6j,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j6j/manifest
Rainbow Bridge,ark:/21198/zz002j0j72,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0069.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0069,fowler_a243_0069,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j72,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j72/manifest
Rainbow Bridge,ark:/21198/zz002j0j8k,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0070.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0070,fowler_a243_0070,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j8k,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j8k/manifest
Rainbow Bridge,ark:/21198/zz002j0j93,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0071.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0071,fowler_a243_0071,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0j93,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0j93/manifest
Rainbow Bridge,ark:/21198/zz002j0jbm,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0072.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0072,fowler_a243_0072,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jbm,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0jbm/manifest
Rainbow Bridge,ark:/21198/zz002j0jc4,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0073.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0073,fowler_a243_0073,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jc4,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0jc4/manifest
Rainbow Bridge,ark:/21198/zz002j0jdn,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0074.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0074,fowler_a243_0074,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jdn,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0jdn/manifest
Rainbow Bridge,ark:/21198/zz002j0jf5,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0075.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0075,fowler_a243_0075,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jf5,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0jf5/manifest
Rainbow Bridge,ark:/21198/zz002j0jgp,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0076.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0076,fowler_a243_0076,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jgp,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0jgp/manifest
Rainbow Bridge,ark:/21198/zz002j0jh6,ark:/21198/zz002j0bw0,10,Completed with minimal metadata,Work,rainbow_bridge/image/fowler_a243_0077.tif,,,,still image,Fowler Museum at UCLA,fowler_a243_0077,fowler_a243_0077,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j0jh6,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j0jh6/manifest
