Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,License,Language,Type.genre,Subject topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Thumbnail,IIIF Manifest URL,Related,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz0026csjw,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 621",https://www.e-codices.unifr.ch/loris/csg/csg-0621/csg-0621_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0621/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0621,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026d73w,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 623",https://www.e-codices.unifr.ch/loris/csg/csg-0623/csg-0623_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0623/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0623,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026dh5s,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 627",https://www.e-codices.unifr.ch/loris/csg/csg-0627/csg-0627_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0627/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0627,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025rjw6,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 68",https://www.e-codices.unifr.ch/loris/csg/csg-0068/csg-0068_006.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0068/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0068,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026dtjt,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 682",https://www.e-codices.unifr.ch/loris/csg/csg-0682/csg-0682_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0682/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0682,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025qh3c,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 7",https://www.e-codices.unifr.ch/loris/csg/csg-0007/csg-0007_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0007/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0007,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0015wf2r,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,lat,Manuscripts,"Law, Germanic.|~|Law, Frankish|~|Salic law|~|Charlemagne, Emperor, 742-814-charters|~|Ripuarian law |~|Saint Gall (Switzerland). Abbey Library|~|Manuscripts, Latin (Medieval and modern) --Switzerland --Saint Gall |~|Stiftsbibliothek Sankt Gallen","Charlemagne, Emperor, 742-814|~|Isidore, of Seville, Saint, d. 636|~|Ansegisus, Saint, Abbot of Fontenelle, ca. 770-833.",,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 728",https://www.e-codices.unifr.ch/loris/csg/csg-0728/csg-0728_004.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0728/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0728,,,ltr,,Cod. Sang. 728,"4-21   ""Libri scottice scripti""""Breviarium librorum de coenobio sci Galli confessoris Christi."": book lists of St. Gall24-95 Ansegisi Collectio, Books 3 and 4 with 3 Appendices98-101 ""Recapitulatio solidorum""101-103 ""Quaestiones de variis vocabulis in lege"": excerpts from Isidore's Etymologiae103-108 ""Capitula que in lege salica ... Karolus a° 803 preponendo addere jussit"" : charters of Charlemagne108-177 Lex Salica (Salic Law)178-220 Lex Ribuaria (Ripuarian Law)","s. IX, s. X",4° (25 ½ x 16 cm.),220 pages,,
St Gall Manuscripts,ark:/21198/zz0026fb5t,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 752",https://www.e-codices.unifr.ch/loris/csg/csg-0752/csg-0752_006.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0752/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0752,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025s28k,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 77",https://www.e-codices.unifr.ch/loris/csg/csg-0077/csg-0077_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0077/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0077,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025svpw,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 78",https://www.e-codices.unifr.ch/loris/csg/csg-0078/csg-0078_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0078/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0078,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025t8qn,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 79",https://www.e-codices.unifr.ch/loris/csg/csg-0079/csg-0079_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0079/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0079,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025ttrw,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 81",https://www.e-codices.unifr.ch/loris/csg/csg-0081/csg-0081_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0081/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0081,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025v8k1,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 82",https://www.e-codices.unifr.ch/loris/csg/csg-0082/csg-0082_006.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0082/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0082,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025vxvb,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 83",https://www.e-codices.unifr.ch/loris/csg/csg-0083/csg-0083_004.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0083/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0083,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026fqmv,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 844",https://www.e-codices.unifr.ch/loris/csg/csg-0844/csg-0844_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0844/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0844,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025wfnx,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 88",https://www.e-codices.unifr.ch/loris/csg/csg-0088/csg-0088_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0088/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0088,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0015wf4s,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,lat,Manuscripts,"Benedictines --Rules|~|Saint Gall (Switzerland). Abbey Library|~|Benedict, Saint, Abbot of Monte Cassino. Regula Sancti Benedicti|~|Monasticism and religious orders --Rules|~|Stiftsbibliothek Sankt Gallen","Benedict, Saint, Abbot of Monte Cassino.","Charlemagne, Emperor, 742-814",,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 914",https://www.e-codices.unifr.ch/loris/csg/csg-0914/csg-0914_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0914/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0914,,,ltr,,Cod. Sang. 914,"p. 1-172 Regula S. Benedictip. 173-179 Epistola ad regem Karolump. 180 Blankp. 181-190 Capitula Aquisgrani A.D. 817p. 191 Incipit. Ex regula Sci Eructuosip. 192 Chronicon Novaliciense, Pag 174 IIIp. 193-194 Promissio stabilitatis in monasteriop. 194-196 Unknownp. 196 Oratio super Hebdomadariosp. 197-202 Antiquae Consuetudines Monasteriorum Ordinis S. Benedictip. 202-203 Epistola a morti Caroli Magni, 3p. 204-216 Missingp. 217-221 Epistola a morti Caroli Magni, 4 Capitula monachorum Ludowicip. 221-225 S. Benedictus Anianesis Abbas Opusculap. 225-227 Incipit. Petitio quam ante votum monachi quislibet facere debetp. 228 Ipsa Promissiop. 228-233 Epistola a morti Caroli Magni, 5p. 228-233 Unknownp. 234 Unknown, Breviarum de martyrologium circulum anni transcriptur…Incipit epistula croma—tu & eleo diri epistula ad Hieronimump. 234-235 Epistola V. Chromatii et heliodori episcoporum ad beatum Hieronymum, De opere Martyrologii colligendop. 235-236 Unknown, Hieronymi presbiteri constaat domini nomini omne…p. 236-240 Idisore, De ortu et obitu Patrum, cap. 61, n. 48, Fates of the Apostles, 39-51 p. 240-285 Martyrologium, Kalendarium, Necrologyp. 279-280, 282-285 Necrology",mid-ninth century,235-239 x 167-170 mm,136 Folio,,
St Gall Manuscripts,ark:/21198/zz0026fzhp,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 915",https://www.e-codices.unifr.ch/loris/csg/csg-0915/csg-0915_001.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0915/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0915,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0026gd6r,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 926",https://www.e-codices.unifr.ch/loris/csg/csg-0926/csg-0926_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0926/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0926,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025x5p1,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 94",https://www.e-codices.unifr.ch/loris/csg/csg-0094/csg-0094_002.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0094/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0094,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025x9z3,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 95",https://www.e-codices.unifr.ch/loris/csg/csg-0095/csg-0095_005.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0095/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0095,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0025xp7j,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,Stiftsbibliothek Sankt Gallen|~|e-codices,,"St. Gallen, Stiftsbibliothek, Codex 97",https://www.e-codices.unifr.ch/loris/csg/csg-0097/csg-0097_003.jp2,https://www.e-codices.unifr.ch/metadata/iiif/csg-0097/manifest.json,https://www.e-codices.unifr.ch/en/list/one/csg/0097,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002b3k3b,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,e-codices|~|Zentralbibliothek Zürich,,"Zurich, Zentralbibliothek, C 129",https://www.e-codices.unifr.ch/loris/zbz/zbz-C0129/zbz-C0129_002r.jp2,https://www.e-codices.unifr.ch/metadata/iiif/zbz-C0129/manifest.json,https://www.e-codices.unifr.ch/en/list/one/zbz/C0129,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002b3k19,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,e-codices|~|Zentralbibliothek Zürich,,"Zurich, Zentralbibliothek, C 10i",https://www.e-codices.unifr.ch/loris/zbz/zbz-C0010i/zbz-C0010i_001v.jp2,https://www.e-codices.unifr.ch/metadata/iiif/zbz-C0010i/manifest.json,https://www.e-codices.unifr.ch/en/list/one/zbz/C0010i,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz002b3k2t,ark:/21198/zz0015vcjk,2,Completed,Work,,,,paged,,,,text,public domain,,,Manuscripts,,,,,e-codices|~|Zentralbibliothek Zürich,,"Zurich, Zentralbibliothek, C 78",https://www.e-codices.unifr.ch/loris/zbz/zbz-C0078/zbz-C0078_001r.jp2,https://www.e-codices.unifr.ch/metadata/iiif/zbz-C0078/manifest.json,https://www.e-codices.unifr.ch/en/list/one/zbz/C0078,,,,,,,,,,,
