"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Name.artist","Subject","Type.genre","Rights.permissionNote","Rights.permission","Name.copyrightHolder","Name.repository","Name.publisher","Name.subject","Name.contributor","Name.calligrapher","Name.photographer","Name.manufacturer","Name.donor","Name.creator","Title","Alt ID.collection","Alt ID.local","Date.creation","Date.normalized","Format.extent","Description.note","Relation.isPartOf","Relation.relatedTo","Coverage.geographic","Format.dimensions","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025kth4","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025kth4_1703106_master.tif","","","","still image","copyrighted","Cazarez, Ishmael (American muralist, born 1950)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Breaking Chains and Sacarifical Fires","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_084.tif","1975","1975","1 slide","Mural located on Brooklyn Ave (today Cesar E. Chavez Ave) and Forest St. on wall of Sloan's Cleaners.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kth4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kth4/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktjn","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025ktjn_1703280_master.tif","","","","still image","copyrighted","Romero, Frank (American muralist, born 1941)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Y","Artist(s)","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Un Corazon por la Gente","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_101.tif","1974","1974","1 slide","This mural was the first to occupy this same wall. In about 1974 Frank Romero covered 200 square feet with a whimsical spray can heart. In 1978 the Citywide Mural Project brought together several artists to paint OUR PEOPLE (70' x 16'). Among those involved were John Valadez, Barbara Carrasco, Glenna Boltuch (Avila), Carlos Callejo, Leo Lim¢n, George Yepes, and Rod Sakai. In the early 1980s that mural was destroyed when new earthquake codes required Payless Shoes to add steel H-beams and make other improvements to its unreinforced masonry building.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktjn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktjn/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktk5","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktk5_1702696_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Los Compadres Club","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_020.tif","1975","1975","1 slide","Los Compadres ClubGage and Hammel","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktk5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktk5/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktmp","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktmp_1703352_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Nico's Meat Market","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_110.tif","1976","1976","1 slide","Nico's Meat Market","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktmp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktmp/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktn6","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktn6_1702699_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled (Los Compadres Club)"" by Unknown Artist","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_021.tif","1975","1975","1 slide","Gage and Hammel","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktn6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktn6/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktpq","ark:/21198/zz001ndq5p","2","Completed","Work","tovar/masters/21198-zz0025ktpq_1703109_master.tif","","","","still image","copyrighted","Cazarez, Ishmael (American muralist, born 1950)","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Breaking Chains and Sacrificial Fires","Nancy Tovar Murals of East L.A. Collection","CSRC_MURALS_TOVAR_085.tif","1975","1975","1 slide","Mural located on Brooklyn Ave (today Cesar E. Chavez Ave) and Forest St. on wall of Sloan's Cleaners.","Nancy Tovar Murals of East L.A. Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktpq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktpq/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktq7","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktq7_1703289_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_102.tif","1975","1975","1 slide","Artist: J.D. Rodriguez","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktq7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktq7/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktrr","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktrr_1702702_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Los Compadres Club","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_022.tif","1975","1975","1 slide","Los Compadres ClubGage and Hammel","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktrr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktrr/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025kts8","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025kts8_1703357_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Ismael Cazarez","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_130.tif","1975","1975","1 slide","Ramona Gardens","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kts8","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kts8/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktts","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktts_1702705_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled (Los Compadres Club)"" by Unknown Artist","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_023.tif","1975","1975","1 slide","Gage and Hammel","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktts","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktts/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktv9","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktv9_1703118_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_086.tif","1976","1976","1 slide","Artist: Manuel Cruz","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktv9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktv9/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktwt","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktwt_1703301_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by J.D. Rodriguez","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_103.tif","1975","1975","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktwt","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktwt/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktxb","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktxb_1702708_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Los Compadres Club","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_024.tif","1975","1975","1 slide","Los Compadres ClubGage and Hammel","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktxb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktxb/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025ktzv","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025ktzv_1703363_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Ramona Gardens","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_131.tif","1975","1975","1 slide","Ramona GardensArtist: Ismael Cazares","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ktzv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ktzv/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025kv0v","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025kv0v_1702711_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","Los Compadres Club","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_025.tif","1975","1975","1 slide","Los Compadres ClubGage and Hammel","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kv0v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kv0v/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025kv1c","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025kv1c_1703133_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","""Untitled"" by Manuel Cruz","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_087.tif","1976","1976","1 slide","","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kv1c","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kv1c/manifest"
"Tovar (Nancy) Murals of East LA Collection","ark:/21198/zz0025kv2w","ark:/21198/zz001ndq5p","1","In progress","Work","tovar/masters/21198-zz0025kv2w_1703319_master.tif","","","","still image","copyrighted","","Chicano artists--California--Los Angeles County|~|Chicano archives|~|photography -- Chicano|~|photography -- California -- Los Angeles|~|photography -- Mexican American|~|documentary photography","slides (photographs)","Copyright has been assigned to the UCLA Chicano Studies Research Center. All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.","Y","UCLA Chicano Studies Research Center Library & Archive","UCLA Chicano Studies Research Center Library & Archive","","","","","Tovar, Nancy","","","","East L.A. Mural","Nancy Tovar Murals of East LA Collection","CSRC_MURALS_TOVAR_104.tif","1978","1978","1 slide","Artist: Los Four, Frank Romero","Nancy Tovar Murals of East LA Collection","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kv2w","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kv2w/manifest"
