Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Rights.copyrightStatus,Rights.permission,Language,Type.typeOfResource,Type.genre,Name.repository,Publisher.publisherName,Name.interviewer,Name.interviewee,AltTitle.descriptive,Description.note,Format.extent,Date.normalized,Date.publication,AltTitle.other,Title,Description.abstract,Date.interview,Format.dimensions,Alt ID.local,Date.creation,Format.medium,Alt ID.mp4,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Perlich (Martin) Interview Collection,ark:/21198/zz0025k40q,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k40q-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Druckman, Jacob, 1928-1996","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 24","Produced at KCSN Radio, Los Angeles.",1:39 min.,,,Martin Perlich Interviews,Jacob Druckman,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/0q/21198=zz0025k40q/ark%2B=21198=zz0025k40q.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k40q%2Faudiowaveform.dat,,,99.133333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k40q/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k417,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k417-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Druckman, Jacob, 1928-1996","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 25","Produced at KCSN Radio, Los Angeles.",1:33 min.,,,Martin Perlich Interviews,Jacob Druckman,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/17/21198=zz0025k417/ark%2B=21198=zz0025k417.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k417%2Faudiowaveform.dat,,,93.053333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k417/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k42r,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k42r-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Druckman, Jacob, 1928-1996","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 26","Produced at KCSN Radio, Los Angeles.",1:36 min.,,,Martin Perlich Interviews,Jacob Druckman,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/2r/21198=zz0025k42r/ark%2B=21198=zz0025k42r.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k42r%2Faudiowaveform.dat,,,96.386667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k42r/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k438,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k438-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Bilson, Malcolm","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 27","Produced at KCSN Radio, Los Angeles.",1:38 min.,,,Martin Perlich Interviews,Malcolm Bilson,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/38/21198=zz0025k438/ark%2B=21198=zz0025k438.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k438%2Faudiowaveform.dat,,,98.493333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k438/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k44s,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k44s-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Bilson, Malcolm","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 28","Produced at KCSN Radio, Los Angeles.",1:29 min.,,,Martin Perlich Interviews,Malcolm Bilson,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/4s/21198=zz0025k44s/ark%2B=21198=zz0025k44s.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k44s%2Faudiowaveform.dat,,,88.866667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k44s/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k459,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k459-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Bilson, Malcolm","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 29","Produced at KCSN Radio, Los Angeles.",1:31 min.,,,Martin Perlich Interviews,Malcolm Bilson,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/59/21198=zz0025k459/ark%2B=21198=zz0025k459.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k459%2Faudiowaveform.dat,,,91.346667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k459/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k46t,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k46t-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Bilson, Malcolm","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 30","Produced at KCSN Radio, Los Angeles.",1:40 min.,,,Martin Perlich Interviews,Malcolm Bilson,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/6t/21198=zz0025k46t/ark%2B=21198=zz0025k46t.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k46t%2Faudiowaveform.dat,,,99.666667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k46t/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k47b,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k47b-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Bilson, Malcolm","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 31","Produced at KCSN Radio, Los Angeles.",1:32 min.,,,Martin Perlich Interviews,Malcolm Bilson,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/7b/21198=zz0025k47b/ark%2B=21198=zz0025k47b.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k47b%2Faudiowaveform.dat,,,91.64,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k47b/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k48v,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k48v-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Lutosławski, Witold, 1913-1994","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 32","Produced at KCSN Radio, Los Angeles.",1:40 min.,,,Martin Perlich Interviews,Witold Lutoslawski,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/8v/21198=zz0025k48v/ark%2B=21198=zz0025k48v.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k48v%2Faudiowaveform.dat,,,99.533333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k48v/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k49c,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k49c-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Lutosławski, Witold, 1913-1994","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 33","Produced at KCSN Radio, Los Angeles.",1:38 min.,,,Martin Perlich Interviews,Witold Lutoslawski,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/9c/21198=zz0025k49c/ark%2B=21198=zz0025k49c.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k49c%2Faudiowaveform.dat,,,98.253333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k49c/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4bw,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4bw-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Lutosławski, Witold, 1913-1994","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 34","Produced at KCSN Radio, Los Angeles.",1:38 min.,,,Martin Perlich Interviews,Witold Lutoslawski,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/bw/21198=zz0025k4bw/ark%2B=21198=zz0025k4bw.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4bw%2Faudiowaveform.dat,,,98.493333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4bw/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4cd,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4cd-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Lutosławski, Witold, 1913-1994","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 35","Produced at KCSN Radio, Los Angeles.",1:31 min.,,,Martin Perlich Interviews,Witold Lutoslawski,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/cd/21198=zz0025k4cd/ark%2B=21198=zz0025k4cd.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4cd%2Faudiowaveform.dat,,,91.186667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4cd/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4dx,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4dx-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Lutosławski, Witold, 1913-1994","Martin Perlich Collection, Martin Perlich Interviews, CD 4, Track 36","Produced at KCSN Radio, Los Angeles.",2:11 min.,,,Martin Perlich Interviews,Witold Lutoslawski,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/dx/21198=zz0025k4dx/ark%2B=21198=zz0025k4dx.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4dx%2Faudiowaveform.dat,,,131.2,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4dx/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4ff,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4ff-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Nimoy, Leonard","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 2","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-12-15,"December 15, 2003",Martin Perlich Interviews,Leonard Nimoy,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/ff/21198=zz0025k4ff/ark%2B=21198=zz0025k4ff.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4ff%2Faudiowaveform.dat,,,120.784331,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4ff/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4gz,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4gz-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Nimoy, Leonard","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 3","Produced at KCSN Radio, Los Angeles.",2:00 min.,2003-12-16,"December 16, 2003",Martin Perlich Interviews,Leonard Nimoy,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/gz/21198=zz0025k4gz/ark%2B=21198=zz0025k4gz.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4gz%2Faudiowaveform.dat,,,120.28,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4gz/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4hg,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4hg-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Nimoy, Leonard","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 4","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-12-17,"December 17, 2003",Martin Perlich Interviews,Leonard Nimoy,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/hg/21198=zz0025k4hg/ark%2B=21198=zz0025k4hg.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4hg%2Faudiowaveform.dat,,,121.106667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4hg/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4j0,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4j0-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Nimoy, Leonard","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 5","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-12-18,"December 18, 2003",Martin Perlich Interviews,Leonard Nimoy,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/j0/21198=zz0025k4j0/ark%2B=21198=zz0025k4j0.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4j0%2Faudiowaveform.dat,,,120.733333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4j0/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4kh,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4kh-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Nimoy, Leonard","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 6","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-12-19,"December 19, 2003",Martin Perlich Interviews,Leonard Nimoy,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/kh/21198=zz0025k4kh/ark%2B=21198=zz0025k4kh.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4kh%2Faudiowaveform.dat,,,121.4,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4kh/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4m1,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4m1-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","O’Dette, Paul, 1954-","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 7","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-12-22,"December 22, 2003",Martin Perlich Interviews,Paul O'Dette,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/m1/21198=zz0025k4m1/ark%2B=21198=zz0025k4m1.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4m1%2Faudiowaveform.dat,,,121.506667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4m1/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4nj,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4nj-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","O’Dette, Paul, 1954-","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 8","Produced at KCSN Radio, Los Angeles.",02m 15s,2003-12-23,"december 23, 2003",Martin Perlich Interviews,Paul O'Dette,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/nj/21198=zz0025k4nj/ark%2B=21198=zz0025k4nj.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4nj%2Faudiowaveform.dat,,,135.64,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4nj/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4p2,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4p2-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","O’Dette, Paul, 1954-","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 9","Produced at KCSN Radio, Los Angeles.",2:09 min.,2003-12-24,"December 24, 2003",Martin Perlich Interviews,Paul O'Dette,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/p2/21198=zz0025k4p2/ark%2B=21198=zz0025k4p2.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4p2%2Faudiowaveform.dat,,,128.546667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4p2/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4qk,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4qk-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","O’Dette, Paul, 1954-","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 10","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-12-25,"December 25, 2003",Martin Perlich Interviews,Paul O'Dette,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/qk/21198=zz0025k4qk/ark%2B=21198=zz0025k4qk.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4qk%2Faudiowaveform.dat,,,121.16,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4qk/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4r3,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4r3-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","O’Dette, Paul, 1954-","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 11","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-12-26,"December 26, 2003",Martin Perlich Interviews,Paul O'Dette,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/r3/21198=zz0025k4r3/ark%2B=21198=zz0025k4r3.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4r3%2Faudiowaveform.dat,,,121.346667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4r3/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4sm,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4sm-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Rózsa, Miklós, 1907-1995","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 12","Produced at KCSN Radio, Los Angeles.",2:02 min.,2003-12-29,"December 29, 2003",Martin Perlich Interviews,Miklós  Rózsa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/sm/21198=zz0025k4sm/ark%2B=21198=zz0025k4sm.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4sm%2Faudiowaveform.dat,,,121.693333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4sm/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4t4,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4t4-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Rózsa, Miklós, 1907-1995","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 13","Produced at KCSN Radio, Los Angeles.",2:01 min.,2003-12-30,"December 30, 2003",Martin Perlich Interviews,Miklós  Rózsa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/t4/21198=zz0025k4t4/ark%2B=21198=zz0025k4t4.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4t4%2Faudiowaveform.dat,,,121.186667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4t4/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4vn,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4vn-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Rózsa, Miklós, 1907-1995","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 14","Produced at KCSN Radio, Los Angeles.",2:00 min.,2003-12-31,"December 31, 2003",Martin Perlich Interviews,Miklós Rózsa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/vn/21198=zz0025k4vn/ark%2B=21198=zz0025k4vn.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4vn%2Faudiowaveform.dat,,,119.64,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4vn/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4w5,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4w5-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Rózsa, Miklós, 1907-1995","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 15","Produced at KCSN Radio, Los Angeles.",2:01 min.,2004-01-01,"January 1, 2004",Martin Perlich Interviews,Miklós Rózsa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/w5/21198=zz0025k4w5/ark%2B=21198=zz0025k4w5.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4w5%2Faudiowaveform.dat,,,121.293333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4w5/manifest
Perlich (Martin) Interview Collection,ark:/21198/zz0025k4xp,ark:/21198/zz0025k1n3,2,Completed,Work,perlich/audio/21198-zz0025k4xp-1-master.wav,,,,,,copyrighted,Y,,sound recording-nonmusical,interviews,"University of California, Los Angeles. Library. Performing Arts Special Collections","KCSN (Radio station : Los Angeles, Calif.)","Perlich, Martin","Rózsa, Miklós, 1907-1995","Martin Perlich Collection, Martin Perlich Interviews, CD 5, Track 16","Produced at KCSN Radio, Los Angeles.",2:00 min.,2004-01-02,"January 2, 2004",Martin Perlich Interviews,Miklós Rózsa,,,,,,,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:perlich/pairtree_root/21/19/8=/zz/00/25/k4/xp/21198=zz0025k4xp/ark%2B=21198=zz0025k4xp.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4xp%2Faudiowaveform.dat,,,120.493333,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025k4xp/manifest
