"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","Description.tableOfContents","JSON","Metadata Only","Conceptual Work","Bucketeer State","IIIF Access URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strk1","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0068.tif","68","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0068","page 67","v","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0068.jpg","1147_0184_0068.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strk1"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0068.tif"", ""Item Sequence"": ""68"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0068"", ""Title"": ""page 67"", ""Relation.rectoVerso"": ""v"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0068.jpg"", ""masterImageName"": ""1147_0184_0068.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strk1"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strmj","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0069.tif","69","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0069","page 68","r","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0069.jpg","1147_0184_0069.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strmj"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0069.tif"", ""Item Sequence"": ""69"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0069"", ""Title"": ""page 68"", ""Relation.rectoVerso"": ""r"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0069.jpg"", ""masterImageName"": ""1147_0184_0069.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strmj"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strn2","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0070.tif","70","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0070","page 69","v","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0070.jpg","1147_0184_0070.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strn2"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0070.tif"", ""Item Sequence"": ""70"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0070"", ""Title"": ""page 69"", ""Relation.rectoVerso"": ""v"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0070.jpg"", ""masterImageName"": ""1147_0184_0070.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strn2"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strpk","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0071.tif","71","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0071","page 70","r","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0071.jpg","1147_0184_0071.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strpk"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0071.tif"", ""Item Sequence"": ""71"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0071"", ""Title"": ""page 70"", ""Relation.rectoVerso"": ""r"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0071.jpg"", ""masterImageName"": ""1147_0184_0071.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strpk"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strq3","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0072.tif","72","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0072","page 71","v","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0072.jpg","1147_0184_0072.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strq3"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0072.tif"", ""Item Sequence"": ""72"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0072"", ""Title"": ""page 71"", ""Relation.rectoVerso"": ""v"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0072.jpg"", ""masterImageName"": ""1147_0184_0072.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strq3"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strrm","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0073.tif","73","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0073","page 72","r","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0073.jpg","1147_0184_0073.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strrm"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0073.tif"", ""Item Sequence"": ""73"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0073"", ""Title"": ""page 72"", ""Relation.rectoVerso"": ""r"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0073.jpg"", ""masterImageName"": ""1147_0184_0073.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strrm"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strs4","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0074.tif","74","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0074","page 73","v","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0074.jpg","1147_0184_0074.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strs4"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0074.tif"", ""Item Sequence"": ""74"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0074"", ""Title"": ""page 73"", ""Relation.rectoVerso"": ""v"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0074.jpg"", ""masterImageName"": ""1147_0184_0074.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strs4"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strtn","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0075.tif","75","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0075","page 74","r","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0075.jpg","1147_0184_0075.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strtn"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0075.tif"", ""Item Sequence"": ""75"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0075"", ""Title"": ""page 74"", ""Relation.rectoVerso"": ""r"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0075.jpg"", ""masterImageName"": ""1147_0184_0075.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strtn"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strv5","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0076.tif","76","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0076","page 75","v","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0076.jpg","1147_0184_0076.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strv5"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0076.tif"", ""Item Sequence"": ""76"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0076"", ""Title"": ""page 75"", ""Relation.rectoVerso"": ""v"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0076.jpg"", ""masterImageName"": ""1147_0184_0076.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strv5"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strwp","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0077.tif","77","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0077","page 76","r","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0077.jpg","1147_0184_0077.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strwp"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0077.tif"", ""Item Sequence"": ""77"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0077"", ""Title"": ""page 76"", ""Relation.rectoVerso"": ""r"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0077.jpg"", ""masterImageName"": ""1147_0184_0077.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strwp"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strx6","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0078.tif","78","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0078","page 77","v","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0078.jpg","1147_0184_0078.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strx6"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0078.tif"", ""Item Sequence"": ""78"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0078"", ""Title"": ""page 77"", ""Relation.rectoVerso"": ""v"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0078.jpg"", ""masterImageName"": ""1147_0184_0078.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strx6"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz000strzq","ark:/21198/zz000stp4b","7","Completed","Page","minasian/masters/0184/0184_0079.tif","79","","","","","","","pd","","","","","","","","","","","","Arabic","","","0184_0079","page 78","r","Caro Minasian Collection of Persian and Arabic Manuscripts, 0184","","","","","","","","","","","","","","","","","","","0184_0079.jpg","1147_0184_0079.tif","","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz000strzq"", ""Parent ARK"": ""ark:/21198/zz000stp4b"", ""Item Status ID"": ""7"", ""Item Status"": ""Needs Review"", ""Object Type"": ""ChildWork"", ""File Name"": ""minasian/masters/0184/0184_0079.tif"", ""Item Sequence"": ""79"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": ""Arabic"", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""0184_0079"", ""Title"": ""page 78"", ""Relation.rectoVerso"": ""r"", ""Source"": ""Caro Minasian Collection of Persian and Arabic Manuscripts, 0184"", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""0184_0079.jpg"", ""masterImageName"": ""1147_0184_0079.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000strzq"
