"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz000sg2jc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2jc-1-master.tif","","","245","","","text","","","","","","Page 197","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2jc"
"Picart (Bernard) Collection","ark:/21198/zz000sg2kw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2kw-1-master.tif","","","246","","","text","","","","","","Page 198","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2kw"
"Picart (Bernard) Collection","ark:/21198/zz000sg2md","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2md-1-master.tif","","","247","","","text","","","","","","Page 199","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2md"
"Picart (Bernard) Collection","ark:/21198/zz000sg2nx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2nx-1-master.tif","","","248","","","text","","","","","","Page 200","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2nx"
"Picart (Bernard) Collection","ark:/21198/zz000sg2pf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2pf-1-master.tif","","","249","","","text","","","","","","Page 201","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2pf"
"Picart (Bernard) Collection","ark:/21198/zz000sg2qz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2qz-1-master.tif","","","250","","","text","","","","","","Page 202","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2qz"
"Picart (Bernard) Collection","ark:/21198/zz000sg2rg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2rg-1-master.tif","","","251","","","text","","","","","","Page 203","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2rg"
"Picart (Bernard) Collection","ark:/21198/zz000sg2s0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2s0-1-master.tif","","","252","","","text","","","","","","Page 204","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2s0"
"Picart (Bernard) Collection","ark:/21198/zz000sg2th","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2th-1-master.tif","","","253","","","text","","","","","","Page 205","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2th"
"Picart (Bernard) Collection","ark:/21198/zz000sg2v1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2v1-1-master.tif","","","254","","","text","","","","","","Page 206","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2v1"
"Picart (Bernard) Collection","ark:/21198/zz000sg2wj","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2wj-1-master.tif","","","255","","","text","","","","","","Page 207","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2wj"
"Picart (Bernard) Collection","ark:/21198/zz000sg2x2","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2x2-1-master.tif","","","256","","","text","","","","","","Page 208","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2x2"
"Picart (Bernard) Collection","ark:/21198/zz000sg2zk","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg2zk-1-master.tif","","","257","","","text","","","","","","Page 208a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg2zk"
"Picart (Bernard) Collection","ark:/21198/zz000sg30k","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg30k-1-master.tif","","","258","","","still image","","","","","","Les DIEUX des CHINOIS.","v","","Les DIEUX des CHINOIS.tirés de la Chine KIRCHER.D.D.D. Philosphes..} mis au rang des Dieux.E. Capitaine............ }F. Dragon.G.H. Divinités du second ordre.I.K.L.M. Divinités du troisieme ordre, qui gouvernent les choses sublunaires.","Page 208b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg30k"
"Picart (Bernard) Collection","ark:/21198/zz000sg313","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg313-1-master.tif","","","259","","","text","","","","","","Page 208c","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg313"
"Picart (Bernard) Collection","ark:/21198/zz000sg32m","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg32m-1-master.tif","","","260","","","still image","","","","","","IDOLE que les CHINOIS appellant, le DIEU de L'IMMORTALITÉ, et qu'ils disent presider à leur FORTUNE.","v","","IDOLE que les CHINOIS appellant, le DIEU de L'IMMORTALITÉ, et qu'ils disent presider à leur FORTUNE.A. FO-TEK, ou NINIFO. B. KIN-GAN génie tutelaire que les JESUITES nomment aussi CHIN-HOAN.CHIN-HOAN Dieu tutelaire de la CHINE.DIVINITÉ que les AMBASSADEURS HOLLANDOIS nomment LINCING dans leurs RELATIONS.B. Picart del. et sculp. dir. 1728.","Page 208d","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg32m"
"Picart (Bernard) Collection","ark:/21198/zz000sg334","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg334-1-master.tif","","","261","","","text","","","","","","Page 209","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg334"
"Picart (Bernard) Collection","ark:/21198/zz000sg34n","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg34n-1-master.tif","","","262","","","text","","","","","","Page 210","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg34n"
"Picart (Bernard) Collection","ark:/21198/zz000sg355","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg355-1-master.tif","","","263","","","text","","","","","","Page 211","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg355"
"Picart (Bernard) Collection","ark:/21198/zz000sg36p","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg36p-1-master.tif","","","264","","","text","","","","","","Page 212","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg36p"
"Picart (Bernard) Collection","ark:/21198/zz000sg376","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg376-1-master.tif","","","265","","","text","","","","","","Page 213","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg376"
"Picart (Bernard) Collection","ark:/21198/zz000sg38q","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg38q-1-master.tif","","","266","","","text","","","","","","Page 214","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg38q"
"Picart (Bernard) Collection","ark:/21198/zz000sg397","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg397-1-master.tif","","","267","","","text","","","","","","Page 215","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg397"
"Picart (Bernard) Collection","ark:/21198/zz000sg3br","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3br-1-master.tif","","","268","","","text","","","","","","Page 216","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3br"
"Picart (Bernard) Collection","ark:/21198/zz000sg3c8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3c8-1-master.tif","","","269","","","text","","","","","","Page 217","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3c8"
"Picart (Bernard) Collection","ark:/21198/zz000sg3ds","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3ds-1-master.tif","","","270","","","text","","","","","","Page 218","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3ds"
"Picart (Bernard) Collection","ark:/21198/zz000sg3f9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3f9-1-master.tif","","","271","","","text","","","","","","Page 218a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3f9"
"Picart (Bernard) Collection","ark:/21198/zz000sg3gt","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3gt-1-master.tif","","","272","","","still image","","","","","","PUZZA ou la CYBELE des CHINOIS.","v","","PUZZA ou la CYBELE des CHINOIS.PUZZA sous une forme parallele à ISIS assise sur la Fleur de LOTOS.B. Picart sculp. dir. 1726.","Page 218b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3gt"
"Picart (Bernard) Collection","ark:/21198/zz000sg3hb","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3hb-1-master.tif","","","273","","","text","","","","","","Page 219","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3hb"
"Picart (Bernard) Collection","ark:/21198/zz000sg3jv","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3jv-1-master.tif","","","274","","","text","","","","","","Page 220","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3jv"
"Picart (Bernard) Collection","ark:/21198/zz000sg3kc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3kc-1-master.tif","","","275","","","still image","","","","","","ISIS & OSIRIS, avec la fleur de LOTOS sur la tête sous la figure de SERPENS.","r","","ISIS & OSIRIS, avec la fleur de LOTOS sur la tête sous la figure de SERPENS.ISIS assise sur une Fleur de LOTOS.ISIS allaitant son Fils HORUS.ISIS avec une tête de vache allaitant HORUS.B. Picart sculp. dir. 1727.","Page 220a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3kc"
"Picart (Bernard) Collection","ark:/21198/zz000sg3mw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3mw-1-master.tif","","","276","","","text","","","","","","Page 220b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3mw"
"Picart (Bernard) Collection","ark:/21198/zz000sg3nd","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3nd-1-master.tif","","","277","","","text","","","","","","Page 221","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3nd"
"Picart (Bernard) Collection","ark:/21198/zz000sg3px","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3px-1-master.tif","","","278","","","text","","","","","","Page 222","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3px"
"Picart (Bernard) Collection","ark:/21198/zz000sg3qf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3qf-1-master.tif","","","279","","","still image","","","","","","VITEK ou NINIFO.","r","","VITEK ou NINIFO.MATZOU.B. Picart. Sculp. direx. 1726.","Page 222a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3qf"
"Picart (Bernard) Collection","ark:/21198/zz000sg3rz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3rz-1-master.tif","","","280","","","text","","","","","","Page 222b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3rz"
"Picart (Bernard) Collection","ark:/21198/zz000sg3sg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3sg-1-master.tif","","","281","","","still image","","","","","","QUANTECONG DIVINITÉ CHINOISE que les CHINOIS disent avoir eté leur premier EMPEREUR.","r","","QUANTECONG DIVINITÉ CHINOISE que les CHINOIS disent avoir eté leur premier EMPEREUR.QUONIN DIVINITÉ domestique des CHINOIS.B. Picart del. et sculp. dir. 1726.","Page 222c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3sg"
"Picart (Bernard) Collection","ark:/21198/zz000sg3t0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3t0-1-master.tif","","","282","","","text","","","","","","Page 222d","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3t0"
"Picart (Bernard) Collection","ark:/21198/zz000sg3vh","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3vh-1-master.tif","","","283","","","text","","","","","","Page 223","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3vh"
"Picart (Bernard) Collection","ark:/21198/zz000sg3w1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3w1-1-master.tif","","","284","","","text","","","","","","Page 224","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3w1"
"Picart (Bernard) Collection","ark:/21198/zz000sg3xj","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3xj-1-master.tif","","","285","","","text","","","","","","Page 225","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3xj"
"Picart (Bernard) Collection","ark:/21198/zz000sg3z2","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg3z2-1-master.tif","","","286","","","text","","","","","","Page 226","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg3z2"
"Picart (Bernard) Collection","ark:/21198/zz000sg402","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg402-1-master.tif","","","287","","","still image","","","","","","RELIGIEUX en noir avec un CHAPELET à la façon des CATHOLIQUES.","r","","RELIGIEUX en noir avec un CHAPELET à la façon des CATHOLIQUES.RELIGIEUX mendiant Chinois.RELIGIEUX CHINOIS avec leurs CHAPELETS.GUEUX devot à qui l'on a formé la tête en pointe.","Page 226a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg402"
"Picart (Bernard) Collection","ark:/21198/zz000sg41k","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg41k-1-master.tif","","","288","","","text","","","","","","Page 226b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg41k"
"Picart (Bernard) Collection","ark:/21198/zz000sg423","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg423-1-master.tif","","","289","","","still image","","","","","","LAMAS Prêtres des TARTARES.","r","","LAMAS Prêtres des TARTARES.A. PRÊTRES MENDIANS de la CHINE. B. Chatiment d'un PRÊTRE impudique.C. Punition d'un autre pour avoir abandonné la vie Monastique.B. Picart sculp. dir. 1728.","Page 226c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg423"
"Picart (Bernard) Collection","ark:/21198/zz000sg43m","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg43m-1-master.tif","","","290","","","text","","","","","","Page 226d","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg43m"
"Picart (Bernard) Collection","ark:/21198/zz000sg444","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg444-1-master.tif","","","291","","","text","","","","","","Page 227","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg444"
