"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","viewingHint","Text direction","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.PageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz000sg596","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg596-1-master.tif","","","325","","","text","","","","","","Page 253","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg596"
"Picart (Bernard) Collection","ark:/21198/zz000sg5bq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5bq-1-master.tif","","","326","","","text","","","","","","Page 254","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5bq"
"Picart (Bernard) Collection","ark:/21198/zz000sg5c7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5c7-1-master.tif","","","327","","","text","","","","","","Page 255","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5c7"
"Picart (Bernard) Collection","ark:/21198/zz000sg5dr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5dr-1-master.tif","","","328","","","text","","","","","","Page 256","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5dr"
"Picart (Bernard) Collection","ark:/21198/zz000sg5f8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5f8-1-master.tif","","","329","","","text","","","","","","Page 257","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5f8"
"Picart (Bernard) Collection","ark:/21198/zz000sg5gs","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5gs-1-master.tif","","","330","","","text","","","","","","Page 258","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5gs"
"Picart (Bernard) Collection","ark:/21198/zz000sg5h9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5h9-1-master.tif","","","331","","","text","","","","","","Page 259","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5h9"
"Picart (Bernard) Collection","ark:/21198/zz000sg5jt","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5jt-1-master.tif","","","332","","","text","","","","","","Page 260","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5jt"
"Picart (Bernard) Collection","ark:/21198/zz000sg5kb","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5kb-1-master.tif","","","333","","","text","","","","","","Page 261","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5kb"
"Picart (Bernard) Collection","ark:/21198/zz000sg5mv","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5mv-1-master.tif","","","334","","","text","","","","","","Page 262","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5mv"
"Picart (Bernard) Collection","ark:/21198/zz000sg5nc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5nc-1-master.tif","","","335","","","text","","","","","","Page 263","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5nc"
"Picart (Bernard) Collection","ark:/21198/zz000sg5pw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5pw-1-master.tif","","","336","","","text","","","","","","Page 264","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5pw"
"Picart (Bernard) Collection","ark:/21198/zz000sg5qd","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5qd-1-master.tif","","","337","","","text","","","","","","Page 264a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5qd"
"Picart (Bernard) Collection","ark:/21198/zz000sg5rx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5rx-1-master.tif","","","338","","","still image","","","","","","CONVOI FUNEBRE d'un GRAND de la CHINE.","v","","CONVOI FUNEBRE d'un GRAND de la CHINE.B. Picart sculp. direxit 1729.","Page 264b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5rx"
"Picart (Bernard) Collection","ark:/21198/zz000sg5sf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5sf-1-master.tif","","","339","","","still image","","","","","","CONVOI FUNEBRE d'un GRAND de la CHINE.","r","","CONVOI FUNEBRE d'un GRAND de la CHINE.B. Picart sculp. direxit 1729.","Page 264c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5sf"
"Picart (Bernard) Collection","ark:/21198/zz000sg5tz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5tz-1-master.tif","","","340","","","text","","","","","","Page 264d","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5tz"
"Picart (Bernard) Collection","ark:/21198/zz000sg5vg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5vg-1-master.tif","","","341","","","text","","","","","","Page 265","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5vg"
"Picart (Bernard) Collection","ark:/21198/zz000sg5w0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5w0-1-master.tif","","","342","","","text","","","","","","Page 266","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5w0"
"Picart (Bernard) Collection","ark:/21198/zz000sg5xh","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5xh-1-master.tif","","","343","","","text","","","","","","Page 267","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5xh"
"Picart (Bernard) Collection","ark:/21198/zz000sg5z1","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg5z1-1-master.tif","","","344","","","text","","","","","","Page 268","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg5z1"
"Picart (Bernard) Collection","ark:/21198/zz000sg601","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg601-1-master.tif","","","345","","","text","","","","","","Page 269","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg601"
"Picart (Bernard) Collection","ark:/21198/zz000sg61j","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg61j-1-master.tif","","","346","","","text","","","","","","Page 270","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg61j"
"Picart (Bernard) Collection","ark:/21198/zz000sg622","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg622-1-master.tif","","","347","","","text","","","","","","Page 271","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg622"
"Picart (Bernard) Collection","ark:/21198/zz000sg63k","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg63k-1-master.tif","","","348","","","text","","","","","","Page 272","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg63k"
"Picart (Bernard) Collection","ark:/21198/zz000sg643","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg643-1-master.tif","","","349","","","text","","","","","","Page 273","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg643"
"Picart (Bernard) Collection","ark:/21198/zz000sg65m","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg65m-1-master.tif","","","350","","","text","","","","","","Page 274","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg65m"
"Picart (Bernard) Collection","ark:/21198/zz000sg664","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg664-1-master.tif","","","351","","","text","","","","","","Page 275","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg664"
"Picart (Bernard) Collection","ark:/21198/zz000sg67n","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg67n-1-master.tif","","","352","","","text","","","","","","Page 276","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg67n"
"Picart (Bernard) Collection","ark:/21198/zz000sg685","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg685-1-master.tif","","","353","","","text","","","","","","Page 277","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg685"
"Picart (Bernard) Collection","ark:/21198/zz000sg69p","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg69p-1-master.tif","","","354","","","text","","","","","","Page 278","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg69p"
"Picart (Bernard) Collection","ark:/21198/zz000sg6b6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg6b6-1-master.tif","","","355","","","text","","","","","","Page 279","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg6b6"
"Picart (Bernard) Collection","ark:/21198/zz000sg6cq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg6cq-1-master.tif","","","356","","","text","","","","","","Page 280","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg6cq"
"Picart (Bernard) Collection","ark:/21198/zz000sg6d7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg6d7-1-master.tif","","","357","","","text","","","","","","Page 281","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg6d7"
"Picart (Bernard) Collection","ark:/21198/zz000sg6fr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg6fr-1-master.tif","","","358","","","text","","","","","","Page 282","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg6fr"
"Picart (Bernard) Collection","ark:/21198/zz000sg6g8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg6g8-1-master.tif","","","359","","","text","","","","","","Page 283","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg6g8"
"Picart (Bernard) Collection","ark:/21198/zz000sg6hs","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg6hs-1-master.tif","","","360","","","text","","","","","","Page 284","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg6hs"
"Picart (Bernard) Collection","ark:/21198/zz000sg7dq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7dq-1-master.tif","","","361","","","text","","","","","","Page 285","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7dq"
"Picart (Bernard) Collection","ark:/21198/zz000sg7f7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7f7-1-master.tif","","","362","","","text","","","","","","Page 286","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7f7"
"Picart (Bernard) Collection","ark:/21198/zz000sg7gr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7gr-1-master.tif","","","363","","","text","","","","","","Page 287","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7gr"
"Picart (Bernard) Collection","ark:/21198/zz000sg7h8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7h8-1-master.tif","","","364","","","text","","","","","","Page 288","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7h8"
"Picart (Bernard) Collection","ark:/21198/zz000sg7js","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7js-1-master.tif","","","365","","","text","","","","","","Page 289","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7js"
"Picart (Bernard) Collection","ark:/21198/zz000sg7k9","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7k9-1-master.tif","","","366","","","text","","","","","","Page 290","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7k9"
"Picart (Bernard) Collection","ark:/21198/zz000sg7mt","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7mt-1-master.tif","","","367","","","text","","","","","","Page 291","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7mt"
"Picart (Bernard) Collection","ark:/21198/zz000sg7nb","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7nb-1-master.tif","","","368","","","text","","","","","","Page 292","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7nb"
"Picart (Bernard) Collection","ark:/21198/zz000sg7pv","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7pv-1-master.tif","","","369","","","text","","","","","","Page 293","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7pv"
"Picart (Bernard) Collection","ark:/21198/zz000sg7qc","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7qc-1-master.tif","","","370","","","text","","","","","","Page 294","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7qc"
"Picart (Bernard) Collection","ark:/21198/zz000sg7rw","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7rw-1-master.tif","","","371","","","text","","","","","","Page 295","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7rw"
"Picart (Bernard) Collection","ark:/21198/zz000sg7sd","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7sd-1-master.tif","","","372","","","text","","","","","","Page 296","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7sd"
"Picart (Bernard) Collection","ark:/21198/zz000sg7tx","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7tx-1-master.tif","","","373","","","text","","","","","","Page 297","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7tx"
"Picart (Bernard) Collection","ark:/21198/zz000sg7vf","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7vf-1-master.tif","","","374","","","text","","","","","","Page 298","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7vf"
"Picart (Bernard) Collection","ark:/21198/zz000sg7wz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7wz-1-master.tif","","","375","","","still image","","","","","","TIEDEBAIK DIVINITÉ du JAPON.","r","","TIEDEBAIK DIVINITÉ du JAPON.AMIDA DIVINITÉ du JAPON.Autre representation d'AMIDA, et diverses manieres de se NOYER a son honneur.B. Picart sculp. dir. 1724.","Page 298a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7wz"
"Picart (Bernard) Collection","ark:/21198/zz000sg7xg","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7xg-1-master.tif","","","376","","","text","","","","","","Page 298b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7xg"
"Picart (Bernard) Collection","ark:/21198/zz000sg7z0","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg7z0-1-master.tif","","","377","","","text","","","","","","Page 299","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg7z0"
"Picart (Bernard) Collection","ark:/21198/zz000sg800","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg800-1-master.tif","","","378","","","text","","","","","","Page 300","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg800"
"Picart (Bernard) Collection","ark:/21198/zz000sg81h","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg81h-1-master.tif","","","379","","","still image","","","","","","PAGODE de CANON.","r","","PAGODE de CANON.CANON DIVINITÉ du JAPON.Autre REPRESENTATION de CANON.XANTAI DIVINITÉ du JAPON.B. Picart sculp. dir. 1724.","Page 300a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg81h"
"Picart (Bernard) Collection","ark:/21198/zz000sg821","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz000sg821-1-master.tif","","","380","","","text","","","","","","Page 300b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000sg821"
"Picart (Bernard) Collection","ark:/21198/zz0013x5zz","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x5zz-1-master.tif","","","381","","","text","","","","","","Page 300c","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x5zz"
"Picart (Bernard) Collection","ark:/21198/zz0013x60z","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x60z-1-master.tif","","","382","","","still image","","","","","","TORANGA DIVINITÉ du JAPON.","v","","TORANGA DIVINITÉ du JAPON.La PAGODE de TORANGA.PRÉDICATEUR Japonois.B. Picart sculp. dir 1724.","Page 300d","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x60z"
"Picart (Bernard) Collection","ark:/21198/zz0013x61g","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x61g-1-master.tif","","","383","","","text","","","","","","Page 301","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x61g"
"Picart (Bernard) Collection","ark:/21198/zz0013x620","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x620-1-master.tif","","","384","","","text","","","","","","Page 302","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x620"
"Picart (Bernard) Collection","ark:/21198/zz0013x63h","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x63h-1-master.tif","","","385","","","still image","","","","","","La DIVINITÉ SUPREME qui a CREË le monde suivant les Japonois.","r","","La DIVINITÉ SUPREME qui a CREË le monde suivant les Japonois.XACA autre DIVINITÉ du JAPON.La PAGODE des SINGES.B. Picart sculp. dir. 1724.","Page 302a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x63h"
"Picart (Bernard) Collection","ark:/21198/zz0013x641","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x641-1-master.tif","","","386","","","text","","","","","","Page 302b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x641"
"Picart (Bernard) Collection","ark:/21198/zz0013x65j","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x65j-1-master.tif","","","387","","","text","","","","","","Page 303","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x65j"
"Picart (Bernard) Collection","ark:/21198/zz0013x662","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x662-1-master.tif","","","388","","","text","","","","","","Page 304","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x662"
"Picart (Bernard) Collection","ark:/21198/zz0013x67k","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x67k-1-master.tif","","","389","","","still image","","","","","","A. KIRIN des Chinois. B. KIRIN des Japonois.","r","","A. KIRIN des Chinois. B. KIRIN des Japonois.TATS DRAGONS des Chinois et des Japonois.BANIERES Imperiales, et MARQUES d'honneur que l'EMPEREUR accorde aux GRANS. Voi. p. 317.A. FOO ou PHOENIX des Chinois.B. FOO ou PHOENIX des Japonois.d'apres les originaux du Japon.","Page 304a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x67k"
"Picart (Bernard) Collection","ark:/21198/zz0013x683","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x683-1-master.tif","","","390","","","text","","","","","","Page 304b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x683"
"Picart (Bernard) Collection","ark:/21198/zz0013x69m","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x69m-1-master.tif","","","391","","","text","","","","","","Page 305","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x69m"
"Picart (Bernard) Collection","ark:/21198/zz0013x6b4","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6b4-1-master.tif","","","392","","","text","","","","","","Page 306","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6b4"
"Picart (Bernard) Collection","ark:/21198/zz0013x6cn","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6cn-1-master.tif","","","393","","","still image","","","","","","La PAGODE du TAUREAU.","r","","La PAGODE du TAUREAU.La PAGODE de DAYBOT.DAYBOT Divinité Japonoise.B. Picart sculp. dir. 1724.","Page 306a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6cn"
"Picart (Bernard) Collection","ark:/21198/zz0013x6d5","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6d5-1-master.tif","","","394","","","text","","","","","","Page 306b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6d5"
"Picart (Bernard) Collection","ark:/21198/zz0013x6fp","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6fp-1-master.tif","","","395","","","text","","","","","","Page 307","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6fp"
"Picart (Bernard) Collection","ark:/21198/zz0013x6g6","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6g6-1-master.tif","","","396","","","text","","","","","","Page 308","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6g6"
"Picart (Bernard) Collection","ark:/21198/zz0013x6hq","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6hq-1-master.tif","","","397","","","text","","","","","","Page 309","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6hq"
"Picart (Bernard) Collection","ark:/21198/zz0013x6j7","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6j7-1-master.tif","","","398","","","text","","","","","","Page 310","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6j7"
"Picart (Bernard) Collection","ark:/21198/zz0013x6kr","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6kr-1-master.tif","","","399","","","text","","","","","","Page 310a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6kr"
"Picart (Bernard) Collection","ark:/21198/zz0013x6m8","ark:/21198/zz0009pfjk","2","Completed","Page","picart/masters/21198-zz0013x6m8-1-master.tif","","","400","","","still image","","","","","","TEMPLE du JAPON ou il ya mille IDOLES.","v","","TEMPLE du JAPON ou il ya mille IDOLES.B. Picart sculp. dir. 1726.","Page 310b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0013x6m8"
