"Object Type","Title","Local identifier","Item ARK","Parent ARK","File Name","AltTitle.other","collection.physical","Contents note","Date.created","Date.normalized","Description.latitude","Description.longitude","Description.note","Format.dimensions","Format.extent","Format.medium","Resource type","Genre","Language","Name.creator","Named subject","Note","Place of origin","Publisher.publisherName","Repository","Statement of Responsibility","Rights.copyrightStatus","Rights.rightsHolderContact","Subject","Subject geographic","Subject temporal","Bucketeer State","IIIF Access URL"
"Work","Ramakatane archive 1441","A16_Ramakatane_35_10","ark:/21198/z1rb8ws8","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0035_010.tif","","Ramakatane Archive (Lesotho National Museum)","Woman dressed in a long dress and platform shoes standing with one hand on her knee and another on her thigh,  photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb8ws8"
"Work","Ramakatane archive 1442","A16_Ramakatane_38_13","ark:/21198/z1mk8547","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0038_013.tif","","Ramakatane Archive (Lesotho National Museum)","Man wrapped in a blanket folded in half standing, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8547"
"Work","Ramakatane archive 1443","A16_Ramakatane_39_06","ark:/21198/z1gt7dfz","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0039_006.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a see-through tank top and skirt with stylish hem standing with his arms folded, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7dfz"
"Work","Ramakatane archive 1444","A16_Ramakatane_39_07","ark:/21198/z1c26nqj","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0039_007.tif","","Ramakatane Archive (Lesotho National Museum)","Man in shorts with love sewn across his crotch standing in a pose, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26nqj"
"Work","Ramakatane archive 1445","A16_Ramakatane_51_17","ark:/21198/z1795wwg","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0051_017.tif","","Ramakatane Archive (Lesotho National Museum)","Man with a goatee beard standing bare-chested with plasters on his head and shoulder, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795wwg"
"Work","Ramakatane archive 1446","A16_Ramakatane_52_13","ark:/21198/z13j5543","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0052_013.tif","","Ramakatane Archive (Lesotho National Museum)","Man with a small beard wearing a beret and blazer with pocket on the chest seated with one hand in another, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j5543"
"Work","Ramakatane archive 1447","A16_Ramakatane_53_17","ark:/21198/z1zs4nq9","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0053_017.tif","","Ramakatane Archive (Lesotho National Museum)","Woman wearing a turtleneck under a tunic dress with  triangular detailed earrings and her head turned to face the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4nq9"
"Work","Ramakatane archive 1448","A16_Ramakatane_59_16","ark:/21198/z1v42mc5","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0059_016.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in spectacles wearing a sleeveless top and platform sandals squatting and turning a knob on the radiogram, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42mc5"
"Work","Ramakatane archive 1449","A16_Ramakatane_60_16","ark:/21198/z1qc1vqb","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0060_016.tif","","Ramakatane Archive (Lesotho National Museum)","Woman wrapped in a Victorian blanket with her hands covered seated next to man in a pulling up his pants at the thighs, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1vqb"
"Work","Ramakatane archive 1450","A16_Ramakatane_62_07","ark:/21198/z1km1429","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0062_007.tif","","Ramakatane Archive (Lesotho National Museum)","Man in sunglasses wearing a Kaizer Chiefs blazer and standing in a walking pose with his hands in his pockets, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1429"
"Work","Ramakatane archive 1451","A16_Ramakatane_63_01","ark:/21198/z1fv0c8p","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0063_001.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman in a turtleneck dress holding an envelope standing and leaning on a smiling man seated on a chair with his arm around her, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0c8p"
"Work","Ramakatane archive 1452","A16_Ramakatane_79_14","ark:/21198/z1b29mgt","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0079_014.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman with short hair wearing a Seshoeshoe dress and stockings standing with one foot on a stool and her hand rested on her thigh, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29mgt"
"Work","Ramakatane archive 1453","A16_Ramakatane_82_04","ark:/21198/z1698vqn","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0082_004.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a stylish jacket and bell bottom pants standing in a walking pose with his hands formed into fists, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698vqn"
"Work","Ramakatane archive 1454","A16_Ramakatane_82_04a","ark:/21198/z12j8415","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0082_004a.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in a battersby hat wearing a crochet scarf on her shoulders and seated with one hand holding the side of her chair, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j8415"
"Work","Ramakatane archive 1455","A16_Ramakatane_85_06","ark:/21198/z1xw69zs","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0085_006.tif","","Ramakatane Archive (Lesotho National Museum)","Man wrapped in a blanket seated with his legs spread and holding a thin stick between his legs, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw69zs"
"Work","Ramakatane archive 1456","A16_Ramakatane_86_13","ark:/21198/z1t45k9p","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0086_013.tif","","Ramakatane Archive (Lesotho National Museum)","Young boy in a golf hat and tie standing next to a small boulder against a wall, photographed on location","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Boys","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45k9p"
"Work","Ramakatane archive 1457","A16_Ramakatane_87_08","ark:/21198/z1pc4tmd","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0087_008.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in spectacles with jewelry on her hands and neck wearing a tank top and strap under her knees standing with one hand on her her hip and another on the radiogram, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4tmd"
"Work","Ramakatane archive 1458","A16_Ramakatane_88_01","ark:/21198/z1jm42w2","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0088_001.tif","","Ramakatane Archive (Lesotho National Museum)","Bride and groom seated with their elbows touching and hands folded on their laps and smiling at the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm42w2"
"Work","Ramakatane archive 1459","A16_Ramakatane_88_13","ark:/21198/z1dv3b2d","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0088_013.tif","","Ramakatane Archive (Lesotho National Museum)","Toddler dressed in shorts and beret standing in front of a chair and looking confidently into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Children","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv3b2d"
"Work","Ramakatane archive 1460","A16_Ramakatane_89_16","ark:/21198/z1932k9j","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0089_016.tif","","Ramakatane Archive (Lesotho National Museum)","Men in LNBS uniform inspecting flowers in a pot one seated on a stool and another squatting next to him, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932k9j"
"Work","Ramakatane archive 1461","A16_Ramakatane_89_17","ark:/21198/z15b1tnq","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0089_017.tif","","Ramakatane Archive (Lesotho National Museum)","Young man wearing a pompom beanie and checked shirt standing with his hand placed on the thigh of leg raised on a stool, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b1tnq"
"Work","Ramakatane archive 1462","A16_Ramakatane_92_05","ark:/21198/z11n9s9q","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0092_005.tif","","Ramakatane Archive (Lesotho National Museum)","Teen girl wearing a swimming costume and pompom beanie smiling and standing with one hand on her waist and another holding up a peace sign, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9s9q"
"Work","Ramakatane archive 1463","A16_Ramakatane_94_11","ark:/21198/z1ww98xr","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0094_011.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a suit pants and jacket seated with his arm raised on his knee and smiling at teen girl dressed in school uniform seated next to him, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww98xr"
"Work","Ramakatane archive 1464","A16_Ramakatane_95_14","ark:/21198/z1s48j76","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0095_014.tif","","Ramakatane Archive (Lesotho National Museum)","Woman in a Seshoeshoe skirt and Xhosa head wrap style wearing socks in her sandals standing with one hand on her hip and another holding a piece of paper, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48j76"
"Work","Ramakatane archive 1465","A16_Ramakatane_95_17","ark:/21198/z1nc7sfk","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0095_017.tif","","Ramakatane Archive (Lesotho National Museum)","A group of bare-chested men seated close together with two on the floor with their knees raised to support their arms, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc7sfk"
"Work","Ramakatane archive 1466","A16_Ramakatane_98_01","ark:/21198/z1hm71mw","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0098_001.tif","","Ramakatane Archive (Lesotho National Museum)","Woman squatting and covering her mouth and leaning against the leg of her friend seated above her with her hands placed on her knees, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm71mw"
"Work","Ramakatane archive 1467","A16_Ramakatane_99_04","ark:/21198/z1cv68w5","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0099_004.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman with short hair wearing hoop earrings and a striped short sleeve sweater top seated with her hands on her lap and smiling into the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv68w5"
"Work","Ramakatane archive 1468","A16_Ramakatane_101_13","ark:/21198/z1835j72","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0101_013.tif","","Ramakatane Archive (Lesotho National Museum)","Woman holding a leash and her purse, bending down to pet her dog, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835j72"
"Work","Ramakatane archive 1469","A16_Ramakatane_132_16","ark:/21198/z14f3gw6","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0132_016.tif","","Ramakatane Archive (Lesotho National Museum)","Teenage boy in modernised traditional clothes and a Mokorotlo holding up a piece of paper in one hand and a molamu in another standing next to his friend in a beanie and jean also holding a molamu, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3gw6"
"Work","Ramakatane archive 1470","A16_Ramakatane_135_17","ark:/21198/z10p2r7s","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0135_017.tif","","Ramakatane Archive (Lesotho National Museum)","Man in a bucket hat wrapped in a blanket smiling and spreading his arms outwards between two young women with one dressed in school uniform, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2r7s"
"Work","Ramakatane archive 1471","A16_Ramakatane_139_01","ark:/21198/z1vx27sx","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0139_001.tif","","Ramakatane Archive (Lesotho National Museum)","Bride and groom standing and holding hands with the bride hanging her purse on her arm, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx27sx"
"Work","Ramakatane archive 1472","A16_Ramakatane_143_04","ark:/21198/z1r51h01","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0143_004.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman in spectacles wearing a button up dress and headwrap seated with her arms crossed on her lap and gazing upwards, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51h01"
"Work","Ramakatane archive 1473","A16_Ramakatane_144_17","ark:/21198/z1md0r6d","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0144_017.tif","","Ramakatane Archive (Lesotho National Museum)","Man standing and holding open a religious book with one hand raised as if preaching, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0r6d"
"Work","Ramakatane archive 1474","A16_Ramakatane_150_16","ark:/21198/z1gn00g2","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0150_016.tif","","Ramakatane Archive (Lesotho National Museum)","Young woman standing barefoot and wearing a Seshoeshoe crop top and matching skirt with beads across her torso, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn00g2"
"Work","Ramakatane archive 1475","A16_Ramakatane_157_03","ark:/21198/z1bv97v4","ark:/21198/z12r5hwv","Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a16_0157_003.tif","","Ramakatane Archive (Lesotho National Museum)","Man in sunglasses and faded sideburns dressed in a suit jacket and pants and plaid shirt with his mouth slightly opened and looking into the distance, photographed in Mr. M.T. Ramakatane's City Centre Studio","1974","1974","","","","6 x 6cm","1 negative","","still image","black-and-white photographs","","M.T. Ramakatane","","","","","Lesotho National Museum|~|Photography Legacy Project","","copyrighted","https://www.plparchive.com/contact/","Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv97v4"
