Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Resource type,Genre,Language,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Statement of Responsibility,Rights.copyrightStatus,Rights.rightsHolderContact,Subject,Subject geographic,Subject temporal
Work,Ramakatane archive 2260,B1_Ramakatane_01_07,ark:/21198/z1641g60,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_007.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II wrapped up in a Seanamarena and standing with a sheet of paper in his hand next to Prime Minister Leabua Jonathan also wrapped in a blanket, photographed in Thaba Bosiu",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2261,B1_Ramakatane_01_08,ark:/21198/z12c0qft,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_008.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II dressed in his Royal Graduation gown and cap and seated on a sofa with his hands clasped, photographed on location",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2262,B1_Ramakatane_01_09,ark:/21198/z1xm06x2,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_009.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Letsie III waving from the back of a Land Rover Defender during his coronation, photographed at Setsoto Stadium",February 1996,1996-02,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2263,B1_Ramakatane_01_10,ark:/21198/z1st9g7n,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_010.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II at a graduation ceremony next to Vice Chancellor, Prof. Cyril A. Rogers and other academic faculty surrounded by security,  photographed on location",1974,1974,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2264,B1_Ramakatane_01_11,ark:/21198/z1p57dw3,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_011.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II dressed in his Royal cape and crown and giving a speech from the throne, photographed at the Lesotho Parliament",1973,1973,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2265,B1_Ramakatane_01_12,ark:/21198/z1jd6p7p,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_012.tif,,Ramakatane Archive (Lesotho National Museum),"Queen 'Mamohato Bereng Seeiso wearing a diamond necklace with both her hands on one arm of the sofa she is seated in, photographed at the Royal Palace",1972,1972,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2266,B1_Ramakatane_01_13,ark:/21198/z1dn5xhz,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_013.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Letsie III wearing a white short sleeved polo shirt and Seanamarena and seated, photographed on location",1986,1986,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2267,B1_Ramakatane_01_14,ark:/21198/z18w55sm,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_014.tif,,Ramakatane Archive (Lesotho National Museum),"Wedding portrait of His Majesty King Letsie III and Queen 'Masenate Bereng Seeiso with the King's hand on the waist of Her Majesty, photographed at Matsieng Royal Palace",2000,2000,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2268,B1_Ramakatane_01_15,ark:/21198/z1544f0q,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_015.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait headshot of His Majesty King Moshoeshoe II with big vibrant smile on his face, photographed at the Royal Palace",1965,1965,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2269,B1_Ramakatane_01_16,ark:/21198/z11c3p80,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_016.tif,,Ramakatane Archive (Lesotho National Museum),Landscape photograph of Qiloane mountain,1970,1970,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Landscape photography|~|Vernacular photography|~|Independence,,
Work,Ramakatane archive 2270,B1_Ramakatane_01_17,ark:/21198/z1wm35vk,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_017.tif,,Ramakatane Archive (Lesotho National Museum),"Man reading a speech from a piece of paper at a public gathering with Prime Minister Leabua Jonathan, His Majesty King Moshoeshoe II and Queen 'Mamohato seated to the side, photographed at Pitso Ground",1972,1972,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2271,B1_Ramakatane_01_18,ark:/21198/z1rz14gp,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_018.tif,,Ramakatane Archive (Lesotho National Museum),"A procession of men and women dressed in traditional pre colonial animal skin attire led by two men holding melamu leading the group, photographed on location",1970,1970,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2272,B1_Ramakatane_01_19,ark:/21198/z1n60cvm,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_019.tif,,Ramakatane Archive (Lesotho National Museum),"A group of women including Her Majesty the Queen, 'Mamohato Bereng Seeiso, in modern clothing and traditional blankets walking on a runway , photographed at the Royal residence in Matsieng",1969,1969,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2273,B1_Ramakatane_01_20,ark:/21198/z1hd9n56,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_020.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait of Her Majesty Queen 'Mamohato with permed hair and a Mandarin collar blouse, photographed at the Royal Palace",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2274,B1_Ramakatane_01_21,ark:/21198/z1cn8wck,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_021.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II smiling and seated with the Military government and two South African government officials, photographed on location",1986,1986,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2275,B1_Ramakatane_01_22,ark:/21198/z17w84kb,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_022.tif,,Ramakatane Archive (Lesotho National Museum),"A group of four men and a woman dressed in traditional animal skin attire, photographed on location",1970,1970,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men|~|Women,,
Work,Ramakatane archive 2276,B1_Ramakatane_01_23,ark:/21198/z1447cwc,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_023.tif,,Ramakatane Archive (Lesotho National Museum),"Close up portrait of a young  His Majesty King Moshoeshoe II without a beard facing the camera, photographed at the Royal Palace",1960,1960,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2277,B1_Ramakatane_01_24,ark:/21198/z10c6n7z,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_024.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Letsie III smiling in a red Seanamarena and standing surrounded by a group of local chiefs also wrapped up in blankets with a mountain in the backdrop, photographed on location",2007,2007,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2278,B1_Ramakatane_01_25,ark:/21198/z1vq4v2n,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_025.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II and Her Majesty Queen 'Mamohato and the Queen holding Her Royal Highness Princess Constance Christina 'Maseeiso all three with their attention on a the Royal Highness Prince Mohato in shorts, photographed at the Royal Palace",1970,1970,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2279,B1_Ramakatane_01_26,ark:/21198/z1qz43d6,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0001_026.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait of His Majesty King Letsie III as a toddler dressed in a shirt with pocket fold and a bowtie, photographed at the Royal Palace",1968,1968,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2280,B1_Ramakatane_02_01,ark:/21198/z1m63brp,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_001.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait of His Majesty King Moshoeshoe II in a suit and tie, photographed at the Royal Palace",1980,1980,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2281,B1_Ramakatane_02_02,ark:/21198/z1gf2kz2,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_002.tif,,Ramakatane Archive (Lesotho National Museum),Queen 'Mamohato wrapped up in a Seanamarena and holding a walking stick flanked by two women also wrapped in blankets and standing next to the grave of King Moshoeshoe I in Thaba Bosiu,1980,1980,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2282,B1_Ramakatane_02_03,ark:/21198/z1bp1v69,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_003.tif,,Ramakatane Archive (Lesotho National Museum),"Chief Masupha Seeiso in a blanket standing in front of two microphones and giving a speech at public gathering, photographed on location",1970,1970,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2283,B1_Ramakatane_02_04,ark:/21198/z16x13gz,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_004.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II dressed in a short sleeved African shirt design and smiling brightly next to Queen 'Mamohato holding a plate of food and surrounded by other jubilant women, photographed in a house on location",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2284,B1_Ramakatane_02_05,ark:/21198/z1350btf,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_005.tif,,Ramakatane Archive (Lesotho National Museum),"Queen 'Mamohato dressed in an African print dress and matching headwrap in a maternity ward of a hospital and surrounded by her entourage, photographed at a hospital",1970,1970,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2285,B1_Ramakatane_02_06,ark:/21198/z1zg8jnk,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_006.tif,,Ramakatane Archive (Lesotho National Museum),"Young His Majesty King Moshoeshoe II dressed in a suit and tie and standing with his hands clasped on his back in front of a microphone with colonial era whites seated behind him, photographed on location",1960,1960,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2286,B1_Ramakatane_02_07,ark:/21198/z1tq7t1m,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_007.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II walking in a stadium full of spectators flanked by a military official, photographed at Setsoto stadium",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2287,B1_Ramakatane_02_08,ark:/21198/z1pz7298,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_008.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II in his military regalia standing on a platform and reading a script from a paper he's holding by both hands in front of a microphone with Radio Lesotho written on it, photographed on location",1973,1973,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2288,B1_Ramakatane_02_09,ark:/21198/z1k669jd,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_009.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait of His Majesty King Moshoeshoe II looking at the camera, photographed at the Royal Palace",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2289,B1_Ramakatane_02_10,ark:/21198/z1ff5jrs,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_010.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait of His Majesty King Moshoeshoe II in a granddaddy collar shirt and Mokorotlo hat, photographed on location",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2290,B1_Ramakatane_02_11,ark:/21198/z19p4t2x,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_011.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait of princess 'Mathesele, King Moshoeshoe II's sister in a red fedora and blouse with a crucifix around her neck and holding up an umbrella, photographed on location",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2291,B1_Ramakatane_02_12,ark:/21198/z1612rqc,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_012.tif,,Ramakatane Archive (Lesotho National Museum),"Portrait of Chief Mojela Mojela, younger brother of Her Majesty the Queen 'Mamohato Bereng Seeiso, dressed in a suit, photographed on location",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2292,B1_Ramakatane_02_13,ark:/21198/z128211w,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_013.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II walking behind an army of soldiers standing at attention with Prime Minister Leabua Jonathan following closely behind a soldier holding a rapier sword, photographed on location",1965,1965,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2293,B1_Ramakatane_02_14,ark:/21198/z1xh1hnj,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_014.tif,,Ramakatane Archive (Lesotho National Museum),"Colour portrait of His Majesty King Moshoeshoe II in a suit and tie, photographed at the Royal Palace",1980,1980,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2294,B1_Ramakatane_02_15,ark:/21198/z1sr0rxt,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_015.tif,,Ramakatane Archive (Lesotho National Museum),"Mr. Ramakatane's mother in a red wool hat and red tjale pinned below her neck seated with her hands on her lap in front of her grandson Basia Ramakatane in a red sweater with his hand on his hip, photographed at Mr M.T.Ramakatane's studio",1970,1970,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Families,,
Work,Ramakatane archive 2295,B1_Ramakatane_02_16,ark:/21198/z1p00149,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_016.tif,,Ramakatane Archive (Lesotho National Museum),"Uniformed men on horseback dressed in colonial era police clothing and holding flags, photographed in a stadium",1969,1969,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Documentary photography|~|Vernacular photography|~|Independence|~|Men,,
Work,Ramakatane archive 2296,B1_Ramakatane_02_17,ark:/21198/z1j698b4,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_017.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II holding a microphone and speaking in front of his body guard Mr. Ralitapole with his hands on his stomach, photographed on location",1970,1970,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2297,B1_Ramakatane_02_18,ark:/21198/z1df8hnv,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_018.tif,,Ramakatane Archive (Lesotho National Museum),"Bridal couple cutting a cake shaped into the Mokorotlo hat, photographed on location",1970,1970,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,
Work,Ramakatane archive 2298,B1_Ramakatane_02_19,ark:/21198/z18s6g9d,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_019.tif,,Ramakatane Archive (Lesotho National Museum),"His Majesty King Moshoeshoe II holding a piece of paper in one hand a pen in anther while reading from paper placed on the table before him, photographed on location",1986,1986,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2299,B1_Ramakatane_02_20,ark:/21198/z1515qnw,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_020.tif,,Ramakatane Archive (Lesotho National Museum),"Chairman of Military Council, General Metsing Lekhanya seated,  photographed on location",1986,1986,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2300,B1_Ramakatane_02_21,ark:/21198/z118500v,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_021.tif,,Ramakatane Archive (Lesotho National Museum),"Royal Highnesses Prince Mohato and Prince Seeiso in suits with Princess 'Maseeiso standing between, photographed on location",1975,1975,,,,10 x 15cm,1 print,,still image,color photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
Work,Ramakatane archive 2301,B1_Ramakatane_02_22,ark:/21198/z1wh4gh5,ark:/21198/z12r5hwv,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_b1_0002_022.tif,,Ramakatane Archive (Lesotho National Museum),"Low angle shot of His Majesty King Moshoeshoe II in mid speech and dressed in a Seanamarena, photographed on location",1965,1965,,,,10 x 15cm,1 print,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Royal families,,
