Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfpg,Page,ethiopian/masters/21198-zz001hcfpg_1306252_master.tif,Ms. 36_48,,,48,Page 48,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfpg,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfq0,Page,ethiopian/masters/21198-zz001hcfq0_1306255_master.tif,Ms. 36_49,,,49,Page 49,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfq0,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfrh,Page,ethiopian/masters/21198-zz001hcfrh_1306258_master.tif,Ms. 36_50,,,50,Page 50,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfrh,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfs1,Page,ethiopian/masters/21198-zz001hcfs1_1306261_master.tif,Ms. 36_51,,,51,Page 51,,,pd,,gez,,ወንጌል|~|ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfs1,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcftj,Page,ethiopian/masters/21198-zz001hcftj_1306264_master.tif,Ms. 36_52,,,52,Page 52,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcftj,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfv2,Page,ethiopian/masters/21198-zz001hcfv2_1306267_master.tif,Ms. 36_53,,,53,Page 53,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfv2,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfwk,Page,ethiopian/masters/21198-zz001hcfwk_1306270_master.tif,Ms. 36_54,,,54,Page 54,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfwk,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfx3,Page,ethiopian/masters/21198-zz001hcfx3_1306273_master.tif,Ms. 36_55,,,55,Page 55,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 8,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfx3,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcfzm,Page,ethiopian/masters/21198-zz001hcfzm_1306276_master.tif,Ms. 36_56,,,56,Page 56,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 8 and 9,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcfzm,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg0m,Page,ethiopian/masters/21198-zz001hcg0m_1306279_master.tif,Ms. 36_57,,,57,Page 57,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 9,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg0m,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg14,Page,ethiopian/masters/21198-zz001hcg14_1306282_master.tif,Ms. 36_58,,,58,Page 58,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 9,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg14,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg2n,Page,ethiopian/masters/21198-zz001hcg2n_1306285_master.tif,Ms. 36_59,,,59,Page 59,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 9 and 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg2n,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg35,Page,ethiopian/masters/21198-zz001hcg35_1306288_master.tif,Ms. 36_60,,,60,Page 60,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg35,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg4p,Page,ethiopian/masters/21198-zz001hcg4p_1306291_master.tif,Ms. 36_61,,,61,Page 61,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg4p,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg56,Page,ethiopian/masters/21198-zz001hcg56_1306294_master.tif,Ms. 36_62,,,62,Page 62,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg56,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg6q,Page,ethiopian/masters/21198-zz001hcg6q_1306297_master.tif,Ms. 36_63,,,63,Page 63,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg6q,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg77,Page,ethiopian/masters/21198-zz001hcg77_1306300_master.tif,Ms. 36_64,,,64,Page 64,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg77,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg8r,Page,ethiopian/masters/21198-zz001hcg8r_1306303_master.tif,Ms. 36_65,,,65,Page 65,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg8r,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcg98,Page,ethiopian/masters/21198-zz001hcg98_1306306_master.tif,Ms. 36_66,,,66,Page 66,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcg98,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgbs,Page,ethiopian/masters/21198-zz001hcgbs_1306309_master.tif,Ms. 36_67,,,67,Page 67,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgbs,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgc9,Page,ethiopian/masters/21198-zz001hcgc9_1306312_master.tif,Ms. 36_68,,,68,Page 68,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgc9,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgdt,Page,ethiopian/masters/21198-zz001hcgdt_1306315_master.tif,Ms. 36_69,,,69,Page 69,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgdt,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgfb,Page,ethiopian/masters/21198-zz001hcgfb_1306318_master.tif,Ms. 36_70,,,70,Page 70,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgfb,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcggv,Page,ethiopian/masters/21198-zz001hcggv_1306321_master.tif,Ms. 36_71,,,71,Page 71,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcggv,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcghc,Page,ethiopian/masters/21198-zz001hcghc_1306324_master.tif,Ms. 36_72,,,72,Page 72,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcghc,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgjw,Page,ethiopian/masters/21198-zz001hcgjw_1306327_master.tif,Ms. 36_73,,,73,Page 73,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgjw,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgkd,Page,ethiopian/masters/21198-zz001hcgkd_1306330_master.tif,Ms. 36_74,,,74,Page 74,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgkd,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgmx,Page,ethiopian/masters/21198-zz001hcgmx_1306333_master.tif,Ms. 36_75,,,75,Page 75,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgmx,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgnf,Page,ethiopian/masters/21198-zz001hcgnf_1306336_master.tif,Ms. 36_76,,,76,Page 76,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgnf,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgpz,Page,ethiopian/masters/21198-zz001hcgpz_1306339_master.tif,Ms. 36_77,,,77,Page 77,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgpz,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgqg,Page,ethiopian/masters/21198-zz001hcgqg_1306342_master.tif,Ms. 36_78,,,78,Page 78,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgqg,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgr0,Page,ethiopian/masters/21198-zz001hcgr0_1306345_master.tif,Ms. 36_79,,,79,Page 79,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 10,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgr0,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgsh,Page,ethiopian/masters/21198-zz001hcgsh_1306348_master.tif,Ms. 36_80,,,80,Page 80,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapters 10 and 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgsh,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgt1,Page,ethiopian/masters/21198-zz001hcgt1_1306353_master.tif,Ms. 36_81,,,81,Page 81,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgt1,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgvj,Page,ethiopian/masters/21198-zz001hcgvj_1306356_master.tif,Ms. 36_82,,,82,Page 82,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgvj,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgw2,Page,ethiopian/masters/21198-zz001hcgw2_1306359_master.tif,Ms. 36_83,,,83,Page 83,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgw2,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgxk,Page,ethiopian/masters/21198-zz001hcgxk_1306362_master.tif,Ms. 36_84,,,84,Page 84,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgxk,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hcgz3,Page,ethiopian/masters/21198-zz001hcgz3_1306365_master.tif,Ms. 36_85,,,85,Page 85,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hcgz3,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch03,Page,ethiopian/masters/21198-zz001hch03_1306368_master.tif,Ms. 36_86,,,86,Page 86,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch03,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch1m,Page,ethiopian/masters/21198-zz001hch1m_1306371_master.tif,Ms. 36_87,,,87,Page 87,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch1m,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch24,Page,ethiopian/masters/21198-zz001hch24_1306374_master.tif,Ms. 36_88,,,88,Page 88,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch24,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch3n,Page,ethiopian/masters/21198-zz001hch3n_1306377_master.tif,Ms. 36_89,,,89,Page 89,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch3n,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch45,Page,ethiopian/masters/21198-zz001hch45_1306380_master.tif,Ms. 36_90,,,90,Page 90,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch45,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch5p,Page,ethiopian/masters/21198-zz001hch5p_1306383_master.tif,Ms. 36_91,,,91,Page 91,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch5p,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch66,Page,ethiopian/masters/21198-zz001hch66_1306386_master.tif,Ms. 36_92,,,92,Page 92,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch66,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch7q,Page,ethiopian/masters/21198-zz001hch7q_1306389_master.tif,Ms. 36_93,,,93,Page 93,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch7q,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch87,Page,ethiopian/masters/21198-zz001hch87_1306392_master.tif,Ms. 36_94,,,94,Page 94,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch87,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hch9r,Page,ethiopian/masters/21198-zz001hch9r_1306395_master.tif,Ms. 36_95,,,95,Page 95,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hch9r,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchb8,Page,ethiopian/masters/21198-zz001hchb8_1306398_master.tif,Ms. 36_96,,,96,Page 96,,,pd,,gez,,ወንጌል ዘዮሐንስ|~|መጻሕፍተ ሐዲሳት|~|ወንጌል,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchb8,
Ethiopic Manuscripts,ark:/21198/zz001hcd0n,ark:/21198/zz001hchcs,Page,ethiopian/masters/21198-zz001hchcs_1306401_master.tif,Ms. 36_97,,,97,Page 97,,,pd,,gez,,መጻሕፍተ ሐዲሳት|~|ወንጌል|~|ወንጌል ዘዮሐንስ,Gospel of John,New Testament (Gospel),Ethiopia,19th c.,1800/1899,1 Page,142 mm x 100 mm,Vellum,,Chapter 11,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001hchcs,
