"Project Name","Parent ARK","Item ARK","Object Type","viewingHint","Text direction","File Name","AltIdentifier.local","Item Sequence","Title","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Name.repository","AltTitle.other","AltTitle.translated","AltTitle.uniform","Place of origin","Date.creation","Date.normalized","Format.extent","Format.dimensions","Support","Relation.rectoVerso","Description.note","Description.history","Description.condition","Coverage.temporal","Description.collation","Description.binding","Description.tableOfContents","Description.contents","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d852q","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d852q_773617_master.tif","Ms. 8_149","153","Page 149","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d852q",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8537","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8537_1276048_master.tif","Ms. 8_150","154","Page 150","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8537",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d854r","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d854r_773622_master.tif","Ms. 8_151","155","Page 151","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d854r",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8558","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8558_773625_master.tif","Ms. 8_152","156","Page 152","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8558",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d856s","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d856s_773628_master.tif","Ms. 8_153","157","Page 153","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d856s",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d8579","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d8579_773633_master.tif","Ms. 8_154","158","Page 154","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d8579",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d858t","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d858t_773641_master.tif","Ms. 8_155","159","Page 155","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d858t",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d859b","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d859b_773646_master.tif","Ms. 8_156","160","Page 156","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d859b",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85bv","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85bv_773649_master.tif","Ms. 8_157","161","Page 157","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85bv",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85cc","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85cc_773653_master.tif","Ms. 8_158","162","Page 158","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85cc",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85dw","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85dw_773658_master.tif","Ms. 8_159","163","Page 159","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85dw",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85fd","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85fd_773661_master.tif","Ms. 8_160","164","Page 160","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85fd",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85gx","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85gx_773665_master.tif","Ms. 8_161","165","Page 161","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85gx",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85hf","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85hf_773668_master.tif","Ms. 8_162","166","Page 162","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85hf",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85jz","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85jz_773673_master.tif","Ms. 8_163","167","Page 163","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85jz",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85kg","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85kg_773679_master.tif","Ms. 8_164","168","Page 164","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85kg",""
"Ethiopic Manuscripts","ark:/21198/zz001d6180","ark:/21198/zz001d85m0","Page","","","Masters/dlmasters/ethiopian/masters/21198-zz001d85m0_773683_master.tif","Ms. 8_165","169","Page 165","","","pd","","gez","","ሰይፈ ሥላሴ","Sword of Trinity","Prayer, Qedāsé","Ethiopia","20th c.","1900/1999","1 Page","120 mm x 94 mm","Vellum","","Seyefa Selase (Sword of Trinity) ሰይፈ ሥላሴ ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩፡ አምላክ፡ አአምን ፡በስመ፡ አብ ፡ወወልድ፡ ወመንፈስ ፡ቅዱስ ፡እትአመን፡ በስመ፡ አብ ፡ወወልድ ፡ወመንፈስ ፡ቅዱስ፡ በቅድስት፡ ሥላሴ፡ እንዘ ፡አአምን፡ እትመኃፀን ፡እክህደከ፡ ፀርየ፡ ሰይጣን፡ ለዓለመ፡ ዓለም፡ አሜን፡፡ ;ተማኅፀንኩ፡ በሥጋሁ፡ ቅዱስ ፡ወበደሙ፡ ክቡር፡ ወቦ ፡ለዘ፡ ወሀቦ፡ ለሰብእ መድኃኒተ አውገዝኩ ወሐተም እለ ይገብሩ ሥራየ ወኃይለ ጸላዒ ወእምሰብእ እምማዔ ከመ ኢይቅረቡ ኀቤየ ወኀበ ቤትየ ሰብእየ ወእንስሳየ ለገብርከ ወልደ ዜና ማርቆስ","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d85m0",""
