"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Name.other","Name.creator","Language","Subject","Rights.permission","Subject geographic","Author","Name.cartographer","Name.repository","Name.subject","Title","Date.creation","Publisher.publisherName","Description.note","Publisher.placeOfOrigin","Format.extent","Coverage.geographic","Alt ID.oclc","AltIdentifier.callNo","Alt ID.catalogRecordNumber","Opac url","Coverage.geoscale","AltTitle.uniform","Alt ID.local","Description.caption","Date.normalized","Alt ID.lccn","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h74v9","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR729F5/G5401_J912_5M_ICE_1929.tif","","","","","","","cartographic","map","unknown","unknown","","","eng","","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Coffee Producing Regions of Brazil","1929","","","","","Brazil","","","","","","","G5401_J912_5M_ICE_1929|~|DR729F5","","1929","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h74v9","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h74v9/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h74wt","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR729F5/G5401_J912_NS_LTF_1928.tif","","","","","","","cartographic","map","unknown","unknown","","","eng","Coffee--Brazil--São Paulo (State)--Maps.","","Brazil--Commerce--Maps.|~|Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Coffee- Coffee Institute, State of Sao Paulo","1928","","","","","Brazil","","","","","","","G5401_J912_NS_LTF_1928|~|DR729F5","","1928","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h74wt","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h74wt/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h74xb","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR729F5/G5401_M1_14M_BEW_1943.tif","","","","","","","cartographic","map","copyrighted","unknown","","","","Brazil--Commerce--Maps.","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Brasil- Proposed Manufacturing Industries","1943","","","","","","","","","","","","G5401 M1 14M BEW 1943|~|DR729F5","","1943","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h74xb","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h74xb/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h74zv","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR729F5/G5401_M1_14M_BEW_1943pt2.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G5401_M1_14M_BEW_1943pt2","","","","","","","","","","","","","G5401_M1_14M_BEW_1943pt2|~|DR729F5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h74zv","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h74zv/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h750v","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR729F5/G5401_P1_6M_IFE_1934.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Plano Geral de Viação Férrea e Fluvial do Brasil","1934","","","","","Brazil","","","","","","","G5401_P1_6M_IFE_1934|~|DR729F5","","1934","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h750v","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h750v/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h751c","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR729F5/G5401_P3_Var_GL_1941.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mapa da Viação Férrea dos E.U. do Brasil e da Rep. do Uruguay","1941","","","","","Brazil","","","","","","","G5401_P3_Var_GL_1941|~|DR729F5","","1941","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h751c","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h751c/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h752w","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR729F5/G5404_J84_5M_ICE_1929.tif","","","","","","","cartographic","map","unknown","unknown","","","eng","","","Mines and mineral resources--Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Rubber Producing Regions of Brazil","1929","","","","","Brazil","","","","","","","G5404_J84_5M_ICE_1929|~|DR729F5","","1929","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h752w","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h752w/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h753d","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F1/G5570_1M_DVOPI_1940.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Minas Gerais (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mappa do Estado de Minas Geraes","1940","","","","","Brazil","","","","","","","G5570_1M_DVOPI_1940|~|DR730F1","","1940","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h753d","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h753d/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h754x","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5420_1M_CNG_1945.tif","","","","","","","cartographic","map","unknown","unknown","","","","","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mapa Geral do Territorio do Guaporé","","","","","","","","","","","","","G5420_1M_CNG_1945|~|DR730F2","","1945","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h754x","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h754x/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h755f","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5502_1M_INOC_1910.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mappa dos Estados do Ceará, Rio Grande del Norte, e Parahyba","1910","","","","","Brazil","","","","","","","G5502_1M_INOC_1910|~|DR730F2","","1910","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h755f","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h755f/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h756z","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5505_15m_IBGE__1944.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Maranhão (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Estado do Maranhão","1944","","","","","Brazil","","","","","","","G5505_15m_IBGE__1944|~|DR730F2","","1944","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h756z","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h756z/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h757g","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5507_C1_15M_AGS_1926.tif","","","","","","","cartographic","map|~|Road maps.","unknown","unknown","","","eng","Roads--Brazil--Maranhão--Maps.","","Maranhão (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Route Traverse in Southern Maranhão","1926","","","","","Brazil","","","","","","","G5507_C1_15M_AGS_1926|~|DR730F2","","1926","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h757g","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h757g/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h7580","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5512_1M_INOC_1914.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Piauí (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mappa Parcial do Estado do Piauhy","1914","","","","","Brazil","","","","","","","G5512_1M_INOC_1914|~|DR730F2","","1914","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7580","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7580/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h759h","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5512_1M_INOC_19142.tif","","","","","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mappa Parcial do Estado do Piahuy","","","","","","","","","","","","","G5512_1M_INOC_19142|~|DR730F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h759h","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h759h/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h75b1","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5515_650_MVOP_1910.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Ceará (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mappa do Estado da Ceará","1910","","","","","Brazil","","","","","","","G5515_650_MVOP_1910|~|DR730F2","","1910","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h75b1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h75b1/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h75cj","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5521_F7_500_DC_1927.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Rio Grande do Norte (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Estado do Rio Grande do Norte","1927","","","","","Brazil","","","","","","","G5521_F7_500_DC_1927|~|DR730F2","","1927","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h75cj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h75cj/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h75d2","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5521_F7_500_DC_19272.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Rio Grande do Norte (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Estado do Rio Grande do Norte","1972","","","","","Brazil","","","","","","","G5521_F7_500_DC_19272|~|DR730F2","","1972","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h75d2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h75d2/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h75fk","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5522_125_AMS_1942.tif","","","","","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G5522_125_AMS_1942","","","","","","","","","","","","","G5522_125_AMS_1942|~|DR730F2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h75fk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h75fk/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h75g3","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5526_P2_1M_DVOP_1937.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Paraíba (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mapa Rodovário do Estado da Paraíba","1937","","","","","Brazil","","","","","","","G5526_P2_1M_DVOP_1937|~|DR730F2","","1937","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h75g3","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h75g3/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h75hm","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5530_1M_GA_1889.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Pernambuco (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Carta Corographica da Provincia de Pernambuco","1889","","","","","Brazil","","","","","","","G5530_1M_GA_1889|~|DR730F2","","1889","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h75hm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h75hm/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h75j4","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F2/G5530_500_INOCS_1915.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Pernambuco (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mappa do Estado de Pernambuco","1915","","","","","Brazil","","","","","","","G5530_500_INOCS_1915|~|DR730F2","","1915","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h75j4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h75j4/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h767z","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5581_F3_500_WI_1912.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Espírito Santo (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Estado do Espírito Santo","1912","","","","","Brazil","","","","","","","G5581_F3_500_WI_1912|~|DR730F4","","1912","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h767z","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h767z/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h768g","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5582_G4_250_IGTC_1878.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Espírito Santo (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Planta da Parte da Provincia do Espirito-Santo","1878","","","","","Brazil","","","","","","","G5582_G4_250_IGTC_1878|~|DR730F4","","1878","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h768g","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h768g/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h7690","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5590_400_CGE_1920.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Rio de Janeiro (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Carta Chorographica do Estado do Rio de Janeiro","1920","","","","","Brazil","","","","","","","G5590_400_CGE_1920|~|DR730F4","","1920","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7690","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7690/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76bh","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5590_400_LY_1920.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Rio de Janeiro (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Carta Chorographica do Estado do Rio de Janeiro","1920","","","","","Brazil","","","","","","","G5590_400_LY_1920|~|DR730F4","","1920","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76bh","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76bh/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76c1","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5590_75_LC_1898.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Rio de Janeiro (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Mappa do Neutra","1898","","","","","1898","","","","","","","G5590_75_LC_1898|~|DR730F4","","1898","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76c1","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76c1/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76dj","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5592_N3_200_BTLP_1936.tif","","","","","","","cartographic","map","unknown","unknown","","","eng","Energy development--Brazil--Rio de Janeiro (State)--Maps.","","Rio de Janeiro (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Map of Part of the State of Rio de Janeiro Showing Hydro-electric Plants, Transmission Lines, Etc.","1936","","","","","Brazil","","","","","","","G5592_N3_200_BTLP_1936|~|DR730F4","","1936","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76dj","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76dj/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76f2","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5595_100_SGM_19222.tif","","","","private","","","cartographic","map","unknown","unknown","","","","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","G5595_100_SGM_19222","","","","","","","","","","","","","G5595_100_SGM_19222|~|DR730F4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76f2","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76f2/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76gk","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F4/G5595_DistritoFederal_50_SGM_1922.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Distrito Federal (Brazil)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Carta do Districto Federal","1922","","","","","Brazil","","","","","","","G5595_DistritoFederal_50_SGM_1922|~|DR730F4","","1922","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76gk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76gk/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76jm","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5601_JI_2M_CGG_1910.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","São Paulo (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Carta Geral do Estado de São Paulo","1910","","","","","Brazil","","","","","","","G5601_JI_2M_CGG_1910|~|DR730F5","","1910","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76jm","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76jm/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76k4","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_11M_RAS_1939.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Santa Catarina (Brazil : State)--Maps.|~|Paraná (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Dos Estados do Paraná e S. Catharina","1939","","","","","Brazil","","","","","","","G5602_11M_RAS_1939|~|DR730F5","","1939","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76k4","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76k4/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76mn","ark:/21198/zz0028tr8x","5","Imported","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_15M_IFE_1923.tif","","","","private","","","cartographic","map","unknown","unknown","","","por","","","Santa Catarina (Brazil : State)--Maps.|~|Paraná (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Estado de Paraná e Santa Catharina","1923","","","","","Brazil","","","","","","","G5602_15M_IFE_1923|~|DR730F5","","1923","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76mn","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76mn/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76n5","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_23M_CP_1924.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","Santa Catarina (Brazil : State)--Maps.|~|Brazil--Maps.|~|Paraná (Brazil : State)--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Estados do Paraná e Santa Catharina","1924","","","","","Brazil","","","","","","","G5602_23M_CP_1924|~|DR730F5","","1924","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76n5","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76n5/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76pp","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_C2_1M_IGG_1943.tif","","","","","","","cartographic","map","unknown","unknown","","","por","","","","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Carta Hipsometrica do Estado de São Paulo","1943","","","","","Brazil","","","","","","","G5602_C2_1M_IGG_1943|~|DR730F5","","1943","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76pp","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76pp/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76q6","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_C2_45M_NP_ND.tif","","","","","","","cartographic","map","copyrighted|~|unknown","unknown","","","eng","","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Southern Brazil Surface Configuration","","","","","","","","","","","","","G5602_C2_45M_NP_ND|~|DR730F5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76q6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76q6/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76rq","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_D2_45M_NP_ND.tif","","","","","","","cartographic","map","copyrighted","unknown","","","eng","","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Southern Brazil Natural Vegetation","","","","","","","","","","","","","G5602_D2_45M_NP_ND|~|DR730F5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76rq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76rq/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76s7","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_G4_45M_NP_ND.tif","","","","","","","cartographic","map","copyrighted","unknown","","","eng","Land use","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Southern Brazil Land Use","","","","","","","","","","","","","G5602_G4_45M_NP_ND|~|DR730F5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76s7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76s7/manifest"
"Bruman (Henry J.) Map Collection, UCLA Library","ark:/21198/zz002h76tr","ark:/21198/zz0028tr8x","10","Completed with minimal metadata","Work","Masters/Maps/Bruman-Maps/image/DR730F5/G5602_G4_54M_OSS_1942.tif","","","","","","","cartographic","map","copyrighted","unknown","","","eng","Agricultural colonies--Brazil--Maps.","","Brazil--Maps.","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","The Fazendas of the Soc. Col. Brazil, Ltd.","1942","","","","","","","","","","","","G5602_G4_54M_OSS_1942|~|DR730F5","","1942","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h76tr","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h76tr/manifest"
