"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Type.genre","Name.repository","Author","Name.attributedTo","Name.translator","Name.commentator","Name.scribe","Name.creator","Name.compiler","Name.annotator","Language.language","Language.script","Name.calligrapher","Alternate Identifier.local","Title","Relation.rectoVerso","Source","Date.creation","Format.dimensions","Alternate Title.other","Description.abstract","Description.microfilm","Description.citation","Alternate Title.scriptArab","Description.physical","Relation.textDirection","Date.normalized","Description.note","Format.extent","Relation","Description.stamp","Relation.citation","Alternate Title.spine","Description.marks","Description.colophon","thumbnailImageName","masterImageName","JSON","Metadata Only","Conceptual Work","Bucketeer State","IIIF Access URL"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqbv","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0039.tif","37","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0039","page 36","r","","","","","","","","","","","","","","","","","","","","1147_0396_0039.jpg","1147_0396_0039.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqbv"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0039.tif"", ""Item Sequence"": ""37"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0039"", ""Title"": ""page 36"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0039.jpg"", ""masterImageName"": ""1147_0396_0039.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqbv"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqcc","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0040.tif","38","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0040","page 37","v","","","","","","","","","","","","","","","","","","","","1147_0396_0040.jpg","1147_0396_0040.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqcc"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0040.tif"", ""Item Sequence"": ""38"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0040"", ""Title"": ""page 37"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0040.jpg"", ""masterImageName"": ""1147_0396_0040.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqcc"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqdw","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0041.tif","39","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0041","page 38","r","","","","","","","","","","","","","","","","","","","","1147_0396_0041.jpg","1147_0396_0041.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqdw"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0041.tif"", ""Item Sequence"": ""39"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0041"", ""Title"": ""page 38"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0041.jpg"", ""masterImageName"": ""1147_0396_0041.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqdw"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqfd","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0042.tif","40","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0042","page 39","v","","","","","","","","","","","","","","","","","","","","1147_0396_0042.jpg","1147_0396_0042.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqfd"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0042.tif"", ""Item Sequence"": ""40"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0042"", ""Title"": ""page 39"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0042.jpg"", ""masterImageName"": ""1147_0396_0042.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqfd"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqgx","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0043.tif","41","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0043","page 40","r","","","","","","","","","","","","","","","","","","","","1147_0396_0043.jpg","1147_0396_0043.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqgx"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0043.tif"", ""Item Sequence"": ""41"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0043"", ""Title"": ""page 40"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0043.jpg"", ""masterImageName"": ""1147_0396_0043.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqgx"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqhf","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0044.tif","42","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0044","page 41","v","","","","","","","","","","","","","","","","","","","","1147_0396_0044.jpg","1147_0396_0044.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqhf"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0044.tif"", ""Item Sequence"": ""42"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0044"", ""Title"": ""page 41"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0044.jpg"", ""masterImageName"": ""1147_0396_0044.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqhf"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqjz","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0045.tif","43","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0045","page 42","r","","","","","","","","","","","","","","","","","","","","1147_0396_0045.jpg","1147_0396_0045.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqjz"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0045.tif"", ""Item Sequence"": ""43"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0045"", ""Title"": ""page 42"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0045.jpg"", ""masterImageName"": ""1147_0396_0045.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqjz"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqkg","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0046.tif","44","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0046","page 43","v","","","","","","","","","","","","","","","","","","","","1147_0396_0046.jpg","1147_0396_0046.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqkg"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0046.tif"", ""Item Sequence"": ""44"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0046"", ""Title"": ""page 43"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0046.jpg"", ""masterImageName"": ""1147_0396_0046.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqkg"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqm0","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0047.tif","45","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0047","page 44","r","","","","","","","","","","","","","","","","","","","","1147_0396_0047.jpg","1147_0396_0047.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqm0"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0047.tif"", ""Item Sequence"": ""45"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0047"", ""Title"": ""page 44"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0047.jpg"", ""masterImageName"": ""1147_0396_0047.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqm0"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqnh","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0048.tif","46","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0048","page 45","v","","","","","","","","","","","","","","","","","","","","1147_0396_0048.jpg","1147_0396_0048.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqnh"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0048.tif"", ""Item Sequence"": ""46"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0048"", ""Title"": ""page 45"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0048.jpg"", ""masterImageName"": ""1147_0396_0048.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqnh"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqp1","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0049.tif","47","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0049","page 46","r","","","","","","","","","","","","","","","","","","","","1147_0396_0049.jpg","1147_0396_0049.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqp1"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0049.tif"", ""Item Sequence"": ""47"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0049"", ""Title"": ""page 46"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0049.jpg"", ""masterImageName"": ""1147_0396_0049.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqp1"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqqj","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0050.tif","48","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0050","page 47","v","","","","","","","","","","","","","","","","","","","","1147_0396_0050.jpg","1147_0396_0050.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqqj"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0050.tif"", ""Item Sequence"": ""48"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0050"", ""Title"": ""page 47"", ""Relation.rectoVerso"": ""v"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0050.jpg"", ""masterImageName"": ""1147_0396_0050.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqqj"
"Minasian (Caro) Collection of Persian and Arabic Manuscripts","ark:/21198/zz0014jqr2","ark:/21198/zz000srk1f","7","Completed","Page","minasian/masters/0396/0396_0051.tif","49","","","","","","","pd","","","","","","","","","","","","","","","1147_0396_0051","page 48","r","","","","","","","","","","","","","","","","","","","","1147_0396_0051.jpg","1147_0396_0051.tif","['{""Project Name"": ""Minasian (Caro) Collection of Persian and Arabic Manuscripts"", ""Item ARK"": ""ark:/21198/zz0014jqr2"", ""Parent ARK"": ""ark:/21198/zz000srk1f"", ""Item Status ID"": ""7"", ""Item Status"": ""Completed"", ""Object Type"": ""Page"", ""File Name"": ""minasian/masters/0396/0396_0051.tif"", ""Item Sequence"": ""49"", ""Duplicate"": """", ""Delete in Title"": """", ""viewingHint"": """", ""Text direction"": """", ""Visibility"": """", ""IIIF Range"": """", ""Rights.copyrightStatus"": ""pd"", ""Subject"": """", ""Type.genre"": """", ""Name.repository"": """", ""Author"": """", ""Name.attributedTo"": """", ""Name.translator"": """", ""Name.commentator"": """", ""Name.scribe"": """", ""Name.creator"": """", ""Name.compiler"": """", ""Name.annotator"": """", ""Language.language"": """", ""Language.script"": """", ""Name.calligrapher"": """", ""Alternate Identifier.local"": ""1147_0396_0051"", ""Title"": ""page 48"", ""Relation.rectoVerso"": ""r"", ""Source"": """", ""Date.creation"": """", ""Format.dimensions"": """", ""Alternate Title.other"": """", ""Description.abstract"": """", ""Description.microfilm"": """", ""Description.citation"": """", ""Alternate Title.scriptArab"": """", ""Description.physical"": """", ""Relation.textDirection"": """", ""Date.normalized"": """", ""Description.note"": """", ""Format.extent"": """", ""Relation"": """", ""Description.stamp"": """", ""Relation.citation"": """", ""Alternate Title.spine"": """", ""Description.marks"": """", ""Description.colophon"": """", ""thumbnailImageName"": ""1147_0396_0051.jpg"", ""masterImageName"": ""1147_0396_0051.tif""}']","","No","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014jqr2"
