"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","viewingHint","Text direction","Visibility","IIIF Access URL","IIIF Range","Rights.publicationStatus","Language","Subject.conceptTopic","Type.genre","Name.repository","Title","Format.extent","Date.normalized","Date.creation","Description.note","AltTitle.uniform","OPAC URL","Description.abstract","AltTitle.other","Place of origin","Publisher.publisherName","Relation.isPartOf","IIIF Manifest URL"
"Protesta Humana, La, Collection","ark:/21198/zz0025mx4b","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 75. 7 enero 1899 [i.e. 1900]","4 pages","1900-01-07","7 enero 1899 [i.e. 1900]","Date incorrectly printed as 1899.  Should be 7 enero 1900.","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mx4b/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mx5v","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 76. 21 enero 1900","4 pages","1900-01-21","21 enero 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mx5v/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mx6c","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 77. 4 febrero 1900","4 pages","1900-02-04","4 febrero 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mx6c/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mx7w","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 78. 18 febrero 1900","4 pages","1900-02-18","18 febrero 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mx7w/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mx8d","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 79. 4 marzo 1900","4 pages","1900-03-04","4 marzo 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mx8d/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mx9x","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 80. 18 marzo 1900","4 pages","1900-03-18","18 marzo 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mx9x/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzcf","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 81. 1 abril 1900","4 pages","1900-04-01","1 abril 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzcf/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzdz","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 82. 15 abril 1900","4 pages","1900-04-15","15 abril 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzdz/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzfg","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 83. 29 abril 1900","4 pages","1900-04-29","29 abril 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzfg/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzg0","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 84. 13 mayo 1900","4 pages","1900-05-13","13 mayo 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzg0/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzhh","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 3, número 85. 27 mayo 1900","4 pages","1900-05-27","27 mayo 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzhh/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzj1","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 86. 10 junio 1900","4 pages","1900-06-10","10 junio 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzj1/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzkj","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 88. 8 julio 1900","4 pages","1900-07-08","8 julio 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzkj/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzm2","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 89. 22 julio 1900","4 pages","1900-07-22","22 julio 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzm2/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mznk","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 90. 5 agosto 1900","4 pages","1900-08-05","5 agosto 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mznk/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzp3","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 91. 19 agosto 1900","4 pages","1900-08-19","19 agosto 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzp3/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzqm","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 92. 2 septiembre 1900","4 pages","1900-09-02","2 septiembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzqm/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzr4","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 93. 16 septiembre 1900","4 pages","1900-09-16","16 septiembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzr4/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzsn","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 94. 30(?) septiembre 1900","4 pages","1900-09-01","30(?) septiembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzsn/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzt5","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 95. 14 octubre 1900","4 pages","1900-10-14","14 octubre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzt5/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzvp","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 96. 28 octubre 1900","4 pages","1900-10-28","28 octubre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzvp/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzw6","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 97. 3 noviembre 1900","4 pages","1900-11-03","3 noviembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzw6/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzxq","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 98. 10 noviembre 1900","4 pages","1900-11-10","10 noviembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzxq/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025mzz7","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 4, número 100. 24 noviembre 1900","4 pages","1900-11-24","24 noviembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025mzz7/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nptr","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 102. 8 diciembre 1900","4 pages","1900-12-08","8 diciembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nptr/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025npv8","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 103. 15 diciembre 1900","4 pages","1900-12-15","15 diciembre 1900","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025npv8/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025npws","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 105. 5 enero 1901","4 pages","1901-01-05","5 enero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025npws/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025npx9","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 106. 12 enero 1901","4 pages","1901-01-12","12 enero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025npx9/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025npzt","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 107. 19 enero 1901","4 pages","1901-01-19","19 enero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025npzt/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nq0t","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 108. 26 enero 1901","4 pages","1901-01-26","26 enero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nq0t/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nq1b","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 109. 2 febrero 1901","4 pages","1901-02-02","2 febrero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nq1b/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nq2v","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 110. 9 febrero 1901","4 pages","1901-02-09","9 febrero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nq2v/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nq3c","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 111. 16 febrero 1901","4 pages","1901-02-16","16 febrero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nq3c/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nq4w","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 112. 23 febrero 1901","4 pages","1901-02-23","23 febrero 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nq4w/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nq5d","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 113. 2 marzo 1901","4 pages","1901-03-02","2 marzo 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nq5d/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzjg","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 115. 23 marzo 1901","4 pages","1901-03-23","23 marzo 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzjg/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzk0","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 116. 30 marzo 1901","4 pages","1901-03-30","30 marzo 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzk0/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzmh","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 117. 6 abril 1901","4 pages","1901-04-06","6 abril 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzmh/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzn1","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 119. 20 abril 1901","4 pages","1901-04-20","20 abril 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzn1/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzpj","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 118. 13 abril 1901","4 pages","1901-04-13","13 abril 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzpj/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzq2","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 124. 25 mayo 1901","4 pages","1901-05-25","25 mayo 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzq2/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzrk","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 125. 1 junio 1901","4 pages","1901-06-01","1 junio 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzrk/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzs3","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 128. 22 junio 1901","4 pages","1901-06-22","22 junio 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzs3/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nztm","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 129. 29 junio 1901","4 pages","1901-06-29","29 junio 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nztm/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzv4","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 136. 17 agosto 1901","4 pages","1901-08-17","17 agosto 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzv4/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzwn","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 136 [i.e. 139]. 7 septiembre 1901","4 pages","1901-09-07","7 septiembre 1901","Issue incorrectly printed as 136.  Should be 139.","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzwn/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzx5","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 5, número 141. 28 septiembre 1901","4 pages","1901-09-28","28 septiembre 1901","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzx5/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025nzzp","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 6, número 174. 17 mayo 1902","4 pages","1902-05-17","17 mayo 1902","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025nzzp/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025p004","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 6, número 184. 26 julio 1902","4 pages","1902-07-26","26 julio 1902","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p004/manifest"
"Protesta Humana, La, Collection","ark:/21198/zz0025p01n","ark:/21198/zz0025hqmb","2","Completed","Work","","","","","text","pd","paged","","","","","published","spa","","newspapers","","Año 6, número 188. 23 agosto 1902","4 pages","1902-08-23","23 agosto 1902","","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p01n/manifest"
