Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Subject,Name.subject,Author,Name.creator,Name.correspondent,Name.interviewee,Name.compiler,Coverage.geographic,Name.sponsor,Rights.servicesContact,Rights.rightsHolderName,Name.repository,Name.photographer,Name.interviewer,Language,Alt ID.local,Format.dimensions,Date.normalized,Description.note,Relation.isPartOf,Title,Date.creation,Format.extent,Description.caption,Alt ID.issueNo,Description.contents,AltTitle.uniform,Description.latitude,Description.longitude,Alt ID.oclc,Finding Aid URL,Description.abstract,Opac url,AltTitle.other,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017pppk,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017pppk_719012_master.tif,,,,still image,,,,,color photographs,unknown,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|Kennedy, John F. (John Fitzgerald), 1917-1963|~|Thant, U, 1909-1974",,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections","Stoughton, Cecil (Cecil William, 1920-2008)",,,"Box 402, Folder 8|~|clusc_1_1_00018101a|~|uclamss_2051_b176_f1_9",20.5 x 25.3 cm.,1963-09-20,"Digitization took place as part of the California Cultures Project.|~|Handwritten on verso of photograph: The President's arrival at UN 20, Sept. 1963, 11 a.m. Also identified in photograph are Don Thomas, Frank Begley, Pierre de Meulemeister, and Ramses Nassif",http://calcultures.cdlib.org,"President John F. Kennedy, greeted by Secretary General Thant and Under-Secretary for Special Political Affairs Bunche, upon his arrival at the United Nations","September 20, 1963",1 photograph : color,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pppk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017pppk/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017pr3r,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017pr3r_719028_master.tif,,,,still image,,,,,Black-and-white photographs,unknown,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|Telli, Diallo, 1925-1977|~|Quaison-Sackey, Alex|~|Azikiwe, Nnamdi, 1904-",,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections","Cordes, Paul",,,"Box 401, Folder 1|~|uclamss_2051_b176_f1_10|~|clusc_1_1_00018102a",20.4 x 25.3 cm.,1959-07-19,"Digitization took place as part of the California Cultures Project.|~|l-r: Quaison-Sackey (Ghana), Nnamdi Azikiwe (Eastern Nigeria), Diallo Telli (Guinea) and Ralph J. Bunche (UN)",http://calcultures.cdlib.org,"Ambassador Alex Quaison-Sackey, Prime Minister Nnamdi Azikiwe, Ambassador Diallo Telli and Ralph Bunche at the International House","July 19, 1959",1 photograph : b&w,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pr3r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017pr3r/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017prx5,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017prx5_719114_master.tif,,,,still image,,,,,Black-and-white photographs,copyrighted,,"Bunche, Ruth Harris",,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",Anonymous,,,"Box 397, folder 5|~|uclamss_2051_b202_f6_3|~|clusc_1_1_00018146a",25 x 17.5 cm.,1925/1935,Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Ruth Bunche, portrait",circa 1930,1 photograph : b&w,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017prx5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017prx5/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017psnh,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017psnh_719177_master.tif,,,,still image,,,,,sepia prints,copyrighted,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"Regents of the University of California, UCLA Library.","University of California, Los Angeles. Library. Department of Special Collections",Anonymous,,,"clusc_1_1_00018281a|~|Box 397, folder 4|~|uclamss_2051_b176_ethels_1",17.9 x 12.6 cm.,1925/1931,Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Ralph J. Bunche, Harvard portrait",circa 1928,1 photograph : sepia,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017psnh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017psnh/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017pt5r,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017pt5r_719324_master.tif,,,,still image,,,,,sepia prints,copyrighted,African American basketball players,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"Regents of the University of California, UCLA Library.","University of California, Los Angeles. Library. Department of Special Collections",Anonymous,,,"Box 397, folder 4|~|clusc_1_1_00018599a|~|uclamss_2051_b176_ethels_2",12.5 x 10 cm.,1925/1928,Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,Ralph J. Bunche holding basketball,circa 1926-1927,1 photograph : sepia,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pt5r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017pt5r/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017pxr0,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017pxr0_719456_master.tif,,,,still image,,,,,sepia prints,copyrighted,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,"Regents of the University of California, UCLA Library.","University of California, Los Angeles. Library. Department of Special Collections",Anonymous,,,"clusc_1_1_00020431a|~|uclamss_2051_b176_ethels_3|~|Box 397, folder 4",12.5 x 10 cm.,1927-06,"Digitization took place as part of the California Cultures Project.|~|Ralph J. Bunche's University of California, Los Angeles commencement portrait",http://calcultures.cdlib.org,"Ralph J. Bunche, UCLA portrait",June 1927,1 photograph:  sepia,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017pxr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017pxr0/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017qbb1,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017qbb1_722181_master.tif,,,,still image,,,,,Black-and-white photographs,copyrighted,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|Young, Charles E. (Charles Edward), 1931-|~|University of California, Los Angeles--Buildings",,,,,,,,,"Regents of the University of California, UCLA Library.","University of California, Los Angeles. Library. Department of Special Collections",Anonymous,,,uclamss_2051_b149_f1_2|~|clusc_1_1_00025498a,,1969,"Digitization took place as part of the California Cultures Project.|~|Photo taken at the dedication of Bunche Hall, UCLA.",http://calcultures.cdlib.com,"Ralph J. Bunche and Charles E. Young in front of Bunche Hall, UCLA",1969,1 photograph : b&w,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017qbb1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017qbb1/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz0017r82c,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz0017r82c_722839_master.tif,,,,still image,,,,,Black-and-white photographs,unknown,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",Anonymous,,,uclamss_2051_b71_f1_1|~|clusc_1_1_00017898a,13 x 21 cm.,1955/1965,"Digitization took place as part of the California Cultures Project.|~|Caption: ""Nyabongo, his boy, Abidiah & me en route to Katwe & the Congo""",http://calcultures.cdlib.org,Ralph J. Bunche en route to the Congo,circa 1960,1 photograph : b & w,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r82c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r82c/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz001dvjc9,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz001dvjc9_1453788_master.tif,,,,still image,,,,,,,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,,,,,,,,,,,Leaders in their Fields - Ralph Bunche featured in Pepsi Cola Advertisement,,,,,,C2051_b186_f(6)_Pepsi,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dvjc9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001dvjc9/manifest
Bunche (Ralph J.) Papers.  Collection 2051,ark:/21198/zz001p41rn,ark:/21198/zz0009gvc3|~|ark:/21198/n11s67,Work,bunche/masters/21198-zz001p41rn_1454346_master.tif,,,,still image,,,,,Black-and-white photographs,,,"Bunche, Ralph J. (Ralph Johnson), $d 1904-1971",,,,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",United Nations,,,"clusc_1_1_00018165a|~|uclamss_364_b35_f3_3|~|Box 398, folder 6",12.7 x 18 cm.,1948-08,Digitization took place as part of the California Cultures Project.,http://calcultures.cdlib.org,"Countess Estelle Bernadotte, Count Folke Bernadotte and Ralph J. Bunche at Parkway Village, New York","August, 1948",1 photograph: b&w,,,,,40.9044836,-73.872942,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001p41rn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001p41rn/manifest}
