Project Name,Parent ARK,Item ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Language,Name.repository,Name.creator,Type.genre,viewingHint,Text direction,Visibility,IIIF Range,Title,Alternate Title.scriptArm,Alt ID.oclc,Publisher.publisherName,Format.extent,Description.note,Place of origin,Date.creation,Format.dimensions,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2740,2,Completed,Page,books/image/21198-zz002c2740_2036630_master.tif,92,,,,,,,,,,,,pp.78,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2740,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c275h,2,Completed,Page,books/image/21198-zz002c275h_2036633_master.tif,93,,,,,,,,,,,,pp.79,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c275h,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2761,2,Completed,Page,books/image/21198-zz002c2761_2036636_master.tif,94,,,,,,,,,,,,pp.80,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2761,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c277j,2,Completed,Page,books/image/21198-zz002c277j_2036639_master.tif,95,,,,,,,,,,,,pp.81,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c277j,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2782,2,Completed,Page,books/image/21198-zz002c2782_2036642_master.tif,96,,,,,,,,,,,,pp.82,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2782,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c279k,2,Completed,Page,books/image/21198-zz002c279k_2036645_master.tif,97,,,,,,,,,,,,pp.83,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c279k,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27b3,2,Completed,Page,books/image/21198-zz002c27b3_2036648_master.tif,98,,,,,,,,,,,,pp.84,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27b3,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27cm,2,Completed,Page,books/image/21198-zz002c27cm_2036651_master.tif,99,,,,,,,,,,,,pp.85,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27cm,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27d4,2,Completed,Page,books/image/21198-zz002c27d4_2036654_master.tif,100,,,,,,,,,,,,pp.86,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27d4,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27fn,2,Completed,Page,books/image/21198-zz002c27fn_2036657_master.tif,101,,,,,,,,,,,,pp.87,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27fn,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27g5,2,Completed,Page,books/image/21198-zz002c27g5_2036660_master.tif,102,,,,,,,,,,,,pp.88,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27g5,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27hp,2,Completed,Page,books/image/21198-zz002c27hp_2036663_master.tif,103,,,,,,,,,,,,pp.89,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27hp,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27j6,2,Completed,Page,books/image/21198-zz002c27j6_2036666_master.tif,104,,,,,,,,,,,,pp.90,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27j6,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27kq,2,Completed,Page,books/image/21198-zz002c27kq_2036669_master.tif,105,,,,,,,,,,,,pp.91,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27kq,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27m7,2,Completed,Page,books/image/21198-zz002c27m7_2036672_master.tif,106,,,,,,,,,,,,pp.92,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27m7,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27nr,2,Completed,Page,books/image/21198-zz002c27nr_2036675_master.tif,107,,,,,,,,,,,,pp.93,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27nr,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27p8,2,Completed,Page,books/image/21198-zz002c27p8_2036678_master.tif,108,,,,,,,,,,,,pp.94,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27p8,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27qs,2,Completed,Page,books/image/21198-zz002c27qs_2036681_master.tif,109,,,,,,,,,,,,pp.95,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27qs,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27r9,2,Completed,Page,books/image/21198-zz002c27r9_2036684_master.tif,110,,,,,,,,,,,,pp.96,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27r9,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27st,2,Completed,Page,books/image/21198-zz002c27st_2036687_master.tif,111,,,,,,,,,,,,pp.97,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27st,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27tb,2,Completed,Page,books/image/21198-zz002c27tb_2036690_master.tif,112,,,,,,,,,,,,pp.98,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27tb,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27vv,2,Completed,Page,books/image/21198-zz002c27vv_2036693_master.tif,113,,,,,,,,,,,,pp.99,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27vv,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27wc,2,Completed,Page,books/image/21198-zz002c27wc_2036696_master.tif,114,,,,,,,,,,,,pp.100,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27wc,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27xw,2,Completed,Page,books/image/21198-zz002c27xw_2036699_master.tif,115,,,,,,,,,,,,pp.101,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27xw,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c27zd,2,Completed,Page,books/image/21198-zz002c27zd_2036702_master.tif,116,,,,,,,,,,,,pp.102,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c27zd,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c280d,2,Completed,Page,books/image/21198-zz002c280d_2036705_master.tif,117,,,,,,,,,,,,pp.103,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c280d,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c281x,2,Completed,Page,books/image/21198-zz002c281x_2036708_master.tif,118,,,,,,,,,,,,pp.104,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c281x,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c282f,2,Completed,Page,books/image/21198-zz002c282f_2036711_master.tif,119,,,,,,,,,,,,pp.105,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c282f,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c283z,2,Completed,Page,books/image/21198-zz002c283z_2036714_master.tif,120,,,,,,,,,,,,pp.106,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c283z,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c284g,2,Completed,Page,books/image/21198-zz002c284g_2036717_master.tif,121,,,,,,,,,,,,pp.107,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c284g,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2850,2,Completed,Page,books/image/21198-zz002c2850_2036720_master.tif,122,,,,,,,,,,,,pp.108,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2850,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c286h,2,Completed,Page,books/image/21198-zz002c286h_2036723_master.tif,123,,,,,,,,,,,,pp.109,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c286h,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2871,2,Completed,Page,books/image/21198-zz002c2871_2036726_master.tif,124,,,,,,,,,,,,pp.110,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2871,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c288j,2,Completed,Page,books/image/21198-zz002c288j_2036729_master.tif,125,,,,,,,,,,,,pp.111,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c288j,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2892,2,Completed,Page,books/image/21198-zz002c2892_2036732_master.tif,126,,,,,,,,,,,,pp.112,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2892,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28bk,2,Completed,Page,books/image/21198-zz002c28bk_2036735_master.tif,127,,,,,,,,,,,,pp.113,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28bk,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28c3,2,Completed,Page,books/image/21198-zz002c28c3_2036738_master.tif,128,,,,,,,,,,,,pp.114,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28c3,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28dm,2,Completed,Page,books/image/21198-zz002c28dm_2036741_master.tif,129,,,,,,,,,,,,pp.115 and ill.,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28dm,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28f4,2,Completed,Page,books/image/21198-zz002c28f4_2036744_master.tif,130,,,,,,,,,,,,pp.116,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28f4,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28gn,2,Completed,Page,books/image/21198-zz002c28gn_2036747_master.tif,131,,,,,,,,,,,,pp.117,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28gn,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28h5,2,Completed,Page,books/image/21198-zz002c28h5_2036750_master.tif,132,,,,,,,,,,,,pp.118 and ill.,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28h5,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28jp,2,Completed,Page,books/image/21198-zz002c28jp_2036753_master.tif,133,,,,,,,,,,,,blank page,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28jp,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28k6,2,Completed,Page,books/image/21198-zz002c28k6_2036756_master.tif,134,,,,,,,,,,,,ill. with caption,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28k6,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28mq,2,Completed,Page,books/image/21198-zz002c28mq_2036759_master.tif,135,,,,,,,,,,,,pp.1 and ill.,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28mq,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28n7,2,Completed,Page,books/image/21198-zz002c28n7_2036762_master.tif,136,,,,,,,,,,,,pp.2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28n7,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28pr,2,Completed,Page,books/image/21198-zz002c28pr_2036765_master.tif,137,,,,,,,,,,,,pp.3,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28pr,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28q8,2,Completed,Page,books/image/21198-zz002c28q8_2036768_master.tif,138,,,,,,,,,,,,pp.4,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28q8,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28rs,2,Completed,Page,books/image/21198-zz002c28rs_2036771_master.tif,139,,,,,,,,,,,,pp.5,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28rs,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28s9,2,Completed,Page,books/image/21198-zz002c28s9_2036774_master.tif,140,,,,,,,,,,,,pp.6,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28s9,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28tt,2,Completed,Page,books/image/21198-zz002c28tt_2036777_master.tif,141,,,,,,,,,,,,pp.7,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28tt,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28vb,2,Completed,Page,books/image/21198-zz002c28vb_2036780_master.tif,142,,,,,,,,,,,,pp.8,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28vb,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28wv,2,Completed,Page,books/image/21198-zz002c28wv_2036783_master.tif,143,,,,,,,,,,,,pp.9,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28wv,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28xc,2,Completed,Page,books/image/21198-zz002c28xc_2036786_master.tif,144,,,,,,,,,,,,pp.10,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28xc,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c28zw,2,Completed,Page,books/image/21198-zz002c28zw_2036789_master.tif,145,,,,,,,,,,,,pp.11,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c28zw,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c290w,2,Completed,Page,books/image/21198-zz002c290w_2036792_master.tif,146,,,,,,,,,,,,pp.12,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c290w,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c291d,2,Completed,Page,books/image/21198-zz002c291d_2036795_master.tif,147,,,,,,,,,,,,pp.13,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c291d,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c292x,2,Completed,Page,books/image/21198-zz002c292x_2036798_master.tif,148,,,,,,,,,,,,pp.14,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c292x,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c293f,2,Completed,Page,books/image/21198-zz002c293f_2036801_master.tif,149,,,,,,,,,,,,pp.15,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c293f,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c294z,2,Completed,Page,books/image/21198-zz002c294z_2036804_master.tif,150,,,,,,,,,,,,pp.16,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c294z,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c295g,2,Completed,Page,books/image/21198-zz002c295g_2036807_master.tif,151,,,,,,,,,,,,pp.17,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c295g,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2960,2,Completed,Page,books/image/21198-zz002c2960_2036810_master.tif,152,,,,,,,,,,,,pp.18,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2960,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c297h,2,Completed,Page,books/image/21198-zz002c297h_2036813_master.tif,153,,,,,,,,,,,,pp.19,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c297h,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c2981,2,Completed,Page,books/image/21198-zz002c2981_2036816_master.tif,154,,,,,,,,,,,,pp.20,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2981,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c299j,2,Completed,Page,books/image/21198-zz002c299j_2036819_master.tif,155,,,,,,,,,,,,pp.21,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c299j,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29b2,2,Completed,Page,books/image/21198-zz002c29b2_2036822_master.tif,156,,,,,,,,,,,,pp.22,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29b2,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29ck,2,Completed,Page,books/image/21198-zz002c29ck_2036825_master.tif,157,,,,,,,,,,,,pp.23,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29ck,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29d3,2,Completed,Page,books/image/21198-zz002c29d3_2036828_master.tif,158,,,,,,,,,,,,pp.24 and ill.,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29d3,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29fm,2,Completed,Page,books/image/21198-zz002c29fm_2036831_master.tif,159,,,,,,,,,,,,pp.25,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29fm,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29g4,2,Completed,Page,books/image/21198-zz002c29g4_2036834_master.tif,160,,,,,,,,,,,,pp.26,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29g4,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29hn,2,Completed,Page,books/image/21198-zz002c29hn_2036837_master.tif,161,,,,,,,,,,,,blank page,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29hn,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29j5,2,Completed,Page,books/image/21198-zz002c29j5_2036840_master.tif,162,,,,,,,,,,,,blank page,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29j5,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29kp,2,Completed,Page,books/image/21198-zz002c29kp_2036843_master.tif,163,,,,,,,,,,,,inside back cover,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29kp,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29m6,2,Completed,Page,books/image/21198-zz002c29m6_2036846_master.tif,164,,,,,,,,,,,,back cover,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29m6,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29nq,2,Completed,Page,books/image/21198-zz002c29nq_2036849_master.tif,165,,,,,,,,,,,,loose note side 1,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29nq,
UCLA Library Books,ark:/21198/zz002c10hv,ark:/21198/zz002c29p7,2,Completed,Page,books/image/21198-zz002c29p7_2036852_master.tif,166,,,,,,,,,,,,loose note side 2,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c29p7,
