"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019vzzn","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz0019vzzn_743304_master.tif","72","","","","","","","text","","","","","","","","","","","","","","","page 164","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019vzzn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019w89m","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz0019w89m_743310_master.tif","73","","","","","","","text","","","","","","","","","","","","","","","page 165","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019w89m",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019wk3v","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz0019wk3v_743320_master.tif","74","","","","","","","text","","","","","","","","","","","","","","","page 166","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019wk3v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019wzt1","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz0019wzt1_743328_master.tif","75","","","","","","","text","","","","","","","","","","","","","","","page 167","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019wzt1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm1wv","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm1wv_744760_master.tif","76","","","","","","","text","","","","","","","","","","","","","","","page 168","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm1wv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm1xc","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm1xc_744767_master.tif","77","","","","","","","text","","","","","","","","","","","","","","","page 169","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm1xc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm1zw","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm1zw_744777_master.tif","78","","","","","","","text","","","","","","","","","","","","","","","page 170","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm1zw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm20w","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm20w_744780_master.tif","79","","","","","","","text","","","","","","","","","","","","","","","page 171","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm20w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm21d","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm21d_744784_master.tif","80","","","","","","","text","","","","","","","","","","","","","","","page 172","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm21d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm22x","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm22x_744789_master.tif","81","","","","","","","text","","","","","","","","","","","","","","","page 173","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm22x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm23f","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm23f_744792_master.tif","82","","","","","","","text","","","","","","","","","","","","","","","page 174","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm23f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm24z","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm24z_744795_master.tif","83","","","","","","","text","","","","","","","","","","","","","","","page 175","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm24z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm25g","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm25g_744798_master.tif","84","","","","","","","text","","","","","","","","","","","","","","","page 176","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm25g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm260","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm260_744801_master.tif","85","","","","","","","text","","","","","","","","","","","","","","","page 177","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm260",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm27h","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm27h_744804_master.tif","86","","","","","","","text","","","","","","","","","","","","","","","page 178","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm27h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm281","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm281_744808_master.tif","87","","","","","","","text","","","","","","","","","","","","","","","page 179","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm281",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm29j","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm29j_744813_master.tif","88","","","","","","","text","","","","","","","","","","","","","","","page 180","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm29j",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2b2","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2b2_744819_master.tif","89","","","","","","","text","","","","","","","","","","","","","","","page 181","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2b2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2ck","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2ck_744822_master.tif","90","","","","","","","text","","","","","","","","","","","","","","","page 182","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2ck",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2d3","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2d3_744829_master.tif","91","","","","","","","text","","","","","","","","","","","","","","","page 183","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2d3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2g4","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2g4_744840_master.tif","92","","","","","","","text","","","","","","","","","","","","","","","page 184","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2g4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2hn","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2hn_744847_master.tif","93","","","","","","","text","","","","","","","","","","","","","","","page 185","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2hn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2j5","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2j5_744855_master.tif","94","","","","","","","text","","","","","","","","","","","","","","","page 186","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2j5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2kp","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2kp_744863_master.tif","95","","","","","","","text","","","","","","","","","","","","","","","page 187","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2kp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2nq","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2nq_744873_master.tif","96","","","","","","","text","","","","","","","","","","","","","","","page 188","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2nq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2p7","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2p7_744876_master.tif","97","","","","","","","text","","","","","","","","","","","","","","","page 189","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2p7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2qr","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2qr_744879_master.tif","98","","","","","","","text","","","","","","","","","","","","","","","page 190","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2qr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2r8","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2r8_744882_master.tif","99","","","","","","","text","","","","","","","","","","","","","","","page 191","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2r8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2wb","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2wb_744888_master.tif","100","","","","","","","text","","","","","","","","","","","","","","","page 192","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2wb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm2xv","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm2xv_744892_master.tif","101","","","","","","","text","","","","","","","","","","","","","","","page 193","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm2xv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm31w","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm31w_744900_master.tif","102","","","","","","","text","","","","","","","","","","","","","","","page 194","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm31w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm33x","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm33x_744912_master.tif","103","","","","","","","text","","","","","","","","","","","","","","","page 195","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm33x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm34f","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm34f_744916_master.tif","104","","","","","","","text","","","","","","","","","","","","","","","page 196","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm34f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm370","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm370_744923_master.tif","105","","","","","","","text","","","","","","","","","","","","","","","page 197","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm370",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm38h","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm38h_744932_master.tif","106","","","","","","","text","","","","","","","","","","","","","","","page 198","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm38h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm391","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm391_744935_master.tif","107","","","","","","","text","","","","","","","","","","","","","","","page 199","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm391",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3dk","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3dk_744941_master.tif","109","","","","","","","text","","","","","","","","","","","","","","","page 200","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3dk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3gm","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3gm_744950_master.tif","110","","","","","","","text","","","","","","","","","","","","","","","page 201","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3gm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3k5","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3k5_744957_master.tif","111","","","","","","","text","","","","","","","","","","","","","","","page 202","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3k5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3mp","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3mp_744965_master.tif","112","","","","","","","text","","","","","","","","","","","","","","","page 203","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3mp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3n6","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3n6_744969_master.tif","113","","","","","","","text","","","","","","","","","","","","","","","page 204","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3n6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3pq","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3pq_744981_master.tif","114","","","","","","","text","","","","","","","","","","","","","","","page 205","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3pq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3s8","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3s8_744992_master.tif","115","","","","","","","text","","","","","","","","","","","","","","","page 206","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3s8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3v9","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3v9_744997_master.tif","116","","","","","","","text","","","","","","","","","","","","","","","page 207","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3v9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm3wt","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm3wt_745005_master.tif","117","","","","","","","text","","","","","","","","","","","","","","","page 208","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm3wt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm40v","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm40v_745019_master.tif","118","","","","","","","text","","","","","","","","","","","","","","","page 209","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm40v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm42w","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm42w_745022_master.tif","119","","","","","","","text","","","","","","","","","","","","","","","page 210","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm42w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm43d","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm43d_745025_master.tif","120","","","","","","","text","","","","","","","","","","","","","","","page 211","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm43d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm44x","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm44x_745031_master.tif","121","","","","","","","text","","","","","","","","","","","","","","","page 212","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm44x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm45f","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm45f_745043_master.tif","122","","","","","","","text","","","","","","","","","","","","","","","page 213","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm45f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm46z","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm46z_745047_master.tif","123","","","","","","","text","","","","","","","","","","","","","","","page 214","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm46z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm47g","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm47g_745052_master.tif","124","","","","","","","text","","","","","","","","","","","","","","","page 215","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm47g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm480","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm480_745058_master.tif","125","","","","","","","text","","","","","","","","","","","","","","","page 216","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm480",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm49h","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm49h_745067_master.tif","126","","","","","","","text","","","","","","","","","","","","","","","page 217","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm49h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm6r6","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm6r6_745282_master.tif","127","","","","","","","text","","","","","","","","","","","","","","","page 218","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6r6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm6sq","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm6sq_745292_master.tif","128","","","","","","","text","","","","","","","","","","","","","","","page 219","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6sq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm6t7","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm6t7_745298_master.tif","129","","","","","","","text","","","","","","","","","","","","","","","page 220","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6t7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm6vr","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm6vr_745301_master.tif","130","","","","","","","text","","","","","","","","","","","","","","","page 221","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6vr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm6w8","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm6w8_745310_master.tif","131","","","","","","","text","","","","","","","","","","","","","","","page 222","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6w8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm6xs","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm6xs_745313_master.tif","132","","","","","","","text","","","","","","","","","","","","","","","page 223","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6xs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm6z9","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm6z9_745316_master.tif","133","","","","","","","text","","","","","","","","","","","","","","","page 224","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm6z9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm709","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm709_745323_master.tif","134","","","","","","","text","","","","","","","","","","","","","","","page 225","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm709",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm71t","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm71t_745328_master.tif","135","","","","","","","text","","","","","","","","","","","","","","","page 226","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm71t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm72b","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm72b_745331_master.tif","136","","","","","","","text","","","","","","","","","","","","","","","page 227","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm72b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm73v","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm73v_745340_master.tif","137","","","","","","","text","","","","","","","","","","","","","","","page 228","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm73v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm74c","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm74c_745346_master.tif","138","","","","","","","text","","","","","","","","","","","","","","","page 229","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm74c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bm75w","ark:/21198/zz0019rt1d","2","Completed","Page","boundman170/masters/21198-zz001bm75w_745349_master.tif","139","","","","","","","text","","","","","","","","","","","","","","","page 230","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bm75w",""
