"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Name.author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttx0","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttx0_781303_master.tif","69","","","","","","","","","","","","","","","","","","","","","","page 66","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttx0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dttzh","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dttzh_781337_master.tif","70","","","","","","","","","","","","","","","","","","","","","","page 67","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dttzh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtv0h","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtv0h_781351_master.tif","71","","","","","","","","","","","","","","","","","","","","","","page 68","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtv0h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtv11","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtv11_781357_master.tif","72","","","","","","","","","","","","","","","","","","","","","","page 70","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtv11",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtv2j","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtv2j_781377_master.tif","73","","","","","","","","","","","","","","","","","","","","","","page 71","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtv2j",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtv32","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtv32_781387_master.tif","74","","","","","","","","","","","","","","","","","","","","","","page 72","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtv32",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtv4k","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtv4k_781404_master.tif","75","","","","","","","","","","","","","","","","","","","","","","page 73","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtv4k",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtv53","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtv53_781410_master.tif","76","","","","","","","","","","","","","","","","","","","","","","page 74","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtv53",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzb4","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzb4_781423_master.tif","77","","","","","","","","","","","","","","","","","","","","","","page 74b","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzb4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzcn","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzcn_781445_master.tif","78","","","","","","","","","","","","","","","","","","","","","","page 74d","","","Letter, 1887 May 26, Los Angeles, Cal., to Messrs Garbutt and [Tomer(?)], Real Estate Agents, Los Angeles, from E.H. Owen, Attorney at Law.  Brief letter on the matter of the examination of title for the tract known as ""Rancho San Jose de Buenos Ayres"".|~|According to Mr. Owen, based on said title examination 5 0.86 acres of said property has been deed by John Wolfskill to Henry Hammel and A.H. Denker.","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzcn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzd5","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzd5_781463_master.tif","79","","","","","","","","","","","","","","","","","","","","","","page 75","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzd5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzfp","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzfp_781469_master.tif","80","","","","","","","","","","","","","","","","","","","","","","page 76","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzfp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzg6","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzg6_781481_master.tif","81","","","","","","","","","","","","","","","","","","","","","","page 77","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzg6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzhq","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzhq_781493_master.tif","82","","","","","","","","","","","","","","","","","","","","","","page 79","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzhq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzj7","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzj7_781504_master.tif","83","","","","","","","","","","","","","","","","","","","","","","page 80","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzj7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dtzkr","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001dtzkr_781516_master.tif","84","","","","","","","","","","","","","","","","","","","","","","page 81","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtzkr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001gphff","ark:/21198/zz001dsqkx","2","Completed","Page","boundman170/masters/21198-zz001gphff_1271454_master.tif","9","","","","","","","","","","","","","","","","","","","","","","page 1","","","Owner's incription: ""John Wolfskill, Los Angeles, Cal""","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gphff",""
