Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002h77t7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR730F5/G5661_C5_15M_DGM_1940.tif,,,,,,,cartographic,map|~|Thematic maps.,unknown,unknown,,,por,Geology--Brazil--Maps.,,Brazil--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map Geológico do Estado de Goiaz,1940,,,,,,Brazil,,,,,,,G5661_C5_15M_DGM_1940|~|DR730F5,,,1940,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hgn0r,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002hgn0r_2260800_master.tif,,,,,,,cartographic,map,,,,,eng,Office buildings--California--Los Angeles--Maps|~|Office buildings--California--Los Angeles Metropolitan Area--Maps|~|Office buildings--California--Orange County--Maps|~|n-us-ca|~|Tall buildings--California--Los Angeles Metropolitan Area--Maps|~|Tall buildings--California--Orange County--Maps|~|Tall buildings--California--Los Angeles--Maps,,,,,,,"New high rise office buildings in the Los Angeles-Orange County region, includes structures 8 floors and over built since World War II, includes those under construction through 1979",[1980],,Western Economic Research Co.,"Includes ""The complete list by year construction started.""|~|""Original copyright 1966 by Wilbur McCann, Los Angeles, CA.""","Sherman Oaks, Calif|~|cau","14 maps on 1 sheet : col. ; 37 x 43 cm. or smaller, sheet 75 x 108 cm.",Los Angeles Metropolitan Area|~|California|~|Orange County,9195453,,,,Scales differ.,,,Rev. ed. 1980.,,,"Western Economic Research Co., 13437 Ventura Blvd., Sherman Oaks, Calif. 91423|~|82694528",
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hgn18,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002hgn18_2260803_master.tif,,,,,,,cartographic,map,,,,,eng,"Industrial sites--California, Southern--Maps|~|n-us-ca|~|Industrial districts--California, Southern--Maps",,,,,,,Industrial map of the Los Angeles 5-county area,1988,,"Western Economic Research Co., Inc.","Includes 3 insets.|~|""Includes land now used by industry & vacant land zoned for industry.""|~|Western Economic Research Co.","Panorama City, Calif|~|cau",1 map : col. ; 82 x 108 cm.,"California, Southern",21104289,,,,"Scale ca. 1:500,000|~|Scale ca. 1:200,000|~|Scale 1:63,360|~|Scale ca. 1:2,000,000",,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hgn2s,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002hgn2s_2260806_master.tif,,,,,,,cartographic,map,,,,,eng,n-us-ca|~|Labor supply--California--Los Angeles Metropolitan Area--Maps|~|Los Angeles Metropolitan Area (Calif.)--Manufacturers--Maps,,,,,,,Distribution of manufacturing employment in the Los Angeles five county area : one dot equals 500 mfg. employees,1988|~|[1988],,Western Economic Research Co.,Includes notes.|~|Insets: Central Los Angeles area inset -- Eastern portions -- Coachella Valley.,"cau|~|Encino, Calif",1 map ; 78 x 105 cm.,Los Angeles Metropolitan Area (Calif.)|~|California,21668907,,,,"Scale [ca. 1:210,000].",,,1988 ed.,,,"90681206|~|Western Economic Research Co. Inc., 15910 Ventura Blvd., Suite A-8, Encino, Calif. 91436-2802",
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hgn39,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002hgn39_2260809_master.tif,,,,,,,Thematic maps.,map,,,,,eng,,,Los Angeles (Calif.)--Maps|~|Orange County (Calif.)--Maps,,,,,"New high rise office buildings in the Los Angeles- Orange County region : includes structures 8 floors and over built since World War II, includes those under construction through 1970.",1971,,,,,,Los Angeles,,G4362s (111.) E73 VAR WER 1971,,,,,,,,1971,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkk5q,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5670_15m_1938.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5670_15m_1938,,,,,,,,,,,,,,G5670_15m_1938|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkk67,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5670_Ptolemy_150_BC_1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5670_Ptolemy_150_BC_1,,,,,,,,,,,,,,G5670_Ptolemy_150_BC_1|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkk7r,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5670_Ptolemy_150_BC_2.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5670_Ptolemy_150_BC_2,,,,,,,,,,,,,,G5670_Ptolemy_150_BC_2|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkk88,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5671_A5_NGS_1928.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5671_A5_NGS_1928,,,,,,,,,,,,,,G5671_A5_NGS_1928|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkk9s,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5671_F3_ca_1918.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5671_F3_ca_1918,,,,,,,,,,,,,,G5671_F3_ca_1918|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkb9,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5671_F3_ESSO_1843.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5671_F3_ESSO_1843,,,,,,,,,,,,,,G5671_F3_ESSO_1843|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkct,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5671_P7_G1_13m_JAAA_ca_1900.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5671_P7_G1_13m_JAAA_ca_1900,,,,,,,,,,,,,,G5671_P7_G1_13m_JAAA_ca_1900|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkdb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5671_S_1928.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5671_S_1928,,,,,,,,,,,,,,G5671_S_1928|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkfv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_11m_RGS_1941.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_11m_RGS_1941,,,,,,,,,,,,,,G5672_11m_RGS_1941|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkgc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_15m_NGS_1942.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_15m_NGS_1942,,,,,,,,,,,,,,G5672_15m_NGS_1942|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkhw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_17m_H_MS_1942.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_17m_H_MS_1942,,,,,,,,,,,,,,G5672_17m_H_MS_1942|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkjd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_33m_GV_1942.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_33m_GV_1942,,,,,,,,,,,,,,G5672_33m_GV_1942|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkkx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_4_3m_USA_1877.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_4_3m_USA_1877,,,,,,,,,,,,,,G5672_4_3m_USA_1877|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkmf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_6m_NGS_1940.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_6m_NGS_1940,,,,,,,,,,,,,,G5672_6m_NGS_1940|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkknz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_6m_NGS_1943.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_6m_NGS_1943,,,,,,,,,,,,,,G5672_6m_NGS_1943|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkpg,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_A1_17m_NP_1923.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_A1_17m_NP_1923,,,,,,,,,,,,,,G5672_A1_17m_NP_1923|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkq0,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_B72_NS_OSS_1943.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_B72_NS_OSS_1943,,,,,,,,,,,,,,G5672_B72_NS_OSS_1943|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkrh,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_Bellin_1747.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_Bellin_1747,,,,,,,,,,,,,,G5672_Bellin_1747|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkks1,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_C8_NS_OL_1910_1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_C8_NS_OL_1910_1,,,,,,,,,,,,,,G5672_C8_NS_OL_1910_1|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkktj,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_C8_NS_OL_1910_2.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_C8_NS_OL_1910_2,,,,,,,,,,,,,,G5672_C8_NS_OL_1910_2|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkv2,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_F5_NS_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_F5_NS_ND,,,,,,,,,,,,,,G5672_F5_NS_ND|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkwk,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_G5_Homann_1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_G5_Homann_1,,,,,,,,,,,,,,G5672_G5_Homann_1|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkx3,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_J912_17_5m_Geographia_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_J912_17_5m_Geographia_ND,,,,,,,,,,,,,,G5672_J912_17_5m_Geographia_ND|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkkzm,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_M4_S7_1940_G46.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_M4_S7_1940_G46,,,,,,,,,,,,,,G5672_M4_S7_1940_G46|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm0m,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_NS_P1_OCI_ND.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_NS_P1_OCI_ND,,,,,,,,,,,,,,G5672_NS_P1_OCI_ND|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm14,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_NS_RRI_1944.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_NS_RRI_1944,,,,,,,,,,,,,,G5672_NS_RRI_1944|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm2n,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_S_P5_7m_Prunes_1559_1981.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_S_P5_7m_Prunes_1559_1981,,,,,,,,,,,,,,G5672_S_P5_7m_Prunes_1559_1981|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm35,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_VAR_AF_1898.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_VAR_AF_1898,,,,,,,,,,,,,,G5672_VAR_AF_1898|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm4p,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_var_RMcN_1901_1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_var_RMcN_1901_1,,,,,,,,,,,,,,G5672_var_RMcN_1901_1|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm56,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder1/G5672_var_RMcN_1901_2.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5672_var_RMcN_1901_2,,,,,,,,,,,,,,G5672_var_RMcN_1901_2|~|Drawer701_folder1,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm6q,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5670_30m_GDC_1943.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5670_30m_GDC_1943,,,,,,,,,,,,,,G5670_30m_GDC_1943|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm77,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5690_15m_NGS_1933.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5690_15m_NGS_1933,,,,,,,,,,,,,,G5690_15m_NGS_1933|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm8r,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5690_17_5m_NGS_1962.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5690_17_5m_NGS_1962,,,,,,,,,,,,,,G5690_17_5m_NGS_1962|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkm98,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5690_C2_20m_G_P_1945_1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5690_C2_20m_G_P_1945_1,,,,,,,,,,,,,,G5690_C2_20m_G_P_1945_1|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmbs,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5690_C2_20m_G_P_1945_2.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5690_C2_20m_G_P_1945_2,,,,,,,,,,,,,,G5690_C2_20m_G_P_1945_2|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmc9,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5691_C2_1941.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5691_C2_1941,,,,,,,,,,,,,,G5691_C2_1941|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmdt,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5691_F7_6m_NGS_1931_1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5691_F7_6m_NGS_1931_1,,,,,,,,,,,,,,G5691_F7_6m_NGS_1931_1|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmfb,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5691_F7_6m_NGS_1931_2.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5691_F7_6m_NGS_1931_2,,,,,,,,,,,,,,G5691_F7_6m_NGS_1931_2|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmgv,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5691_S_Black_Sea_Area.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5691_S_Black_Sea_Area,,,,,,,,,,,,,,G5691_S_Black_Sea_Area|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmhc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5692_3_2m_MID_1921_1.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5692_3_2m_MID_1921_1,,,,,,,,,,,,,,G5692_3_2m_MID_1921_1|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmjw,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5692_3_2m_MID_1921_2.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5692_3_2m_MID_1921_2,,,,,,,,,,,,,,G5692_3_2m_MID_1921_2|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmkd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5692_3_3m_Ravensteins_1943.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5692_3_3m_Ravensteins_1943,,,,,,,,,,,,,,G5692_3_3m_Ravensteins_1943|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmmx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5692_6m_NGS_1943.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5692_6m_NGS_1943,,,,,,,,,,,,,,G5692_6m_NGS_1943|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmnf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5692_6_3m_AMS_1943.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5692_6_3m_AMS_1943,,,,,,,,,,,,,,G5692_6_3m_AMS_1943|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmpz,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5692_E2_F5_BAR_SGE_1918.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5692_E2_F5_BAR_SGE_1918,,,,,,,,,,,,,,G5692_E2_F5_BAR_SGE_1918|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hkmqg,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer701_folder2/G5692_P3_7m_E5_1925.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G5692_P3_7m_E5_1925,,,,,,,,,,,,,,G5692_P3_7m_E5_1925|~|Drawer701_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hknmd,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder2/G4872_100_AMS_1927.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4872_100_AMS_1927,,,,,,,,,,,,,,G4872_100_AMS_1927|~|Drawer721_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hknnx,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder2/G4872_100_AMS_1938.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4872_100_AMS_1938,,,,,,,,,,,,,,G4872_100_AMS_1938|~|Drawer721_folder2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002hknpf,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer721_folder2/G4872_100_ICC_1911.tif,,,,,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,G4872_100_ICC_1911,,,,,,,,,,,,,,G4872_100_ICC_1911|~|Drawer721_folder2,,,,,
