"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0002mhn9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhn9-1-master.tif","332","","","text","","","","","","page 272","v","332","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhn9"
"Picart (Bernard) Collection","ark:/21198/zz0002mhtw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhtw-1-master.tif","333","","","text","","","","","","page 273","r","333","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhtw"
"Picart (Bernard) Collection","ark:/21198/zz0002mj20","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj20-1-master.tif","334","","","text","","","","","","page 274","v","334","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj20"
"Picart (Bernard) Collection","ark:/21198/zz0002mhwx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhwx-1-master.tif","335","","","text","","","","","","page 275","r","335","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhwx"
"Picart (Bernard) Collection","ark:/21198/zz0002mj0z","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj0z-1-master.tif","336","","","text","","","","","","page 276","v","336","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj0z"
"Picart (Bernard) Collection","ark:/21198/zz0002mhjr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhjr-1-master.tif","337","","","text","","","","","","page 277","r","337","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhjr"
"Picart (Bernard) Collection","ark:/21198/zz0002mk8k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk8k-1-master.tif","338","","","text","","","","","","page 278","v","338","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk8k"
"Picart (Bernard) Collection","ark:/21198/zz0002mkbm","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkbm-1-master.tif","339","","","text","","","","","","page 279","r","339","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkbm"
"Picart (Bernard) Collection","ark:/21198/zz0002mkdn","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkdn-1-master.tif","340","","","text","","","","","","page 280","v","340","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkdn"
"Picart (Bernard) Collection","ark:/21198/zz0002mkf5","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkf5-1-master.tif","341","","","text","","","","","","page 281","r","341","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkf5"
"Picart (Bernard) Collection","ark:/21198/zz0002mkh6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkh6-1-master.tif","342","","","text","","","","","","page 282","v","342","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkh6"
"Picart (Bernard) Collection","ark:/21198/zz0002mkk7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkk7-1-master.tif","343","","","text","","","","","","page 283","r","343","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkk7"
"Picart (Bernard) Collection","ark:/21198/zz0002mkn8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkn8-1-master.tif","344","","","text","","","","","","page 284","v","344","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkn8"
"Picart (Bernard) Collection","ark:/21198/zz0002mkq9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkq9-1-master.tif","345","","","text","","","","","","page 285","r","345","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkq9"
"Picart (Bernard) Collection","ark:/21198/zz0002mkrt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkrt-1-master.tif","346","","","text","","","","","","page 286","v","346","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkrt"
"Picart (Bernard) Collection","ark:/21198/zz0002mktv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mktv-1-master.tif","347","","","text","","","","","","page 287","r","347","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mktv"
"Picart (Bernard) Collection","ark:/21198/zz0002mkww","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkww-1-master.tif","348","","","text","","","","","","page 288","v","348","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkww"
"Picart (Bernard) Collection","ark:/21198/zz0002mkxd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkxd-1-master.tif","349","","","text","","","","","","page 289","r","349","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkxd"
"Picart (Bernard) Collection","ark:/21198/zz0002mm0x","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm0x-1-master.tif","350","","","text","","","","","","page 290","v","350","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm0x"
"Picart (Bernard) Collection","ark:/21198/zz0002mm2z","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm2z-1-master.tif","351","","","text","","","","","","page 291","r","351","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm2z"
"Picart (Bernard) Collection","ark:/21198/zz0002mm3g","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm3g-1-master.tif","352","","","text","","","","","","page 292","v","352","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm3g"
"Picart (Bernard) Collection","ark:/21198/zz0002mm5h","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm5h-1-master.tif","353","","","text","","","","","","page 293","r","353","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm5h"
"Picart (Bernard) Collection","ark:/21198/zz0002mm7j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm7j-1-master.tif","354","","","text","","","","","","page 294","v","354","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm7j"
"Picart (Bernard) Collection","ark:/21198/zz0002mm82","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm82-1-master.tif","355","","","text","","","","","","page 295","r","355","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm82"
"Picart (Bernard) Collection","ark:/21198/zz0002mmb3","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmb3-1-master.tif","356","","","text","","","","","","page 296","v","356","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmb3"
"Picart (Bernard) Collection","ark:/21198/zz0002mmd4","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmd4-1-master.tif","357","","","text","","","","","","page 297","r","357","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmd4"
"Picart (Bernard) Collection","ark:/21198/zz0002mmfn","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmfn-1-master.tif","358","","","text","","","","","","page 298","v","358","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmfn"
"Picart (Bernard) Collection","ark:/21198/zz0002mmhp","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmhp-1-master.tif","359","","","text","","","","","","page 299","r","359","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmhp"
"Picart (Bernard) Collection","ark:/21198/zz0002mmkq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmkq-1-master.tif","360","","","text","","","","","","page 300","v","360","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmkq"
"Picart (Bernard) Collection","ark:/21198/zz0002mmm7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmm7-1-master.tif","361","","","text","","","","","","page 301","r","361","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmm7"
"Picart (Bernard) Collection","ark:/21198/zz0002mmp8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmp8-1-master.tif","362","","","text","","","","","","page 302","v","362","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmp8"
"Picart (Bernard) Collection","ark:/21198/zz0002mmr9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmr9-1-master.tif","363","","","text","","","","","","page 303","r","363","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmr9"
"Picart (Bernard) Collection","ark:/21198/zz0002mmst","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmst-1-master.tif","364","","","text","","","","","","page 304","v","364","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmst"
"Picart (Bernard) Collection","ark:/21198/zz0002mmvv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmvv-1-master.tif","365","","","text","","","","","","page 305","r","365","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmvv"
"Picart (Bernard) Collection","ark:/21198/zz0002mmxw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmxw-1-master.tif","366","","","text","","","","","","page 306","v","366","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmxw"
"Picart (Bernard) Collection","ark:/21198/zz0002mmzd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmzd-1-master.tif","367","","","text","","","","","","page 307","r","367","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmzd"
"Picart (Bernard) Collection","ark:/21198/zz0002mn1x","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn1x-1-master.tif","368","","","text","","","","","","page 308","v","368","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn1x"
"Picart (Bernard) Collection","ark:/21198/zz0002mn3z","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn3z-1-master.tif","369","","","text","","","","","","page 309","r","369","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn3z"
"Picart (Bernard) Collection","ark:/21198/zz0002mn4g","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn4g-1-master.tif","370","","","text","","","","","","page 310","v","370","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn4g"
"Picart (Bernard) Collection","ark:/21198/zz0002mn6h","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn6h-1-master.tif","371","","","text","","","","","","page 311","r","371","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn6h"
"Picart (Bernard) Collection","ark:/21198/zz0002mn8j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn8j-1-master.tif","372","","","text","","","","","","page 312","v","372","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn8j"
"Picart (Bernard) Collection","ark:/21198/zz0002mjvw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjvw-1-master.tif","373","","","text","","","","","","page 313","r","373","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjvw"
"Picart (Bernard) Collection","ark:/21198/zz0002mk1z","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk1z-1-master.tif","374","","","text","","","","","","page 314","v","374","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk1z"
"Picart (Bernard) Collection","ark:/21198/zz0002mm1f","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm1f-1-master.tif","375","","","text","","","","","","page 315","r","375","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm1f"
"Picart (Bernard) Collection","ark:/21198/zz0002mkvc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkvc-1-master.tif","376","","","text","","","","","","page 316","v","376","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkvc"
"Picart (Bernard) Collection","ark:/21198/zz0002mjwd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjwd-1-master.tif","377","","","text","","","","","","page 317","r","377","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjwd"
"Picart (Bernard) Collection","ark:/21198/zz0002mp3f","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mp3f-1-master.tif","378","","","text","","","","","","page 318","v","378","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mp3f"
"Picart (Bernard) Collection","ark:/21198/zz0002mp4z","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mp4z-1-master.tif","379","","","text","","","","","","page 319","r","379","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mp4z"
"Picart (Bernard) Collection","ark:/21198/zz0002mp2x","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mp2x-1-master.tif","380","","","text","","","","","","page 320","v","380","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mp2x"
"Picart (Bernard) Collection","ark:/21198/zz0002mk51","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk51-1-master.tif","381","","","text","","","","","","page 321","r","381","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk51"
"Picart (Bernard) Collection","ark:/21198/zz0002mk6j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk6j-1-master.tif","382","","","text","","","","","","page 322","v","382","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk6j"
"Picart (Bernard) Collection","ark:/21198/zz0002mk0f","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk0f-1-master.tif","383","","","text","","","","","","page 322a","r","383","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk0f"
"Picart (Bernard) Collection","ark:/21198/zz0002mjxx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjxx-1-master.tif","384","","","still image","","","","","","The act of faith and executions.","v","384","The auto-da-fe or act of faith.  The executions.","page 322b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjxx"
"Picart (Bernard) Collection","ark:/21198/zz0002mk30","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk30-1-master.tif","385","","","text","","","","","","page 323","r","385","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk30"
"Picart (Bernard) Collection","ark:/21198/zz0002mkc4","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkc4-1-master.tif","386","","","text","","","","","","page 324","v","386","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkc4"
"Picart (Bernard) Collection","ark:/21198/zz0002mjrb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjrb-1-master.tif","387","","","text","","","","","","page 325","r","387","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjrb"
"Picart (Bernard) Collection","ark:/21198/zz0002mjqt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjqt-1-master.tif","388","","","text","","","","","","page 326","v","388","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjqt"
"Picart (Bernard) Collection","ark:/21198/zz0002mp1d","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mp1d-1-master.tif","389","","","text","","","","","","page 327","r","389","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mp1d"
"Picart (Bernard) Collection","ark:/21198/zz0002mp0w","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mp0w-1-master.tif","390","","","text","","","","","","page 328","v","390","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mp0w"
"Picart (Bernard) Collection","ark:/21198/zz0002mk2g","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk2g-1-master.tif","391","","","text","","","","","","page 329","r","391","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk2g"
"Picart (Bernard) Collection","ark:/21198/zz0002mkjq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkjq-1-master.tif","392","","","text","","","","","","page 330","v","392","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkjq"
"Picart (Bernard) Collection","ark:/21198/zz0002mnxc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnxc-1-master.tif","393","","","text","","","","","","page 331","r","393","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnxc"
"Picart (Bernard) Collection","ark:/21198/zz0002mkps","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkps-1-master.tif","394","","","text","","","","","","page 332","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkps"
"Picart (Bernard) Collection","ark:/21198/zz0002mm61","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm61-1-master.tif","395","","","text","","","","","","page 333","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm61"
"Picart (Bernard) Collection","ark:/21198/zz0002mmcm","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmcm-1-master.tif","396","","","text","","","","","","page 334","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmcm"
"Picart (Bernard) Collection","ark:/21198/zz0002mmj6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmj6-1-master.tif","397","","","text","","","","","","page 335","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmj6"
"Picart (Bernard) Collection","ark:/21198/zz0002mnc3","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnc3-1-master.tif","398","","","text","","","","","","page 336","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnc3"
"Picart (Bernard) Collection","ark:/21198/zz0002mm9k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm9k-1-master.tif","399","","","text","","","","","","page 337","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm9k"
"Picart (Bernard) Collection","ark:/21198/zz0002mkmr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkmr-1-master.tif","400","","","text","","","","","","page 338","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkmr"
"Picart (Bernard) Collection","ark:/21198/zz0002mksb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mksb-1-master.tif","401","","","text","","","","","","page 339","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mksb"
"Picart (Bernard) Collection","ark:/21198/zz0002mkzx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkzx-1-master.tif","402","","","text","","","","","","page 340","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkzx"
"Picart (Bernard) Collection","ark:/21198/zz0002mm40","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mm40-1-master.tif","403","","","text","","","","","","page 341","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mm40"
"Picart (Bernard) Collection","ark:/21198/zz0002mkgp","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mkgp-1-master.tif","404","","","text","","","","","","page 342","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mkgp"
"Picart (Bernard) Collection","ark:/21198/zz0002mmnr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmnr-1-master.tif","405","","","text","","","","","","page 343","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmnr"
"Picart (Bernard) Collection","ark:/21198/zz0002mmqs","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmqs-1-master.tif","406","","","text","","","","","","page 344","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmqs"
"Picart (Bernard) Collection","ark:/21198/zz0002mmtb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmtb-1-master.tif","407","","","text","","","","","","page 345","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmtb"
"Picart (Bernard) Collection","ark:/21198/zz0002mmwc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mmwc-1-master.tif","408","","","text","","","","","","page 346","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mmwc"
"Picart (Bernard) Collection","ark:/21198/zz0002mn2f","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn2f-1-master.tif","409","","","text","","","","","","page 347","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn2f"
"Picart (Bernard) Collection","ark:/21198/zz0002mn71","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mn71-1-master.tif","410","","","text","","","","","","page 348","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mn71"
"Picart (Bernard) Collection","ark:/21198/zz0002mnbk","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnbk-1-master.tif","411","","","text","","","","","","page 349","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnbk"
"Picart (Bernard) Collection","ark:/21198/zz0002mndm","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mndm-1-master.tif","412","","","text","","","","","","page 350","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mndm"
"Picart (Bernard) Collection","ark:/21198/zz0002mnf4","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mnf4-1-master.tif","413","","","text","","","","","","page 351","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mnf4"
