"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0002m9sg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9sg-1-master.tif","174","","","text","","","","","","page 130","v","174","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9sg"
"Picart (Bernard) Collection","ark:/21198/zz0002m9mw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002m9mw-1-master.tif","175","","","text","","","","","","page 131","r","175","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002m9mw"
"Picart (Bernard) Collection","ark:/21198/zz0002mc4m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc4m-1-master.tif","176","","","text","","","","","","page 132","v","176","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc4m"
"Picart (Bernard) Collection","ark:/21198/zz0002mbzj","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbzj-1-master.tif","177","","","still image","","","","","","A SUN-DEACON ORDAIN'D.","r","177","A SUN-DEACON ORDAIN'D.DEACON ORDAIN'D.  PRIEST ORDAIN'D.  The PRIEST receives the IMPOSITION of Hands.  The BISHOP impowers the PRIESTS to CONSECRATE.  The BISHOP gives the PRIESTS the SACRAMENT.","page 132a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbzj"
"Picart (Bernard) Collection","ark:/21198/zz0002mbsz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbsz-1-master.tif","178","","","text","","","","","","page 132b","v","178","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbsz"
"Picart (Bernard) Collection","ark:/21198/zz0002mbmc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbmc-1-master.tif","179","","","text","","","","","","page 133","r","179","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbmc"
"Picart (Bernard) Collection","ark:/21198/zz0002mbfs","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbfs-1-master.tif","180","","","text","","","","","","page 134","v","180","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbfs"
"Picart (Bernard) Collection","ark:/21198/zz0002mb86","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb86-1-master.tif","181","","","text","","","","","","page 134a","r","181","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb86"
"Picart (Bernard) Collection","ark:/21198/zz0002mb3m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb3m-1-master.tif","182","","","still image","","","","","","The BISHOP elect presents himself with the ASSISTANTS.","v","182","The BISHOP elect presents himself with the ASSISTANTS.  Takes the OATH.  The BISHOP elect falls PROSTRATE.  Is ANOINTED.  Has his HANDS ANOINTED.  The PASTORAL STAFF given to him.","page 134b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb3m"
"Picart (Bernard) Collection","ark:/21198/zz0002mb65","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mb65-1-master.tif","183","","","text","","","","","","page 135","r","183","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mb65"
"Picart (Bernard) Collection","ark:/21198/zz0002mbcr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbcr-1-master.tif","184","","","text","","","","","","page 136","v","184","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbcr"
"Picart (Bernard) Collection","ark:/21198/zz0002mbjb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbjb-1-master.tif","185","","","text","","","","","","page 137","r","185","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbjb"
"Picart (Bernard) Collection","ark:/21198/zz0002mbqx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbqx-1-master.tif","186","","","text","","","","","","page 138","v","186","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbqx"
"Picart (Bernard) Collection","ark:/21198/zz0002mcjt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcjt-1-master.tif","187","","","still image","","","","","","The BISHOP receives the RING.","r","187","The BISHOP receives the RING.  The BOOK of the GOSPELS is given him.  The new BISHOP presents the TORCHES, the break & wine.  The MITER put on his HEAD.  The PASTORAL staff given to him.  The ARCHBISHOP receives the PALL.","page 138a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcjt"
"Picart (Bernard) Collection","ark:/21198/zz0002mdrd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdrd-1-master.tif","188","","","text","","","","","","page 138b","v","188","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdrd"
"Picart (Bernard) Collection","ark:/21198/zz0002mcqd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcqd-1-master.tif","189","","","text","","","","","","page 139","r","189","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcqd"
"Picart (Bernard) Collection","ark:/21198/zz0002mcsf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcsf-1-master.tif","190","","","text","","","","","","page 140","v","190","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcsf"
"Picart (Bernard) Collection","ark:/21198/zz0002mcw0","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcw0-1-master.tif","191","","","text","","","","","","page 141","r","191","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcw0"
"Picart (Bernard) Collection","ark:/21198/zz0002mcz1","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcz1-1-master.tif","192","","","text","","","","","","page 142","v","192","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcz1"
"Picart (Bernard) Collection","ark:/21198/zz0002md22","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md22-1-master.tif","193","","","text","","","","","","page 143","r","193","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md22"
"Picart (Bernard) Collection","ark:/21198/zz0002md43","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md43-1-master.tif","194","","","text","","","","","","page 144","v","194","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md43"
"Picart (Bernard) Collection","ark:/21198/zz0002md7n","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md7n-1-master.tif","195","","","text","","","","","","page 145","r","195","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md7n"
"Picart (Bernard) Collection","ark:/21198/zz0002md9p","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md9p-1-master.tif","196","","","text","","","","","","page 146","v","196","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md9p"
"Picart (Bernard) Collection","ark:/21198/zz0002mdd7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdd7-1-master.tif","197","","","text","","","","","","page 147","r","197","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdd7"
"Picart (Bernard) Collection","ark:/21198/zz0002mdg8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdg8-1-master.tif","198","","","text","","","","","","page 148","v","198","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdg8"
"Picart (Bernard) Collection","ark:/21198/zz0002mdkt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdkt-1-master.tif","199","","","still image","","","","","","The ABBOT receives the ECCLESLASTICAL HABIT.","r","199","The ABBOT receives the ECCLESLASTICAL HABIT.  Receives the IMPOSITION of HANDS.  The ABBESS receives the VEIL.  NUNS CONSECRATED.The HABITS CONSECRATED.They receive the VEIL.","page 148a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdkt"
"Picart (Bernard) Collection","ark:/21198/zz0002mdnv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdnv-1-master.tif","200","","","text","","","","","","page 148b","v","200","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdnv"
"Picart (Bernard) Collection","ark:/21198/zz0002mdtf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdtf-1-master.tif","201","","","text","","","","","","page 149","r","201","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdtf"
"Picart (Bernard) Collection","ark:/21198/zz0002mdx0","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdx0-1-master.tif","202","","","text","","","","","","page 150","v","202","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdx0"
"Picart (Bernard) Collection","ark:/21198/zz0002mf74","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf74-1-master.tif","203","","","still image","","","","","","The BISHOP gives the newly consecrated NUNS the RING.","r","203","The BISHOP gives the newly consecrated NUNS the RING.  The CONSECRATED nuns are crown’d.  The ANATHEMA is READ to them.  The NUNS present TAPERS.  The BISHOP gives the NUNS the COMMUNION.  The BREVIARY is given to them.","page 150a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf74"
"Picart (Bernard) Collection","ark:/21198/zz0002mf53","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf53-1-master.tif","204","","","text","","","","","","page 150b","v","204","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf53"
"Picart (Bernard) Collection","ark:/21198/zz0002mbwh","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mbwh-1-master.tif","205","","","text","","","","","","page 151","r","205","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mbwh"
"Picart (Bernard) Collection","ark:/21198/zz0002mc2k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc2k-1-master.tif","206","","","text","","","","","","page 152","v","206","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc2k"
"Picart (Bernard) Collection","ark:/21198/zz0002mc75","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mc75-1-master.tif","207","","","text","","","","","","page 153","r","207","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mc75"
"Picart (Bernard) Collection","ark:/21198/zz0002mf0h","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf0h-1-master.tif","208","","","text","","","","","","page 154","v","208","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf0h"
"Picart (Bernard) Collection","ark:/21198/zz0002mf2j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf2j-1-master.tif","209","","","text","","","","","","page 155","r","209","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf2j"
"Picart (Bernard) Collection","ark:/21198/zz0002mf32","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf32-1-master.tif","210","","","text","","","","","","page 156","v","210","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf32"
"Picart (Bernard) Collection","ark:/21198/zz0002mdwg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdwg-1-master.tif","211","","","text","","","","","","page 157","r","211","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdwg"
"Picart (Bernard) Collection","ark:/21198/zz0002mdqw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdqw-1-master.tif","212","","","text","","","","","","page 158","v","212","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdqw"
"Picart (Bernard) Collection","ark:/21198/zz0002mdj9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdj9-1-master.tif","213","","","text","","","","","","page 159","r","213","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdj9"
"Picart (Bernard) Collection","ark:/21198/zz0002mdcq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdcq-1-master.tif","214","","","text","","","","","","page 160","v","214","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdcq"
"Picart (Bernard) Collection","ark:/21198/zz0002md64","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md64-1-master.tif","215","","","text","","","","","","page 161","r","215","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md64"
"Picart (Bernard) Collection","ark:/21198/zz0002md1j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md1j-1-master.tif","216","","","text","","","","","","page 162","v","216","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md1j"
"Picart (Bernard) Collection","ark:/21198/zz0002mcvg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcvg-1-master.tif","217","","","still image","","","","","","The interment of a Pope.","r","217","The deceased Pope’s corps view’d.  Obsequies of the deceas’d Pope.  The Pope’s corps carries to St. Peter’s Church.  The Pope’s Corps expos’d for 3 days to the view of the people in St. Peter’s Church.  Catafalco or temporary mausoleum erected in honour of the decease’d Pope.  The funeral procession at the Popes interment.","page 162a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcvg"
"Picart (Bernard) Collection","ark:/21198/zz0002mcpw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcpw-1-master.tif","218","","","text","","","","","","page 162b","v","218","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcpw"
"Picart (Bernard) Collection","ark:/21198/zz0002mf6m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf6m-1-master.tif","219","","","text","","","","","","page 163","r","219","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf6m"
"Picart (Bernard) Collection","ark:/21198/zz0002mf11","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf11-1-master.tif","220","","","text","","","","","","page 164","v","220","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf11"
"Picart (Bernard) Collection","ark:/21198/zz0002mdvz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdvz-1-master.tif","221","","","text","","","","","","page 165","r","221","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdvz"
"Picart (Bernard) Collection","ark:/21198/zz0002mdpc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdpc-1-master.tif","222","","","text","","","","","","page 166","v","222","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdpc"
"Picart (Bernard) Collection","ark:/21198/zz0002mdhs","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdhs-1-master.tif","223","","","text","","","","","","page 167","r","223","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdhs"
"Picart (Bernard) Collection","ark:/21198/zz0002mdb6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdb6-1-master.tif","224","","","text","","","","","","page 168","v","224","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdb6"
"Picart (Bernard) Collection","ark:/21198/zz0002md5m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md5m-1-master.tif","225","","","text","","","","","","page 169","r","225","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md5m"
"Picart (Bernard) Collection","ark:/21198/zz0002mckb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mckb-1-master.tif","226","","","text","","","","","","page 170","v","226","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mckb"
"Picart (Bernard) Collection","ark:/21198/zz0002md01","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md01-1-master.tif","227","","","text","","","","","","page 171","r","227","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md01"
"Picart (Bernard) Collection","ark:/21198/zz0002mctz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mctz-1-master.tif","228","","","text","","","","","","page 172","v","228","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mctz"
"Picart (Bernard) Collection","ark:/21198/zz0002mcrx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcrx-1-master.tif","229","","","text","","","","","","page 173","r","229","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcrx"
"Picart (Bernard) Collection","ark:/21198/zz0002mcnc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcnc-1-master.tif","230","","","text","","","","","","page 174","v","230","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcnc"
"Picart (Bernard) Collection","ark:/21198/zz0002mf4k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf4k-1-master.tif","231","","","text","","","","","","page 175","r","231","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf4k"
"Picart (Bernard) Collection","ark:/21198/zz0002mdzh","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdzh-1-master.tif","232","","","text","","","","","","page 176","v","232","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdzh"
"Picart (Bernard) Collection","ark:/21198/zz0002mdsx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdsx-1-master.tif","233","","","text","","","","","","page 177","r","233","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdsx"
"Picart (Bernard) Collection","ark:/21198/zz0002mdmb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdmb-1-master.tif","234","","","text","","","","","","page 178","v","234","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdmb"
"Picart (Bernard) Collection","ark:/21198/zz0002mdfr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mdfr-1-master.tif","235","","","text","","","","","","page 179","r","235","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mdfr"
"Picart (Bernard) Collection","ark:/21198/zz0002md85","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md85-1-master.tif","236","","","text","","","","","","page 180","v","236","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md85"
"Picart (Bernard) Collection","ark:/21198/zz0002md3k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002md3k-1-master.tif","237","","","text","","","","","","page 181","r","237","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002md3k"
"Picart (Bernard) Collection","ark:/21198/zz0002mcxh","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mcxh-1-master.tif","238","","","text","","","","","","page 182","v","238","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mcxh"
"Picart (Bernard) Collection","ark:/21198/zz0002mfbp","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfbp-1-master.tif","239","","","text","","","","","","page 183","r","239","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfbp"
"Picart (Bernard) Collection","ark:/21198/zz0002mgzg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgzg-1-master.tif","240","","","text","","","","","","page 184","v","240","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgzg"
"Picart (Bernard) Collection","ark:/21198/zz0002mfvf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfvf-1-master.tif","241","","","text","","","","","","page 185","r","241","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfvf"
"Picart (Bernard) Collection","ark:/21198/zz0002mfh8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfh8-1-master.tif","242","","","text","","","","","","page 186","v","242","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfh8"
"Picart (Bernard) Collection","ark:/21198/zz0002mfpv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfpv-1-master.tif","243","","","text","","","","","","page 187","r","243","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfpv"
"Picart (Bernard) Collection","ark:/21198/zz0002mg1h","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg1h-1-master.tif","244","","","text","","","","","","page 188","v","244","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg1h"
"Picart (Bernard) Collection","ark:/21198/zz0002mg63","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg63-1-master.tif","245","","","text","","","","","","page 189","r","245","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg63"
"Picart (Bernard) Collection","ark:/21198/zz0002mgcp","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgcp-1-master.tif","246","","","text","","","","","","page 190","v","246","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgcp"
"Picart (Bernard) Collection","ark:/21198/zz0002mgqv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgqv-1-master.tif","247","","","text","","","","","","page 191","r","247","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgqv"
"Picart (Bernard) Collection","ark:/21198/zz0002mgwf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgwf-1-master.tif","248","","","text","","","","","","page 192","v","248","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgwf"
"Picart (Bernard) Collection","ark:/21198/zz0002mgsw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgsw-1-master.tif","249","","","text","","","","","","page 193","r","249","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgsw"
"Picart (Bernard) Collection","ark:/21198/zz0002mgm9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgm9-1-master.tif","250","","","text","","","","","","page 194","v","250","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgm9"
