"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz00098btw","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098btw-1-master.tif","140","","","still image","","","","","","Tombs of the Virginian monarchs.","v","","","page 122b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098btw"
"Picart (Bernard) Collection","ark:/21198/zz00098bvd","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098bvd-1-master.tif","141","","","text","","","","","","page 123","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098bvd"
"Picart (Bernard) Collection","ark:/21198/zz00098bwx","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098bwx-1-master.tif","142","","","text","","","","","","page 124","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098bwx"
"Picart (Bernard) Collection","ark:/21198/zz00098bxf","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098bxf-1-master.tif","143","","","text","","","","","","page 125","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098bxf"
"Picart (Bernard) Collection","ark:/21198/zz00098bzz","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098bzz-1-master.tif","144","","","text","","","","","","page 126","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098bzz"
"Picart (Bernard) Collection","ark:/21198/zz00098c0z","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c0z-1-master.tif","145","","","text","","","","","","page 127","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c0z"
"Picart (Bernard) Collection","ark:/21198/zz00098c1g","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c1g-1-master.tif","146","","","text","","","","","","page 128","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c1g"
"Picart (Bernard) Collection","ark:/21198/zz00098c20","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c20-1-master.tif","147","","","text","","","","","","page 129","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c20"
"Picart (Bernard) Collection","ark:/21198/zz00098c3h","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c3h-1-master.tif","148","","","text","","","","","","page 130","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c3h"
"Picart (Bernard) Collection","ark:/21198/zz00098c41","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c41-1-master.tif","149","","","text","","","","","","page 131","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c41"
"Picart (Bernard) Collection","ark:/21198/zz00098c5j","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c5j-1-master.tif","150","","","text","","","","","","page 132","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c5j"
"Picart (Bernard) Collection","ark:/21198/zz00098c62","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c62-1-master.tif","151","","","text","","","","","","page 133","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c62"
"Picart (Bernard) Collection","ark:/21198/zz00098c7k","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c7k-1-master.tif","152","","","text","","","","","","page 134","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c7k"
"Picart (Bernard) Collection","ark:/21198/zz00098c83","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c83-1-master.tif","153","","","text","","","","","","page 135","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c83"
"Picart (Bernard) Collection","ark:/21198/zz00098c9m","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098c9m-1-master.tif","154","","","text","","","","","","page 136","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098c9m"
"Picart (Bernard) Collection","ark:/21198/zz00098cb4","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098cb4-1-master.tif","155","","","text","","","","","","page 137","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098cb4"
"Picart (Bernard) Collection","ark:/21198/zz00098ccn","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ccn-1-master.tif","156","","","text","","","","","","page 138","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ccn"
"Picart (Bernard) Collection","ark:/21198/zz00098cd5","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098cd5-1-master.tif","157","","","text","","","","","","page 139","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098cd5"
"Picart (Bernard) Collection","ark:/21198/zz00098cfp","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098cfp-1-master.tif","158","","","text","","","","","","page 140","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098cfp"
"Picart (Bernard) Collection","ark:/21198/zz00098cg6","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098cg6-1-master.tif","159","","","text","","","","","","page 141","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098cg6"
"Picart (Bernard) Collection","ark:/21198/zz00098chq","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098chq-1-master.tif","160","","","text","","","","","","page 142","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098chq"
"Picart (Bernard) Collection","ark:/21198/zz00098cj7","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098cj7-1-master.tif","161","","","text","","","","","","page 143","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098cj7"
"Picart (Bernard) Collection","ark:/21198/zz00098ckr","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ckr-1-master.tif","162","","","text","","","","","","page 144","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ckr"
"Picart (Bernard) Collection","ark:/21198/zz00098fst","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098fst-1-master.tif","163","","","text","","","","","","page 145","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098fst"
"Picart (Bernard) Collection","ark:/21198/zz00098ftb","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ftb-1-master.tif","164","","","text","","","","","","page 146","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ftb"
"Picart (Bernard) Collection","ark:/21198/zz00098fvv","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098fvv-1-master.tif","165","","","text","","","","","","page 147","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098fvv"
"Picart (Bernard) Collection","ark:/21198/zz00098fwc","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098fwc-1-master.tif","166","","","text|~|text","","","","","","page 148","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098fwc"
"Picart (Bernard) Collection","ark:/21198/zz00098fxw","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098fxw-1-master.tif","167","","","text","","","","","","page 149","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098fxw"
"Picart (Bernard) Collection","ark:/21198/zz00098fzd","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098fzd-1-master.tif","168","","","text","","","","","","page 150","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098fzd"
"Picart (Bernard) Collection","ark:/21198/zz00098g0d","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g0d-1-master.tif","169","","","text","","","","","","page 151","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g0d"
"Picart (Bernard) Collection","ark:/21198/zz00098g1x","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g1x-1-master.tif","170","","","text","","","","","","page 152","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g1x"
"Picart (Bernard) Collection","ark:/21198/zz00098g2f","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g2f-1-master.tif","171","","","text","","","","","","page 153","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g2f"
"Picart (Bernard) Collection","ark:/21198/zz00098g3z","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g3z-1-master.tif","172","","","text","","","","","","page 154","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g3z"
"Picart (Bernard) Collection","ark:/21198/zz00098g4g","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g4g-1-master.tif","173","","","text","","","","","","page 155","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g4g"
"Picart (Bernard) Collection","ark:/21198/zz00098g50","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g50-1-master.tif","174","","","text","","","","","","page 156","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g50"
"Picart (Bernard) Collection","ark:/21198/zz00098g6h","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g6h-1-master.tif","175","","","text","","","","","","page 157","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g6h"
"Picart (Bernard) Collection","ark:/21198/zz00098g71","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g71-1-master.tif","176","","","text","","","","","","page 158","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g71"
"Picart (Bernard) Collection","ark:/21198/zz00098g8j","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g8j-1-master.tif","177","","","text","","","","","","page 159","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g8j"
"Picart (Bernard) Collection","ark:/21198/zz00098g92","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098g92-1-master.tif","178","","","text","","","","","","page 160","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098g92"
"Picart (Bernard) Collection","ark:/21198/zz00098gbk","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gbk-1-master.tif","179","","","text","","","","","","page 161","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gbk"
"Picart (Bernard) Collection","ark:/21198/zz00098gc3","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gc3-1-master.tif","180","","","text","","","","","","page 162","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gc3"
"Picart (Bernard) Collection","ark:/21198/zz00098gdm","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gdm-1-master.tif","181","","","text","","","","","","page 163","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gdm"
"Picart (Bernard) Collection","ark:/21198/zz00098gf4","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gf4-1-master.tif","182","","","text","","","","","","page 164","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gf4"
"Picart (Bernard) Collection","ark:/21198/zz00098ggn","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ggn-1-master.tif","183","","","text","","","","","","page 165","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ggn"
"Picart (Bernard) Collection","ark:/21198/zz00098gh5","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gh5-1-master.tif","184","","","text","","","","","","page 166","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gh5"
"Picart (Bernard) Collection","ark:/21198/zz00098gjp","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gjp-1-master.tif","185","","","text","","","","","","page 167","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gjp"
"Picart (Bernard) Collection","ark:/21198/zz00098gk6","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gk6-1-master.tif","186","","","text","","","","","","page 168","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gk6"
"Picart (Bernard) Collection","ark:/21198/zz00098gmq","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gmq-1-master.tif","187","","","text","","","","","","page 169","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gmq"
"Picart (Bernard) Collection","ark:/21198/zz00098gn7","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gn7-1-master.tif","188","","","text","","","","","","page 170","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gn7"
"Picart (Bernard) Collection","ark:/21198/zz00098gpr","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gpr-1-master.tif","189","","","text","","","","","","page 171","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gpr"
"Picart (Bernard) Collection","ark:/21198/zz00098gq8","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gq8-1-master.tif","190","","","text","","","","","","page 172","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gq8"
"Picart (Bernard) Collection","ark:/21198/zz00098grs","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098grs-1-master.tif","191","","","text","","","","","","page 173","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098grs"
"Picart (Bernard) Collection","ark:/21198/zz00098gs9","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gs9-1-master.tif","192","","","text","","","","","","page 174","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gs9"
"Picart (Bernard) Collection","ark:/21198/zz00098gvb","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gvb-1-master.tif","193","","","still image","","","","","","Marriage of the Indians of Panama.","r","","Marriage of the Indians of Panama.  The relations & friends grubbing up the ground allotted to the new married couple.|~|Marriage of the Indians of Panama.  The relations & friends grubbing up the ground allotted to the new married couple.","page 174a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gvb"
"Picart (Bernard) Collection","ark:/21198/zz00098gwv","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gwv-1-master.tif","194","","","text","","","","","","page 174b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gwv"
"Picart (Bernard) Collection","ark:/21198/zz00098gxc","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098gxc-1-master.tif","195","","","text","","","","","","page 175","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098gxc"
"Picart (Bernard) Collection","ark:/21198/zz00098h0w","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h0w-1-master.tif","196","","","text","","","","","","page 176","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h0w"
"Picart (Bernard) Collection","ark:/21198/zz00098h1d","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h1d-1-master.tif","197","","","text","","","","","","page 177","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h1d"
"Picart (Bernard) Collection","ark:/21198/zz00098h2x","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h2x-1-master.tif","198","","","text","","","","","","page 178","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h2x"
"Picart (Bernard) Collection","ark:/21198/zz00098h3f","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h3f-1-master.tif","199","","","text","","","","","","page 179","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h3f"
"Picart (Bernard) Collection","ark:/21198/zz00098h4z","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h4z-1-master.tif","200","","","text","","","","","","page 180","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h4z"
"Picart (Bernard) Collection","ark:/21198/zz00098h5g","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h5g-1-master.tif","201","","","text","","","","","","page 181","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h5g"
"Picart (Bernard) Collection","ark:/21198/zz00098h60","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h60-1-master.tif","202","","","text","","","","","","page 182","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h60"
"Picart (Bernard) Collection","ark:/21198/zz00098h7h","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h7h-1-master.tif","203","","","text","","","","","","page 183","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h7h"
"Picart (Bernard) Collection","ark:/21198/zz00098h81","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h81-1-master.tif","204","","","text","","","","","","page 184","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h81"
"Picart (Bernard) Collection","ark:/21198/zz00098h9j","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098h9j-1-master.tif","205","","","text","","","","","","page 185","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098h9j"
"Picart (Bernard) Collection","ark:/21198/zz00098hb2","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hb2-1-master.tif","206","","","text","","","","","","page 186","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hb2"
"Picart (Bernard) Collection","ark:/21198/zz00098hck","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hck-1-master.tif","207","","","text","","","","","","page 187","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hck"
"Picart (Bernard) Collection","ark:/21198/zz00098hd3","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hd3-1-master.tif","208","","","text","","","","","","page 188","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hd3"
"Picart (Bernard) Collection","ark:/21198/zz00098hfm","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hfm-1-master.tif","209","","","text","","","","","","page 189","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hfm"
"Picart (Bernard) Collection","ark:/21198/zz00098hg4","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hg4-1-master.tif","210","","","text","","","","","","page 190","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hg4"
"Picart (Bernard) Collection","ark:/21198/zz00098hhn","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hhn-1-master.tif","211","","","text","","","","","","page 191","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hhn"
"Picart (Bernard) Collection","ark:/21198/zz00098hj5","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hj5-1-master.tif","212","","","text","","","","","","page 192","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hj5"
"Picart (Bernard) Collection","ark:/21198/zz00098hkp","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hkp-1-master.tif","213","","","text","","","","","","page 193","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hkp"
"Picart (Bernard) Collection","ark:/21198/zz00098hm6","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hm6-1-master.tif","214","","","text","","","","","","page 194","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hm6"
"Picart (Bernard) Collection","ark:/21198/zz00098hnq","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hnq-1-master.tif","215","","","text","","","","","","page 195","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hnq"
"Picart (Bernard) Collection","ark:/21198/zz00098hp7","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hp7-1-master.tif","216","","","text","","","","","","page 196","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hp7"
"Picart (Bernard) Collection","ark:/21198/zz00098hqr","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hqr-1-master.tif","217","","","text","","","","","","page 197","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hqr"
"Picart (Bernard) Collection","ark:/21198/zz00098hr8","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hr8-1-master.tif","218","","","text","","","","","","page 198","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hr8"
"Picart (Bernard) Collection","ark:/21198/zz00098hss","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hss-1-master.tif","219","","","text","","","","","","page 199","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hss"
"Picart (Bernard) Collection","ark:/21198/zz00098ht9","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ht9-1-master.tif","220","","","text","","","","","","page 200","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ht9"
"Picart (Bernard) Collection","ark:/21198/zz00098hvt","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hvt-1-master.tif","221","","","text","","","","","","page 201","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hvt"
"Picart (Bernard) Collection","ark:/21198/zz00098hwb","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098hwb-1-master.tif","222","","","text","","","","","","page 202","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098hwb"
"Picart (Bernard) Collection","ark:/21198/zz00098ng2","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ng2-1-master.tif","223","","","text","","","","","","page 203","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ng2"
