"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Rights.permission","Name.subject","Name.photographer","Rights.copyrightStatus","Alt ID.local","Relation.isPartOf","Title","Date.creation","Format.dimensions","Format.extent","Bucketeer State","IIIF Access URL"
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz846","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz846_2368131_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp40","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Blue Grass and Old Time String Band Ensemble","05/29/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz85q","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz85q_2368125_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp038","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of West Africa Ensemble","05/29/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz867","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz867_2368155_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp048","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz87r","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz87r_2368152_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp047","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Blue Grass and Old Time String Band Ensemble","05/29/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz888","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz888_2368164_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp051","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Bali Ensemble","05/17/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz89s","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz89s_2368134_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp041","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Blue Grass and Old Time String Band Ensemble","05/29/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8b9","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8b9_2368122_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp037","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of West Africa Ensemble","05/29/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8ct","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8ct_2368149_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp046","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Blue Grass and Old Time String Band Ensemble","05/29/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8db","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8db_2368140_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp043","","Blue Grass and Old Time String Band Ensemble","05/29/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8fv","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8fv_2368172_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp053","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8gc","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8gc_2368283_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp060","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8hw","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8hw_2368168_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp052","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8jd","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8jd_2368180_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp055","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8kx","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8kx_2368176_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp054","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8mf","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8mf_2368194_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp059","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8nz","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8nz_2368286_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp061","","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8pg","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8pg_2368183_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp056","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8q0","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8q0_2368191_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp058","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8rh","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8rh_2368188_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp057","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of China Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8s1","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8s1_2376242_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp076","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Near East Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8tj","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8tj_2368502_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp071","","Music of China Ensemble","05/31/2008","4 x 6 in.","","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8v2","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8v2_2368289_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp062","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8wk","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8wk_2375085_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp075","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of China Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8x3","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8x3_2368325_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp069","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Brazil Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz8zm","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz8zm_2376298_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp081","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Latin Jazz Ensemble","06/03/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz90m","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz90m_2368328_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp070","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Brazil Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz914","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz914_2370050_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp072","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz92n","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz92n_2368307_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp067","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Brazil Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz935","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz935_2368292_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp063","","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz94p","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz94p_2368295_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp064","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Brazil Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz956","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz956_2376292_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp080","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Near East Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz96q","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz96q_2368304_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp066","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Brazil Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz977","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz977_2376247_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp077","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Near East Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz98r","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz98r_2376275_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp079","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Near East Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz998","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz998_2370242_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp073","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of China Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz9bs","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz9bs_2368319_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp068","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Brazil Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz9c9","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz9c9_2376260_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp078","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Near East Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz9dt","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz9dt_2368301_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp065","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of Korea Ensemble","05/30/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002jz9fb","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002jz9fb_2373820_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp074","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Music of China Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2h4b","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2h4b_2376368_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp094","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Unidentified Guest Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2h5v","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2h5v_2376365_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp093","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Unidentified Guest Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2h6c","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2h6c_2376371_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp096","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2h7w","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2h7w_2376329_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp082","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Near East Ensemble","05/31/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2h8d","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2h8d_2376335_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp084","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Latin Jazz Ensemble","06/03/2008","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2h9x","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2h9x_2376374_master.tif","","","","still image","color photographs","","Khan, Shujaat","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp097","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Ustad Shujaat Khan","March 1997","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2hbf","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2hbf_2376341_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp086","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","UCLA Jazz Orchestra","06/03/2008","4 x 6 in.","1 photograph : color","failed",
