Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.generalNote,Name.repository,Subject,Rights.countryCreation,Date.normalized,Title,Date.creation,Alt ID.local,Coverage.geographic,Description.note,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxs80,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxs80_2105918_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Photograph of spent casing,1970,RSSP_CSRC_ENV_1_03,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxs80,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxs80/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxs9h,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002cxs9h_2105855_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,J. Green Jeweler on Whittier Boulevard,1970,RSSP_CSRC_2H-Roll_4-008,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxs9h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxs9h/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsb1,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002cxsb1_2176136_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-039 [METADATA],1970,RSSP_CSRC_2B-039,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsb1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsb1/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxscj,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxscj_2107575_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Chicanos outside storefront,1970,RSSP_CSRC_ENV_2A_Roll_1-035,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxscj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxscj/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsd2,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsd2_2105906_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Aerial view of East Los Angeles,1970,RSSP_CSRC_ENLARGEMENT_06,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsd2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsd2/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsfk,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsfk_2105948_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Photograph of spent casing,1970,RSSP_CSRC_ENV_1_13,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsfk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsfk/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsg3,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsg3_2105816_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Alley behind the Silver Dollar,1970,RSSP_CSRC_2H-008,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsg3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsg3/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxshm,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxshm_2107557_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Alley that runs parallel to Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_1-026,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxshm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxshm/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsj4,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsj4_2105909_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Sketch of investigation site,1970,RSSP_CSRC_ENLARGEMENT_07,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsj4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsj4/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxskn,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxskn_2105858_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Street view of Silver Dollar,1970,RSSP_CSRC_2H-Roll_4-009,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxskn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxskn/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsm5,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002cxsm5_2176139_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-040 [METADATA],1970,RSSP_CSRC_2B-040,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsm5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsm5/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsnp,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsnp_2107569_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Atlantic Appliance store on Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_1-033,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsnp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsnp/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsp6,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsp6_2105912_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Photograph of spent casing,1970,RSSP_CSRC_ENV_1_01,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsp6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsp6/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsqq,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsqq_2105954_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Photograph of spent casing,1970,RSSP_CSRC_ENV_1_14,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsqq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsqq/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsr7,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsr7_2105819_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Investigation site at the Silver Dollar,1970,RSSP_CSRC_2H-009,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsr7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsr7/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxssr,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxssr_2107560_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Alley that runs parallel to Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_1-028,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxssr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxssr/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxst8,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxst8_2107715_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Aerial view of East Los Angeles,1970,RSSP_CSRC_ENLARGEMENT_03,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxst8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxst8/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsvs,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002cxsvs_2105861_master.tif,,private,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,View of Whittier Boulevard,1970,RSSP_CSRC_2H-Roll_4-010,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsvs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsvs/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsw9,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002cxsw9_2176142_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-041 [METADATA],1970,RSSP_CSRC_2B-041,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsw9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsw9/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxsxt,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxsxt_2107563_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Atlantic Appliance store on Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_1-031,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxsxt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxsxt/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxszb,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxszb_2105915_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Photograph of spent casing,1970,RSSP_CSRC_ENV_1_02,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxszb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxszb/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxt0b,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxt0b_2105987_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Photograph of spent casing,1970,RSSP_CSRC_ENV_1_15,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxt0b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxt0b/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002cxt1v,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002cxt1v_2105825_master.tif,,,,,still image,color photographs,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Investigation site at Silver Dollar,1970,RSSP_CSRC_2H-010,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxt1v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxt1v/manifest
