Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.genre,Type.typeOfResource,Subject,Rights.permission,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.artist,Name.designer,Name.photographer,Rights.rightsHolderContact,Format.medium,Description.note,Format.extent,Alt ID.collection,Date.creation,Alt ID.local,Date.normalized,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00180j18,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00180j18_728322_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Costumes|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,1988,CSRC_PVALDEZ_COSTUMES_079.tif,1988,(metadata) CSRC_PVALDEZ_COSTUMES_079.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180j18,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00180j18/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00180j2s,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00180j2s_730425_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,,1 slide,,,CSRC_PATSSIVALDE_Installation_img018.tif,,Virgen Altar,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180j2s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00180j2s/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00180j39,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00180j39_730386_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Sweden,1 slide,,1990,CSRC_PATSSIVALDE_Installation_img004.tif,1990,(metadata) CSRC_PATSSIVALDE_Installation_img004.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180j39,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00180j39/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00180j4t,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00180j4t_730404_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,Installation site: San Jose Museum of Art,1 slide,,1995,CSRC_PATSSIVALDE_Installation_img011.tif,1995,A Room of One's Own,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180j4t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00180j4t/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00180j5b,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00180j5b_728313_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Costumes|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,1988,CSRC_PVALDEZ_COSTUMES_077.tif,1988,(metadata) CSRC_PVALDEZ_COSTUMES_077.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180j5b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00180j5b/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00180j6v,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00180j6v_728331_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Costumes|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,1988,CSRC_PVALDEZ_COSTUMES_080.tif,1988,(metadata) CSRC_PVALDEZ_COSTUMES_080.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00180j6v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00180j6v/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001981sd,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001981sd_730497_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img044.tif,1999,"(NEW) ""The Living Room"" (Detailed)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001981sd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001981sd/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001981vf,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001981vf_730488_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img041.tif,1999,"(NEW) ""The Living Room"" (Detailed)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001981vf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001981vf/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001981wz,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001981wz_730446_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img026.tif,1999,"(NEW) ""The Living Room""",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001981wz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001981wz/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001981z0,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001981z0_730467_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img034.tif,1999,"(NEW) ""The Living Room""",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001981z0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001981z0/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019821h,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019821h_730473_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img036.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019821h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019821h/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019823j,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019823j_730500_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img045.tif,1999,"(NEW) ""The Living Room"" (Detailed)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019823j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019823j/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019825k,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019825k_730491_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img042.tif,1999,"(NEW) ""The Living Room"" (Detailed)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019825k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019825k/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00198263,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00198263_730449_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img027.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00198263,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00198263/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0019827m,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0019827m_730470_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img035.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019827m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019827m/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz00198284,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz00198284_730524_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Mixed media installation,Installation site: Stockholm,1 slide,,Jan 1990,CSRC_PATSSIVALDE_Installation_img067.tif,1990-01,(metadata) CSRC_PATSSIVALDE_Installation_img067.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00198284,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00198284/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982b5,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982b5_730503_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Set design,Circus,1 slide,,,CSRC_PATSSIVALDE_Installation_img047.tif,,(metadata) CSRC_PATSSIVALDE_Installation_img047.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982b5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982b5/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982cp,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982cp_730494_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img043.tif,1999,"(NEW) ""The Living Room"" (Detailed)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982cp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982cp/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982fq,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982fq_730461_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,,,,"Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img032.tif,1999,"(NEW) ""The Living Room"" (Detailed)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982fq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982fq/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982hr,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982hr_730452_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: Patricia Correia Gallery,1 slide,,1999,CSRC_PATSSIVALDE_Installation_img029.tif,1999,"(NEW) ""The Living Room"" (Different Angle)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982hr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982hr/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982ks,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982ks_730434_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,"Installation site: Barnsdall Art Gallery, Los Angeles",1 slide,,1990,CSRC_PATSSIVALDE_Installation_img021.tif,1990,The Room,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982ks,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982ks/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz001982m9,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz001982m9_730614_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|installations (visual works)|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Installation,Installation site: San Diego/Centro Cultura de la Raza,1 slide,,198_?,CSRC_PATSSIVALDE_Installation_img098.tif,1980/1989,(metadata) CSRC_PATSSIVALDE_Installation_img098.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001982m9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001982m9/manifest
