Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.genre,Type.typeOfResource,Subject,Rights.permission,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.artist,Name.designer,Name.photographer,Rights.rightsHolderContact,Format.medium,Description.note,Format.extent,Alt ID.collection,Date.creation,Alt ID.local,Date.normalized,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6n6,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6n6_722777_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano archives|~|Chicano movement -- California|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)","Gamboa, Harry, Jr. (American muralist, born 1951)",Color Photograph,"Photograph taken in Malibu, CA",1 slide,The Patssi Valdez Digital Image Collection,1975,CSRC_PATSSIVALDEZ_ASCO_img027.tif,1970/1979,"(new)ASCO, Malibu, CA",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6n6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6n6/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6pq,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6pq_722682_master.tif,,,,,private,slides (photographs)|~|installations (visual works),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano archives|~|Chicano movement -- California|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)","Gamboa, Harry, Jr. (American muralist, born 1951)",Color Photograph,"Photograph taken in East Los Angeles, CA",1 slide,The Patssi Valdez Digital Image Collection,1974,CSRC_PATSSIVALDEZ_ASCO_img014.tif,1970/1979,"(new)ASCO, Instant Mural",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6pq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6pq/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6q7,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6q7_722691_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano archives|~|Chicano movement -- California|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)","Gamboa, Harry, Jr. (American muralist, born 1951)",Color Photograph,"Photograph taken in East Los Angeles, CA",1 slide,The Patssi Valdez Digital Image Collection,1979,CSRC_PATSSIVALDEZ_ASCO_img015.tif,1979,CSRC_PATSSIVALDEZ_ASCO_img015.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6q7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6q7/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6rr,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6rr_722760_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano archives|~|Chicano movement -- California|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)","Gamboa, Harry, Jr. (American muralist, born 1951)",Color Photograph,"Photograph taken in East Los Angeles, CA",1 slide,The Patssi Valdez Digital Image Collection,,CSRC_PATSSIVALDEZ_ASCO_img023.tif,1970/1979,"Herron, Patssi, Gronk (Dinnertable)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6rr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6rr/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6s8,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6s8_722634_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|Gronk (American muralist and painter, born 1954)|~|documentary photography|~|Herrón, Willie (American muralist and performance artist, born 1951)|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)","Gamboa, Harry, Jr. (American muralist, born 1951)",Color Photograph,"Photograph taken in Los Angeles, CA",1 slide,The Patssi Valdez Digital Image Collection,1972,CSRC_PATSSIVALDEZ_ASCO_img012.tif,1970/1979,"(new)ASCO, Birds Wave Goodbye",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6s8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6s8/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6ts,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6ts_722676_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,Color Photograph,"Photo by Seymour Rosen, Richard Valverde, Harry Gamboa, or Diane Gamboa.|~|Photograph taken at Evergreen Cemetery in East Los Angeles, CA",1 slide,The Patssi Valdez Digital Image Collection,1974,CSRC_PATSSIVALDEZ_ASCO_img013.tif,1970/1979,"(new)November 2, 1974 (el Dia de los Muetros)",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6ts,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6ts/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6v9,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6v9_722884_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)",,Color Photograph,"Photograph taken in East Los Angeles, CA",1 slide,,1975,CSRC_PATSSIVALDEZ_ASCO_img051.tif,1970/1979,"(new)ASCO, From the Slaher series, including Ascozilla and Captialismo",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6v9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6v9/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6wt,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6wt_722763_master.tif,,,,,private,slides (photographs)|~|installations (visual works),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano archives|~|Chicano movement -- California|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)","Gamboa, Harry, Jr. (American muralist, born 1951)",Color Photograph,"Photograph taken in East Los Angeles, CA",1 slide,The Patssi Valdez Digital Image Collection,1975,CSRC_PATSSIVALDEZ_ASCO_img024.tif,1970/1979,"(new)ASCO, Asshole Mural",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6wt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6wt/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6xb,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6xb_1997041_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Nora_35,,(metadata) PValdez_Negs_Nora_35,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6xb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6xb/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz0017r6zv,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz0017r6zv_722872_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",Y,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,"Gamboa, Harry, Jr. (American muralist, born 1951)","Gamboa, Harry, Jr. (American muralist, born 1951)",Color Photograph,"Photograph taken in East Los Angeles, CA",1 slide,The Patssi Valdez Digital Image Collection,,CSRC_PATSSIVALDEZ_ASCO_img048.tif,1980/1989,Instant Mural,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017r6zv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017r6zv/manifest
