Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.author,Name.printer,Subject,Name.editor,Title,AltIdentifier.local,Relation.rectoVerso,Description.note,Date.publication,Publisher.publisherName,Date.normalized,Publisher.placeOfOrigin
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sm4g,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0089.tif,89,,,,,,,text,pd,,,,,,,Page 82,pasc_antiphonarium_1685_0089,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sm50,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0090.tif,90,,,,,,,text,pd,,,,,,,Page 83,pasc_antiphonarium_1685_0090,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sm6h,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0091.tif,91,,,,,,,text,pd,,,,,,,Page 84,pasc_antiphonarium_1685_0091,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sm71,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0092.tif,92,,,,,,,text,pd,,,,,,,Page 85,pasc_antiphonarium_1685_0092,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sm8j,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0093.tif,93,,,,,,,text,pd,,,,,,,Page 86,pasc_antiphonarium_1685_0093,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sm92,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0094.tif,94,,,,,,,text,pd,,,,,,,Page 87,pasc_antiphonarium_1685_0094,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smbk,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0095.tif,95,,,,,,,text,pd,,,,,,,Page 88,pasc_antiphonarium_1685_0095,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smc3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0096.tif,96,,,,,,,text,pd,,,,,,,Page 89,pasc_antiphonarium_1685_0096,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smdm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0097.tif,97,,,,,,,text,pd,,,,,,,Page 90,pasc_antiphonarium_1685_0097,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smf4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0098.tif,98,,,,,,,text,pd,,,,,,,Page 91,pasc_antiphonarium_1685_0098,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smgn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0099.tif,99,,,,,,,text,pd,,,,,,,Page 92,pasc_antiphonarium_1685_0099,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smh5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0100.tif,100,,,,,,,text,pd,,,,,,,Page 93,pasc_antiphonarium_1685_0100,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smjp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0101.tif,101,,,,,,,text,pd,,,,,,,Page 94,pasc_antiphonarium_1685_0101,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smk6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0102.tif,102,,,,,,,text,pd,,,,,,,Page 95,pasc_antiphonarium_1685_0102,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smmq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0103.tif,103,,,,,,,text,pd,,,,,,,Page 96,pasc_antiphonarium_1685_0103,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smn7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0104.tif,104,,,,,,,text,pd,,,,,,,Page 97,pasc_antiphonarium_1685_0104,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smpr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0105.tif,105,,,,,,,text,pd,,,,,,,Page 98,pasc_antiphonarium_1685_0105,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smq8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0106.tif,106,,,,,,,text,pd,,,,,,,Page 99,pasc_antiphonarium_1685_0106,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smrs,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0107.tif,107,,,,,,,text,pd,,,,,,,Page 100,pasc_antiphonarium_1685_0107,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sms9,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0108.tif,108,,,,,,,text,pd,,,,,,,Page 101,pasc_antiphonarium_1685_0108,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smtt,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0109.tif,109,,,,,,,text,pd,,,,,,,Page 102,pasc_antiphonarium_1685_0109,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smvb,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0110.tif,110,,,,,,,text,pd,,,,,,,Page 103,pasc_antiphonarium_1685_0110,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smwv,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0111.tif,111,,,,,,,text,pd,,,,,,,Page 104,pasc_antiphonarium_1685_0111,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smxc,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0112.tif,112,,,,,,,text,pd,,,,,,,Page 105,pasc_antiphonarium_1685_0112,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028smzw,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0113.tif,113,,,,,,,text,pd,,,,,,,Page 106,pasc_antiphonarium_1685_0113,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn0w,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0114.tif,114,,,,,,,text,pd,,,,,,,Page 107,pasc_antiphonarium_1685_0114,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn1d,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0115.tif,115,,,,,,,text,pd,,,,,,,Page 108,pasc_antiphonarium_1685_0115,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn2x,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0116.tif,116,,,,,,,text,pd,,,,,,,Page 109,pasc_antiphonarium_1685_0116,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn3f,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0117.tif,117,,,,,,,text,pd,,,,,,,Page 110,pasc_antiphonarium_1685_0117,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn4z,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0118.tif,118,,,,,,,text,pd,,,,,,,Page 111,pasc_antiphonarium_1685_0118,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn5g,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0119.tif,119,,,,,,,text,pd,,,,,,,Page 112,pasc_antiphonarium_1685_0119,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn60,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0120.tif,120,,,,,,,text,pd,,,,,,,Page 113,pasc_antiphonarium_1685_0120,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn7h,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0121.tif,121,,,,,,,text,pd,,,,,,,Page 114,pasc_antiphonarium_1685_0121,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn81,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0122.tif,122,,,,,,,text,pd,,,,,,,Page 115,pasc_antiphonarium_1685_0122,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sn9j,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0123.tif,123,,,,,,,text,pd,,,,,,,Page 116,pasc_antiphonarium_1685_0123,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snb2,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0124.tif,124,,,,,,,text,pd,,,,,,,Page 117,pasc_antiphonarium_1685_0124,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snck,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0125.tif,125,,,,,,,text,pd,,,,,,,Page 118,pasc_antiphonarium_1685_0125,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snd3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0126.tif,126,,,,,,,text,pd,,,,,,,Page 119,pasc_antiphonarium_1685_0126,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snfm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0127.tif,127,,,,,,,text,pd,,,,,,,Page 120,pasc_antiphonarium_1685_0127,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sng4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0128.tif,128,,,,,,,text,pd,,,,,,,Page 121,pasc_antiphonarium_1685_0128,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snhn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0129.tif,129,,,,,,,text,pd,,,,,,,Page 122,pasc_antiphonarium_1685_0129,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snj5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0130.tif,130,,,,,,,text,pd,,,,,,,Page 123,pasc_antiphonarium_1685_0130,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snkp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0131.tif,131,,,,,,,text,pd,,,,,,,Page 124,pasc_antiphonarium_1685_0131,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snm6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0132.tif,132,,,,,,,text,pd,,,,,,,Page 125,pasc_antiphonarium_1685_0132,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snnq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0133.tif,133,,,,,,,text,pd,,,,,,,Page 126,pasc_antiphonarium_1685_0133,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snp7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0134.tif,134,,,,,,,text,pd,,,,,,,Page 127,pasc_antiphonarium_1685_0134,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snqr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0135.tif,135,,,,,,,text,pd,,,,,,,Page 128,pasc_antiphonarium_1685_0135,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snr8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0136.tif,136,,,,,,,text,pd,,,,,,,Page 129,pasc_antiphonarium_1685_0136,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snss,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0137.tif,137,,,,,,,text,pd,,,,,,,Page 130,pasc_antiphonarium_1685_0137,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snt9,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0138.tif,138,,,,,,,text,pd,,,,,,,Page 131,pasc_antiphonarium_1685_0138,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snvt,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0139.tif,139,,,,,,,text,pd,,,,,,,Page 132,pasc_antiphonarium_1685_0139,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snwb,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0140.tif,140,,,,,,,text,pd,,,,,,,Page 133,pasc_antiphonarium_1685_0140,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snxv,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0141.tif,141,,,,,,,text,pd,,,,,,,Page 134,pasc_antiphonarium_1685_0141,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028snzc,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0142.tif,142,,,,,,,text,pd,,,,,,,Page 135,pasc_antiphonarium_1685_0142,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp0c,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0143.tif,143,,,,,,,text,pd,,,,,,,Page 136,pasc_antiphonarium_1685_0143,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp1w,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0144.tif,144,,,,,,,text,pd,,,,,,,Page 137,pasc_antiphonarium_1685_0144,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp2d,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0145.tif,145,,,,,,,text,pd,,,,,,,Page 138,pasc_antiphonarium_1685_0145,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp3x,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0146.tif,146,,,,,,,text,pd,,,,,,,Page 139,pasc_antiphonarium_1685_0146,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp4f,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0147.tif,147,,,,,,,text,pd,,,,,,,Page 140,pasc_antiphonarium_1685_0147,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp5z,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0148.tif,148,,,,,,,text,pd,,,,,,,Page 141,pasc_antiphonarium_1685_0148,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp6g,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0149.tif,149,,,,,,,text,pd,,,,,,,Page 142,pasc_antiphonarium_1685_0149,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp70,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0150.tif,150,,,,,,,text,pd,,,,,,,Page 143,pasc_antiphonarium_1685_0150,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp8h,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0151.tif,151,,,,,,,text,pd,,,,,,,Page 144,pasc_antiphonarium_1685_0151,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sp91,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0152.tif,152,,,,,,,text,pd,,,,,,,Page 145,pasc_antiphonarium_1685_0152,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spbj,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0153.tif,153,,,,,,,text,pd,,,,,,,Page 146,pasc_antiphonarium_1685_0153,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spc2,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0154.tif,154,,,,,,,text,pd,,,,,,,Page 147,pasc_antiphonarium_1685_0154,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spdk,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0155.tif,155,,,,,,,text,pd,,,,,,,Page 148,pasc_antiphonarium_1685_0155,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spf3,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0156.tif,156,,,,,,,text,pd,,,,,,,Page 149,pasc_antiphonarium_1685_0156,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spgm,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0157.tif,157,,,,,,,text,pd,,,,,,,Page 150,pasc_antiphonarium_1685_0157,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sph4,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0158.tif,158,,,,,,,text,pd,,,,,,,Page 151,pasc_antiphonarium_1685_0158,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spjn,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0159.tif,159,,,,,,,text,pd,,,,,,,Page 152,pasc_antiphonarium_1685_0159,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spk5,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0160.tif,160,,,,,,,text,pd,,,,,,,Page 153,pasc_antiphonarium_1685_0160,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spmp,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0161.tif,161,,,,,,,text,pd,,,,,,,Page 154,pasc_antiphonarium_1685_0161,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spn6,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0162.tif,162,,,,,,,text,pd,,,,,,,Page 155,pasc_antiphonarium_1685_0162,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sppq,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0163.tif,163,,,,,,,text,pd,,,,,,,Page 156,pasc_antiphonarium_1685_0163,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spq7,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0164.tif,164,,,,,,,text,pd,,,,,,,Page 157,pasc_antiphonarium_1685_0164,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sprr,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0165.tif,165,,,,,,,text,pd,,,,,,,Page 158,pasc_antiphonarium_1685_0165,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sps8,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0166.tif,166,,,,,,,text,pd,,,,,,,Page 159,pasc_antiphonarium_1685_0166,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spts,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0167.tif,167,,,,,,,text,pd,,,,,,,Page 160,pasc_antiphonarium_1685_0167,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spv9,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0168.tif,168,,,,,,,text,pd,,,,,,,Page 161,pasc_antiphonarium_1685_0168,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spwt,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0169.tif,169,,,,,,,text,pd,,,,,,,Page 162,pasc_antiphonarium_1685_0169,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spxb,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0170.tif,170,,,,,,,text,pd,,,,,,,Page 163,pasc_antiphonarium_1685_0170,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028spzv,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0171.tif,171,,,,,,,text,pd,,,,,,,Page 164,pasc_antiphonarium_1685_0171,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq0v,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0172.tif,172,,,,,,,text,pd,,,,,,,Page 165,pasc_antiphonarium_1685_0172,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq1c,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0173.tif,173,,,,,,,text,pd,,,,,,,Page 166,pasc_antiphonarium_1685_0173,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq2w,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0174.tif,174,,,,,,,text,pd,,,,,,,Page 167,pasc_antiphonarium_1685_0174,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq3d,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0175.tif,175,,,,,,,text,pd,,,,,,,Page 168,pasc_antiphonarium_1685_0175,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq4x,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0176.tif,176,,,,,,,text,pd,,,,,,,Page 169,pasc_antiphonarium_1685_0176,r,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq5f,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0177.tif,177,,,,,,,text,pd,,,,,,,Page 170,pasc_antiphonarium_1685_0177,v,,,,,
Antiphonarium et hymnarium secundum morem Sanctae Romanae Ecclesiae,ark:/21198/zz0028sq6z,ark:/21198/zz0028sh1g,2,Completed,Page,antiphonarium/image/pasc_antiphonarium_1685_0178.tif,178,,,,,,,text,pd,,,,,,,Page 171,pasc_antiphonarium_1685_0178,r,,,,,
