Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,viewingHint,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Huxley (Aldous) Collection,ark:/21198/zz0025583t,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz0025583t_1655774_master.tif,48,private,,,,,black-and-white photographs,still image,copyrighted,,"Huxley, Teresa|~|Huxley, Mark Trevenen",,,zxx,,,Y,,,"Trevenen Huxley, grandson of writer Aldous Huxley, being playful with younger sister Tessa (in dress, seated with book in hand) by pulling her hair. Circa early 1960s.",YRLSC_2009_00048,,Trevenen Huxley being playful with sister Tessa [descriptive],1960-1963,,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025583t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025583t/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025584b,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz0025584b_1655783_master.tif,49,private,,,,,black-and-white photographs,still image,copyrighted,,"Huxley, Mark Trevenen",,,zxx,,,Y,,,"Trevenen Huxley, grandson of writer Aldous Huxley, at a gathering with unidentified people, circa early 1960s.",YRLSC_2009_00049,,Trevenen Huxley at a gathering with unidentified people [descriptive],1960-1963,,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025584b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025584b/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025585v,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025585v_1655786_master.tif,50,,,,,,black-and-white photographs,still image,copyrighted,Food writers--United States,"Huxley, Judith",,,zxx,,,Y,,,"Judith Wallet Bordage Huxley, second wife of Matthew Huxley (Aldous Huxley's son), photographed with cat. Circa 1960-1969.",YRLSC_2009_00050,,Judith Wallet Bordage Huxley with cat [descriptive],1960-1969,1 photograph: b&w,1960/1969,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025585v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025585v/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025586c,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025586c_1655789_master.tif,51,,,,,,black-and-white photographs,still image,copyrighted,Food writers--United States,"Huxley, Judith",,,zxx,,,Y,,,"Image of Judith Wallet Bordage Huxley, second wife of Matthew Huxley (son of Aldous Huxley). March 22, 1963.",YRLSC_2009_00051,,Judith Wallet Bordage Huxley (2) [descriptive],"March 22, 1963",1 photograph: b&w,1963-03-22,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025586c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025586c/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025587w,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025587w_1655792_master.tif,52,,,,,,black-and-white photographs,still image,copyrighted,Food writers--United States,"Huxley, Judith",,,zxx,,,Y,,,"Profile portrait of Judith Wallet Bordage Huxley, second wife of Matthew Huxley (Aldous Huxley's son). Circa 1963.",YRLSC_2009_00052,,Judith Wallet Bordage Huxley (1) [descriptive],circa 1963,1 photograph: b&w,1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025587w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025587w/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025588d,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025588d_1655795_master.tif,53,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,"Wide World Photos, Inc.",,"Writer Aldous Huxley and second wife Laura Archera Huxley, standing in front of a tree in Los Angeles. March 27, 1956.",YRLSC_2009_00053,,"Aldous and Laura Huxley standing in front of a tree, Los Angeles, 1956 [descriptive]","March 27, 1956",1 photograph : b&w,1956-03-27,Los Angeles,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025588d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025588d/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558bf,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558bf_1655804_master.tif,55,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,eng,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley seated at a table with unidentified people. Banner behind table reads ""Los Angeles Alumni Chapter"". Circa 1956-1963.",YRLSC_2009_00055,,Aldous and Laura Huxley seated at table with unidenitified people [descriptive],1955-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558bf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558bf/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558cz,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558cz_1655807_master.tif,56,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley, seated with unidentified women, circa 1956-1963.",YRLSC_2009_00056,,Aldous and Laura Huxley seated with unidentified women [descriptive],1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558cz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558cz/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558dg,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558dg_1655810_master.tif,57,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley with second wife Laura Archera Huxley, walking together and wearing coats. Circa 1956-1963.",YRLSC_2009_00057,,"Aldous and Laura Huxley walking, wearing coats [descriptive]",1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558dg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558dg/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558f0,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558f0_1655813_master.tif,58,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley, seated and looking off to the right, circa 1956-1963.",YRLSC_2009_00058,,"Aldous and Laura Huxley, seated looking off to right [descriptive]",1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558f0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558f0/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558gh,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558gh_1655816_master.tif,59,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley with second wife Laura Archera Huxley, circa 1956-1963.",YRLSC_2009_00059,,"Aldous and Laura Huxley reclining, close-up [descriptive]",1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558gh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558gh/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558jj,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558jj_1655825_master.tif,61,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley (both in background) at house after fire, Los Angeles, 1961.",YRLSC_2009_00061,,"Aldous and Laura Huxley at house after fire, Los Angeles, 1961 [descriptive]",1961,1 photograph : b&w,1961,Los Angeles,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558jj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558jj/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558q4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz002558q4_1655858_master.tif,66,,,,,,color photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley looking up at camera from newspaper, September 1961.",0066|~|YRLSC_2009_00066,,Aldous and Laura Huxley looking up at camera from newspaper [descriptive],September 1961,1 photograph : color,1961-09,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558q4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558q4/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558tp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz002558tp_1655870_master.tif,68,,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) as a young woman, dressed in costume. Circa 1931-1941.",0068|~|YRLSC_2009_00068,,Laura Huxley as a young woman (1) [descriptive],1931-1941,1 photograph : b&w,1931/1941,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558tp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558tp/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558v6,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558v6_1655873_master.tif,69,,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) as a young woman, dressed in costume. Circa 1931-1941.",YRLSC_2009_00069,,Laura Huxley as a young woman (2) [descriptive],1931-1941,,1931/1941,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558v6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558v6/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558wq,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002558wq_1655876_master.tif,70,private,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) as a young woman, with unidentified man and woman. She is seated and looking up at the unidentified man, circa 1940s.",YRLSC_2009_00070,,"Laura Archera Huxley, as young woman, with unidentified man and woman [descriptive]",1940-1949,,1940/1949,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558wq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558wq/manifest
Huxley (Aldous) Collection,ark:/21198/zz002558zr,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558zr_1655885_master.tif,72,,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Image has crop lines.|~|Portrait of Laura Archera Huxley, second wife of writer Aldous Huxley. Circa 1970-1979.",YRLSC_2009_00072,,"Laura Huxley, portrait [descriptive]",1970-1979,,1970/1979,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558zr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002558zr/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025590r,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025590r_1655888_master.tif,73,,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,Image has crop lines.|~|Laura Archera Huxley (second wife of writer Aldous Huxley) photographed with dog. Circa 1970-1979.,YRLSC_2009_00073,,"Laura Huxley, portrait with dog [descriptive]",,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025590r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025590r/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255918,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255918_1655891_master.tif,74,,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley), seated with hand to chin, looking forward. It appears that a crown of leaves is resting on her head. Circa 1950-1959.",YRLSC_2009_00074,,"Laura Huxley seated, hand to chin [descriptive]",1950-1959,,1950/1959,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255918,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255918/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025592s,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025592s_1655894_master.tif,75,,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) seated on a chair next to a woven blanket, wearing beaded necklace, looking to the side. Circa 1970-1979.",YRLSC_2009_00075,,Laura Huxley seated in a chair [descriptive],1970-1979,,1970/1979,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025592s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025592s/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025594t,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz0025594t_1655906_master.tif,78,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley standing next to an unidentified woman (possibly Marie Le Put?), circa mid 1950s-early 1960s.",YRLSC_2009_00077,,Aldous Huxley with unidentified woman (Marie Le Put?) [descriptive],1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025594t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025594t/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025596v,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz0025596v_1655915_master.tif,80,,,,,,bookplates,still image,copyrighted,,,,,eng,,"Bramanti, Bruno",Y,,,Illustrated bookplate for the collections of Maria and Aldous Huxley. Illustration is most likely from an engraving by Bruno Bramanti.,0079|~|YRLSC_2009_00079,,Aldous and Maria Huxley bookplate,[between 1919 and 1955],1 bookplate : b&w,1919/1955,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025596v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025596v/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025597c,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz0025597c_1655919_master.tif,81,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,The bust appears to be of Mr. Huxley in his later years leading up to his passing in 1963. The estimated date of the image is between 1960-1969.|~|An image of a bust (captured at an angle) of writer Aldous Huxley.,YRLSC_2009_00080,,Bust of Aldous Huxley (1) [descriptive],[1960-1969?],,1960/1969,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025597c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025597c/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025598w,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025598w_1655924_master.tif,82,,,,,,black-and-white photographs,still image,copyrighted,Philosophers $z India|~|Indian authors,"Krishnamurti, J. (Jiddu), 1895-1986",,,zxx,,,Y,,,"Profile portrait of Indian philosopher and author Jiddu Krishnamurti, dressed in collared shirt and jacket, dark background. Circa 1930-1940.",YRLSC_2009_00081,,"Jiddu Krishnamurti portrait, profile [descriptive]",1930-1940,1 photograph: b&w,1930/1940,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025598w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025598w/manifest
Huxley (Aldous) Collection,ark:/21198/zz0025599d,ark:/21198/zz00253vz2,6,Needs QA,Work,,84,private,,,,,,still image,copyrighted,"Huxley, Aldous, 1894-1963--Archives.|~|Authors, English--20th century--Archival resources.","Krishnamurti, J. (Jiddu), 1895-1986",,,,,,Y,,,,YRLSC_2009_00083,,"Jiddue Krishnamurti portrait, sitting [descriptive]",,,,,,,,,,,,,,,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025599d/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559bx,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559bx_1655930_master.tif,83,private,,,,,clippings,still image,copyrighted,Philosophers $z India|~|Indian authors,"Krishnamurti, J. (Jiddu), 1895-1986",,,eng,,,Y,,,"Clipping of image of Indian writer and philosopher Jiddu Krishnamurti, circa 1930-1940. Caption below image: ""Copyright by 'The Star Publishing Trust'"".",YRLSC_2009_00082,,"Jiddu Krishnamurti standing, profile [descriptive]",1930-1940,,1930/1940,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559bx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559bx/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559g0,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559g0_1655955_master.tif,89,private,,,,,portraits,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,"Bachardy, Don, 1934-",Y,,,"Drawn portrait of writer Aldous Huxley, dressed in suit with hand on knee, by American artist Don Bachardy (1962). Portrait is signed by artist.",YRLSC_2009_00087,,"Drawn portrait of Aldous Huxley by Don Bachardy, drawing 2 [descriptive]",1962,,1962,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559g0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559g0/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559j1,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559j1_1655964_master.tif,91,private,,,,,clippings,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Clipping (image) of writer Aldous Huxley, close up, looking down and talking. Identical to image YRLSC_2009_00136, circa 1950-1959.|~|Publication date of clipping is unknown.",YRLSC_2009_00089,,Clipping of image of Aldous Huxley from Italian periodical  [descriptive],1950-1959,,1950/1959,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559j1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559j1/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559kj,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559kj_1655967_master.tif,92,private,,,,,clippings,still image,copyrighted,"Authors, English--20th century|~|Scholars--United States","Huxley, Aldous, 1894-1963|~|Smith, Houston",,,eng,,,Y,,,"Clipping from St. Louis Post of image of writer Aldous Huxley speaking with religious studies scholar Huston Smith during a broadcast. Clipping is from January 19, 1958.",YRLSC_2009_00090,,"Clipping from St. Louis Post, image of Aldous Huxley speaking with Huston Smith [descriptive]","January 19, 1958",,1958-01-19,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559kj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559kj/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559p3,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559p3_1655976_master.tif,94,private,,,,,clippings,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States|~|Authors--Denmark","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera|~|Blixen, Karen, $d 1885-1962",,,dan,,,Y,,,Clipping of Danish newspaper from August 1961. Heading above image reads Huxley hos Blixen. Writer Aldous Huxley and second wife Laura Archera Huxley are standing with Danish author Karen Blixen.,YRLSC_2009_00092,,"Clipping of Danish newspaper, heading reads Huxley hos Blixen [descriptive]",August 1961,,1961-08,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559p3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559p3/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559qm,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559qm_1655980_master.tif,95,private,,,,,clippings,still image,copyrighted,"Authors, English--20th century|~|Novelists, American $y 20th century|~|Biologists $z Great Britain|~|Educators $z United States|~|Chemists--United States|~|Philosophers--United States","Pauling, Linus, 1901-1994|~|Huxley, Aldous, 1894-1963|~|Huxley, Julian, 1887-1975|~|Isherwood, Christopher, $d 1904-1986|~|Heard, Gerald, $d 1889-1971",,,eng,,,Y,,,"Clipping of Time Magazine article titled Swami, Meet Garbo from January 13, 1997. Image printed with article is of writer Aldous Huxley with novelist Christopher Isherwood, educator and philosopher Gerald Heard, biologist and brother Julian Huxley, and educator and chemist Linus Pauling. Image dated 1960 (caption).",YRLSC_2009_00093,,"Clipping of Time Magazine article titled Swami, Meet Garbo [descriptive]","January 13, 1997",,1997-01-13,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559qm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559qm/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559r4,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559r4_1655985_master.tif,96,private,,,,,clippings,still image,copyrighted,"Psychologists--United States|~|Women authors, American--20th century|~|Violinists $z United States|~|Educators $z United States","Huxley, Laura Archera|~|Harvey, Herman",,,eng,,,Y,,,"Clipping of image of Aldous Huxley's second wife Laura Archera Huxley, standing with USC Professor of Psychology Dr. Herman Harvey. In the image Mrs. Huxley is receiving a film interview from Dr. Harvey of her late husband shortly before his death.  Clipping dated Thursday, July 1, 1965.",YRLSC_2009_00094,,Clipping of image of Laura Archera Huxley receiving film interview from USC professor Dr. Herman Harvey [descriptive],"July 1, 1965",,1965-07-01,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559r4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559r4/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559sn,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559sn_1655989_master.tif,97,private,,,,,clippings,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,por,,,Y,,,"Clipping from Portuguese-language newspaper of article titled Morreu Aldous Huxley (translation: Aldous Huxley Has Died), circa November 1963. Article includes image of Mr. Huxley.",YRLSC_2009_00095,,Clipping from Portuguese-language newspaper of article titled Morreu Aldous Huxley [descriptive],circa November 1963,,1963-11,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559sn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559sn/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559vp,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559vp_1656000_master.tif,99,private,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) as a young woman, holding a violin and bow. Circa 1926-1936.|~|Signature in top left corner of photograph.",YRLSC_2009_00097,,"Laura Huxley as a young woman, holding a violin [descriptive]",1926-1936,,1926/1936,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559vp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559vp/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559w6,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559w6_1656004_master.tif,100,private,,,,,color photographs,still image,copyrighted,,,,,zxx,,,Y,,,"Unidentified boy (possibly Trevenen Huxley, grandson of writer Aldous Huxley) dressed in costume, circa 1955-1958.",YRLSC_2009_00098,,Unidentified boy dressed in costume (1) [descriptive],1955-1958,,1955/1958,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559w6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559w6/manifest
Huxley (Aldous) Collection,ark:/21198/zz002559xq,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559xq_1656009_master.tif,101,private,,,,,color photographs,still image,copyrighted,,,,,zxx,,,Y,,,"Unidentified boy (possibly Trevenen Huxley, grandson of writer Aldous Huxley) dressed in costume, circa 1955-1958.",YRLSC_2009_00099,,Unidentified boy dressed in costume (2) [descriptive],1955-1958,,1955/1958,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559xq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559xq/manifest
