"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","viewingHint","Visibility","Delete in Title","Thumbnail","Rights.copyrightStatus","Name.repository","Title","Alt ID.local","Alt ID.collection","Description.abstract","Bucketeer State","IIIF Access URL"
"Tom Leung Collection","ark:/21198/zz00231c3n/cd59j12w","ark:/21198/zz00231c3n","","","Page","leung/21198-zz00231c3n_1558149_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c3n%2Fcd59j12w"
"Tom Leung Collection","ark:/21198/zz00231c3n/ht89hh1v","ark:/21198/zz00231c3n","","","Page","leung/21198-zz00231c3n_1558152_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c3n%2Fht89hh1v"
"Tom Leung Collection","ark:/21198/zz00231c45/hb69np5h","ark:/21198/zz00231c45","","","Page","leung/21198-zz00231c45_1558158_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c45%2Fhb69np5h"
"Tom Leung Collection","ark:/21198/zz00231c45/m3215b5w","ark:/21198/zz00231c45","","","Page","leung/21198-zz00231c45_1558155_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231c45%2Fm3215b5w"
"Tom Leung Collection","ark:/21198/zz00231cd9/9437br9p","ark:/21198/zz00231cd9","","","Page","leung/21198-zz00231cd9_1558182_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cd9%2F9437br9p"
"Tom Leung Collection","ark:/21198/zz00231cd9/gx80sj5z","ark:/21198/zz00231cd9","","","Page","leung/21198-zz00231cd9_1558185_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cd9%2Fgx80sj5z"
"Tom Leung Collection","ark:/21198/zz00231cft/1c92d53v","ark:/21198/zz00231cft","","","Page","leung/21198-zz00231cft_1558188_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cft%2F1c92d53v"
"Tom Leung Collection","ark:/21198/zz00231cft/d424fc70","ark:/21198/zz00231cft","","","Page","leung/21198-zz00231cft_1558191_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cft%2Fd424fc70"
"Tom Leung Collection","ark:/21198/zz00231ckw/0706v459","ark:/21198/zz00231ckw","","","Page","leung/21198-zz00231ckw_1558206_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231ckw%2F0706v459"
"Tom Leung Collection","ark:/21198/zz00231ckw/6s50gq15","ark:/21198/zz00231ckw","","","Page","leung/21198-zz00231ckw_1558209_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231ckw%2F6s50gq15"
"Tom Leung Collection","ark:/21198/zz00231ckw/cs30kv4k","ark:/21198/zz00231ckw","","","Page","leung/21198-zz00231ckw_1558212_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231ckw%2Fcs30kv4k"
"Tom Leung Collection","ark:/21198/zz00231cmd/53265z0p","ark:/21198/zz00231cmd","","","Page","leung/21198-zz00231cmd_1558227_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cmd%2F53265z0p"
"Tom Leung Collection","ark:/21198/zz00231cmd/hx88gq1w","ark:/21198/zz00231cmd","","","Page","leung/21198-zz00231cmd_1558215_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cmd%2Fhx88gq1w"
"Tom Leung Collection","ark:/21198/zz00231cmd/p722193b","ark:/21198/zz00231cmd","","","Page","leung/21198-zz00231cmd_1558219_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cmd%2Fp722193b"
"Tom Leung Collection","ark:/21198/zz00231f02/2137kf40","ark:/21198/zz00231f02","","","Page","leung/21198-zz00231f02_1558261_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f02%2F2137kf40"
"Tom Leung Collection","ark:/21198/zz00231f02/ft41xk1t","ark:/21198/zz00231f02","","","Page","leung/21198-zz00231f02_1558267_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f02%2Fft41xk1t"
"Tom Leung Collection","ark:/21198/zz00231f3m/dc48309j","ark:/21198/zz00231f3m","","","Page","leung/21198-zz00231f3m_1558287_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f3m%2Fdc48309j"
"Tom Leung Collection","ark:/21198/zz00231f3m/x726672d","ark:/21198/zz00231f3m","","","Page","leung/21198-zz00231f3m_1558278_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f3m%2Fx726672d"
"Tom Leung Collection","ark:/21198/zz00231f65/9w06gm5r","ark:/21198/zz00231f65","","","Page","leung/21198-zz00231f65_1558299_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f65%2F9w06gm5r"
"Tom Leung Collection","ark:/21198/zz00231f65/wd85z728","ark:/21198/zz00231f65","","","Page","leung/21198-zz00231f65_1558296_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f65%2Fwd85z728"
"Tom Leung Collection","ark:/21198/zz00231f7p/3b90k934","ark:/21198/zz00231f7p","","","Page","leung/21198-zz00231f7p_1558302_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f7p%2F3b90k934"
"Tom Leung Collection","ark:/21198/zz00231f7p/8k18g770","ark:/21198/zz00231f7p","","","Page","leung/21198-zz00231f7p_1558305_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231f7p%2F8k18g770"
"Tom Leung Collection","ark:/21198/zz00231fcr/j178tg6r","ark:/21198/zz00231fcr","","","Page","leung/21198-zz00231fcr_1558320_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fcr%2Fj178tg6r"
"Tom Leung Collection","ark:/21198/zz00231fcr/zp127p73","ark:/21198/zz00231fcr","","","Page","leung/21198-zz00231fcr_1558324_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fcr%2Fzp127p73"
"Tom Leung Collection","ark:/21198/zz00231fg9/9k39533g","ark:/21198/zz00231fg9","","","Page","leung/21198-zz00231fg9_1558335_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fg9%2F9k39533g"
"Tom Leung Collection","ark:/21198/zz00231fg9/fs87989h","ark:/21198/zz00231fg9","","","Page","leung/21198-zz00231fg9_1558342_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fg9%2Ffs87989h"
"Tom Leung Collection","ark:/21198/zz00231fg9/z2589r1p","ark:/21198/zz00231fg9","","","Page","leung/21198-zz00231fg9_1558338_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fg9%2Fz2589r1p"
"Tom Leung Collection","ark:/21198/zz00231fkv/0q09j27w","ark:/21198/zz00231fkv","","","Page","leung/21198-zz00231fkv_1558377_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fkv%2F0q09j27w"
"Tom Leung Collection","ark:/21198/zz00231fkv/mb12d906","ark:/21198/zz00231fkv","","","Page","leung/21198-zz00231fkv_1558380_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fkv%2Fmb12d906"
"Tom Leung Collection","ark:/21198/zz00231fmc/0j21vt52","ark:/21198/zz00231fmc","","","Page","leung/21198-zz00231fmc_1558401_master.tif","5","","","","","","","","Page 5","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fmc%2F0j21vt52"
"Tom Leung Collection","ark:/21198/zz00231fmc/f912wq7p","ark:/21198/zz00231fmc","","","Page","leung/21198-zz00231fmc_1558393_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fmc%2Ff912wq7p"
"Tom Leung Collection","ark:/21198/zz00231fmc/g3533775","ark:/21198/zz00231fmc","","","Page","leung/21198-zz00231fmc_1558389_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fmc%2Fg3533775"
"Tom Leung Collection","ark:/21198/zz00231fmc/k870bp38","ark:/21198/zz00231fmc","","","Page","leung/21198-zz00231fmc_1558383_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fmc%2Fk870bp38"
"Tom Leung Collection","ark:/21198/zz00231fmc/n6308k9q","ark:/21198/zz00231fmc","","","Page","leung/21198-zz00231fmc_1558398_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fmc%2Fn6308k9q"
"Tom Leung Collection","ark:/21198/zz00231ftg/nx337p4x","ark:/21198/zz00231ftg","","","Page","leung/21198-zz00231ftg_1558437_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231ftg%2Fnx337p4x"
"Tom Leung Collection","ark:/21198/zz00231ftg/w072bz1v","ark:/21198/zz00231ftg","","","Page","leung/21198-zz00231ftg_1558428_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231ftg%2Fw072bz1v"
"Tom Leung Collection","ark:/21198/zz00231fv0/1v66380v","ark:/21198/zz00231fv0","","","Page","leung/21198-zz00231fv0_1558440_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fv0%2F1v66380v"
"Tom Leung Collection","ark:/21198/zz00231fv0/j882h251","ark:/21198/zz00231fv0","","","Page","leung/21198-zz00231fv0_1558443_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fv0%2Fj882h251"
"Tom Leung Collection","ark:/21198/zz00231fx1/16520b6g","ark:/21198/zz00231fx1","","","Page","leung/21198-zz00231fx1_1558446_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fx1%2F16520b6g"
"Tom Leung Collection","ark:/21198/zz00231fx1/2r020d81","ark:/21198/zz00231fx1","","","Page","leung/21198-zz00231fx1_1558452_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fx1%2F2r020d81"
"Tom Leung Collection","ark:/21198/zz00231fx1/3s09pw26","ark:/21198/zz00231fx1","","","Page","leung/21198-zz00231fx1_1558455_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fx1%2F3s09pw26"
"Tom Leung Collection","ark:/21198/zz00231fzj/5369gw23","ark:/21198/zz00231fzj","","","Page","leung/21198-zz00231fzj_1558464_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fzj%2F5369gw23"
"Tom Leung Collection","ark:/21198/zz00231fzj/j482cm7n","ark:/21198/zz00231fzj","","","Page","leung/21198-zz00231fzj_1558458_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fzj%2Fj482cm7n"
"Tom Leung Collection","ark:/21198/zz00231fzj/mh809n43","ark:/21198/zz00231fzj","","","Page","leung/21198-zz00231fzj_1558461_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231fzj%2Fmh809n43"
"Tom Leung Collection","ark:/21198/zz00231g0j/01994j1g","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558470_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2F01994j1g"
"Tom Leung Collection","ark:/21198/zz00231g0j/d685v62c","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558467_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2Fd685v62c"
"Tom Leung Collection","ark:/21198/zz00231g0j/mn41dg1b","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558476_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2Fmn41dg1b"
"Tom Leung Collection","ark:/21198/zz00231g0j/mt45kn6v","ark:/21198/zz00231g0j","","","Page","leung/21198-zz00231g0j_1558473_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g0j%2Fmt45kn6v"
"Tom Leung Collection","ark:/21198/zz00231g12/9183gh2g","ark:/21198/zz00231g12","","","Page","leung/21198-zz00231g12_1558482_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g12%2F9183gh2g"
"Tom Leung Collection","ark:/21198/zz00231g12/c056pn9m","ark:/21198/zz00231g12","","","Page","leung/21198-zz00231g12_1558485_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g12%2Fc056pn9m"
"Tom Leung Collection","ark:/21198/zz00231g12/xq781w9k","ark:/21198/zz00231g12","","","Page","leung/21198-zz00231g12_1558479_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g12%2Fxq781w9k"
"Tom Leung Collection","ark:/21198/zz00231g2k/0h55hg45","ark:/21198/zz00231g2k","","","Page","leung/21198-zz00231g2k_1558488_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g2k%2F0h55hg45"
"Tom Leung Collection","ark:/21198/zz00231g2k/hk05qr17","ark:/21198/zz00231g2k","","","Page","leung/21198-zz00231g2k_1558491_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g2k%2Fhk05qr17"
"Tom Leung Collection","ark:/21198/zz00231g33/j958x03q","ark:/21198/zz00231g33","","","Page","leung/21198-zz00231g33_1558497_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g33%2Fj958x03q"
"Tom Leung Collection","ark:/21198/zz00231g33/zw92q998","ark:/21198/zz00231g33","","","Page","leung/21198-zz00231g33_1558494_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g33%2Fzw92q998"
"Tom Leung Collection","ark:/21198/zz00231g4m/fz79j27t","ark:/21198/zz00231g4m","","","Page","leung/21198-zz00231g4m_1558503_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g4m%2Ffz79j27t"
"Tom Leung Collection","ark:/21198/zz00231g4m/jk158211","ark:/21198/zz00231g4m","","","Page","leung/21198-zz00231g4m_1558500_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g4m%2Fjk158211"
"Tom Leung Collection","ark:/21198/zz00231g54/6h71wc8p","ark:/21198/zz00231g54","","","Page","leung/21198-zz00231g54_1558506_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g54%2F6h71wc8p"
"Tom Leung Collection","ark:/21198/zz00231g54/n8082d98","ark:/21198/zz00231g54","","","Page","leung/21198-zz00231g54_1558509_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g54%2Fn8082d98"
"Tom Leung Collection","ark:/21198/zz00231g8p/5263265q","ark:/21198/zz00231g8p","","","Page","leung/21198-zz00231g8p_1558524_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g8p%2F5263265q"
"Tom Leung Collection","ark:/21198/zz00231g8p/9p77td5k","ark:/21198/zz00231g8p","","","Page","leung/21198-zz00231g8p_1558521_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g8p%2F9p77td5k"
"Tom Leung Collection","ark:/21198/zz00231g8p/bq74h99j","ark:/21198/zz00231g8p","","","Page","leung/21198-zz00231g8p_1558518_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g8p%2Fbq74h99j"
"Tom Leung Collection","ark:/21198/zz00231g8p/nt37vg9m","ark:/21198/zz00231g8p","","","Page","leung/21198-zz00231g8p_1558527_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231g8p%2Fnt37vg9m"
"Tom Leung Collection","ark:/21198/zz00231gh9/33476c0g","ark:/21198/zz00231gh9","","","Page","leung/21198-zz00231gh9_1558557_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gh9%2F33476c0g"
"Tom Leung Collection","ark:/21198/zz00231gh9/hr22hr98","ark:/21198/zz00231gh9","","","Page","leung/21198-zz00231gh9_1558548_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gh9%2Fhr22hr98"
"Tom Leung Collection","ark:/21198/zz00231gh9/sz58dk69","ark:/21198/zz00231gh9","","","Page","leung/21198-zz00231gh9_1558554_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gh9%2Fsz58dk69"
"Tom Leung Collection","ark:/21198/zz00231gh9/zk84sh7n","ark:/21198/zz00231gh9","","","Page","leung/21198-zz00231gh9_1558551_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gh9%2Fzk84sh7n"
"Tom Leung Collection","ark:/21198/zz00231gmv/1s21n842","ark:/21198/zz00231gmv","","","Page","leung/21198-zz00231gmv_1558569_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gmv%2F1s21n842"
"Tom Leung Collection","ark:/21198/zz00231gmv/2z55wc75","ark:/21198/zz00231gmv","","","Page","leung/21198-zz00231gmv_1558566_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gmv%2F2z55wc75"
"Tom Leung Collection","ark:/21198/zz00231gnc/h675q14f","ark:/21198/zz00231gnc","","","Page","leung/21198-zz00231gnc_1558578_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gnc%2Fh675q14f"
"Tom Leung Collection","ark:/21198/zz00231gnc/p5266v38","ark:/21198/zz00231gnc","","","Page","leung/21198-zz00231gnc_1558575_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gnc%2Fp5266v38"
"Tom Leung Collection","ark:/21198/zz00231gnc/vh967m4v","ark:/21198/zz00231gnc","","","Page","leung/21198-zz00231gnc_1558572_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231gnc%2Fvh967m4v"
"Tom Leung Collection","ark:/21198/zz00252xv1/7d85gh50","ark:/21198/zz00252xv1","","","Page","leung/21198-zz00252xv1_1558581_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xv1%2F7d85gh50"
"Tom Leung Collection","ark:/21198/zz00252xv1/p703bp3q","ark:/21198/zz00252xv1","","","Page","leung/21198-zz00252xv1_1558587_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xv1%2Fp703bp3q"
"Tom Leung Collection","ark:/21198/zz00252xv1/xz92bc5z","ark:/21198/zz00252xv1","","","Page","leung/21198-zz00252xv1_1558584_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xv1%2Fxz92bc5z"
"Tom Leung Collection","ark:/21198/zz00252xwj/pm473n7j","ark:/21198/zz00252xwj","","","Page","leung/21198-zz00252xwj_1558596_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xwj%2Fpm473n7j"
"Tom Leung Collection","ark:/21198/zz00252xwj/vj71kj8p","ark:/21198/zz00252xwj","","","Page","leung/21198-zz00252xwj_1558590_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xwj%2Fvj71kj8p"
"Tom Leung Collection","ark:/21198/zz00252xwj/zv29dg0k","ark:/21198/zz00252xwj","","","Page","leung/21198-zz00252xwj_1558593_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xwj%2Fzv29dg0k"
"Tom Leung Collection","ark:/21198/zz00252xx2/nx988s6c","ark:/21198/zz00252xx2","","","Page","leung/21198-zz00252xx2_1558599_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xx2%2Fnx988s6c"
"Tom Leung Collection","ark:/21198/zz00252xx2/zg675r6m","ark:/21198/zz00252xx2","","","Page","leung/21198-zz00252xx2_1558602_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xx2%2Fzg675r6m"
"Tom Leung Collection","ark:/21198/zz00252xzk/0s60dc4p","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558608_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2F0s60dc4p"
"Tom Leung Collection","ark:/21198/zz00252xzk/5k28cv3t","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558611_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2F5k28cv3t"
"Tom Leung Collection","ark:/21198/zz00252xzk/8q85s99m","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558605_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2F8q85s99m"
"Tom Leung Collection","ark:/21198/zz00252xzk/mn35h44c","ark:/21198/zz00252xzk","","","Page","leung/21198-zz00252xzk_1558614_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252xzk%2Fmn35h44c"
"Tom Leung Collection","ark:/21198/zz00252z0k/3949mr6z","ark:/21198/zz00252z0k","","","Page","leung/21198-zz00252z0k_1558620_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z0k%2F3949mr6z"
"Tom Leung Collection","ark:/21198/zz00252z0k/68072r6g","ark:/21198/zz00252z0k","","","Page","leung/21198-zz00252z0k_1558617_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z0k%2F68072r6g"
"Tom Leung Collection","ark:/21198/zz00252z13/0t20j79n","ark:/21198/zz00252z13","","","Page","leung/21198-zz00252z13_1558623_master.tif","1","","","","","","","","Page 1","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z13%2F0t20j79n"
"Tom Leung Collection","ark:/21198/zz00252z13/jf26t14r","ark:/21198/zz00252z13","","","Page","leung/21198-zz00252z13_1558629_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z13%2Fjf26t14r"
"Tom Leung Collection","ark:/21198/zz00252z13/wq110v7s","ark:/21198/zz00252z13","","","Page","leung/21198-zz00252z13_1558626_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z13%2Fwq110v7s"
"Tom Leung Collection","ark:/21198/zz00252z4n/9t184w6d","ark:/21198/zz00252z4n","","","Page","leung/21198-zz00252z4n_1558641_master.tif","2","","","","","","","","Page 2","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z4n%2F9t184w6d"
"Tom Leung Collection","ark:/21198/zz00252z4n/g314cj5t","ark:/21198/zz00252z4n","","","Page","leung/21198-zz00252z4n_1558644_master.tif","3","","","","","","","","Page 3","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z4n%2Fg314cj5t"
"Tom Leung Collection","ark:/21198/zz00252z4n/ps191b1p","ark:/21198/zz00252z4n","","","Page","leung/21198-zz00252z4n_1558647_master.tif","4","","","","","","","","Page 4","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00252z4n%2Fps191b1p"
