"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Language","Rights.publicationStatus","Subject.conceptTopic","Name.contributor","Type.genre","Title","Date.normalized","Date.creation","AltTitle.uniform","Alt ID.oclc","Description.note","OPAC URL","Place of origin","Publisher.publisherName","Format.extent","Alt ID.lccn","Relation.isPartOf","Bucketeer State","IIIF Access URL"
"Organizacion Obrera, La","ark:/21198/zz00292q0v","ark:/21198/zz00292q1c","2","Completed","Page","organ/image/21198-zz00292q1c_1964566_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q1c"
"Organizacion Obrera, La","ark:/21198/zz00292q0v","ark:/21198/zz00292q2w","2","Completed","Page","organ/image/21198-zz00292q2w_1964590_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q2w"
"Organizacion Obrera, La","ark:/21198/zz00292q0v","ark:/21198/zz00292q3d","2","Completed","Page","organ/image/21198-zz00292q3d_1964600_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q3d"
"Organizacion Obrera, La","ark:/21198/zz00292q0v","ark:/21198/zz00292q4x","2","Completed","Page","organ/image/21198-zz00292q4x_1964605_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q4x"
"Organizacion Obrera, La","ark:/21198/zz00292q5f","ark:/21198/zz00292q6z","2","Completed","Page","organ/image/21198-zz00292q6z_1964608_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q6z"
"Organizacion Obrera, La","ark:/21198/zz00292q5f","ark:/21198/zz00292q7g","2","Completed","Page","organ/image/21198-zz00292q7g_1964612_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q7g"
"Organizacion Obrera, La","ark:/21198/zz00292q5f","ark:/21198/zz00292q80","2","Completed","Page","organ/image/21198-zz00292q80_1964617_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q80"
"Organizacion Obrera, La","ark:/21198/zz00292q5f","ark:/21198/zz00292q9h","2","Completed","Page","organ/image/21198-zz00292q9h_1964621_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292q9h"
"Organizacion Obrera, La","ark:/21198/zz00292qb1","ark:/21198/zz00292qcj","2","Completed","Page","organ/image/21198-zz00292qcj_1964627_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qcj"
"Organizacion Obrera, La","ark:/21198/zz00292qb1","ark:/21198/zz00292qd2","2","Completed","Page","organ/image/21198-zz00292qd2_1964632_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qd2"
"Organizacion Obrera, La","ark:/21198/zz00292qb1","ark:/21198/zz00292qfk","2","Completed","Page","organ/image/21198-zz00292qfk_1964636_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qfk"
"Organizacion Obrera, La","ark:/21198/zz00292qb1","ark:/21198/zz00292qg3","2","Completed","Page","organ/image/21198-zz00292qg3_1964642_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qg3"
"Organizacion Obrera, La","ark:/21198/zz00292qhm","ark:/21198/zz00292qj4","2","Completed","Page","organ/image/21198-zz00292qj4_1964648_master.tif","1","","","","pd","","published","","","","page 1","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qj4"
"Organizacion Obrera, La","ark:/21198/zz00292qhm","ark:/21198/zz00292qkn","2","Completed","Page","organ/image/21198-zz00292qkn_1964652_master.tif","2","","","","pd","","published","","","","page 2","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qkn"
"Organizacion Obrera, La","ark:/21198/zz00292qhm","ark:/21198/zz00292qm5","2","Completed","Page","organ/image/21198-zz00292qm5_1964656_master.tif","3","","","","pd","","published","","","","page 3","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qm5"
"Organizacion Obrera, La","ark:/21198/zz00292qhm","ark:/21198/zz00292qnp","2","Completed","Page","organ/image/21198-zz00292qnp_1964659_master.tif","4","","","","pd","","published","","","","page 4","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00292qnp"
